mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
22	22	129/2	129/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	253											2			1
22	22	259/4	259/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	254									33		2			1
22	22	65	65	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	255									33		2			1
22	22	261/4	261/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	256									33		2			1
22	22	131/2	131/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	257									33		2			1
22	22	263/4	263/4	0.0	11/16	11/16	Spanner	6/8	1	1	0																			1
22	22	263/4	263/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	258														1
22	22	63	63	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	259									32					
22	22	127/2	127/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	260									32					
22	22	64	64	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	261									32					
22	22	129/2	129/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	262									32					
22	22	65	65	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	263									32					
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	264														
23	23	66	66	0.0	0	0	Spanner	6/8	1	1	0																			
23	23	265/4	265/4	0.0	1/16	1/16	StaffText	6/8	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>dolce, ma vivo"											
23	23	265/4	265/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	265									34					
23	23	133/2	133/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	266									34					
23	23	267/4	267/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	267									34					
23	23	67	67	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	268									34					
23	23	269/4	269/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	269									34					
23	23	135/2	135/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	270									34					
23	23	271/4	271/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	271									34					
23	23	68	68	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	272									34					
23	23	273/4	273/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	273									34					
23	23	137/2	137/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	274									34					
23	23	275/4	275/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	275									34					
23	23	66	66	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	276									35					
23	23	133/2	133/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	277									35					
23	23	67	67	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	278									35					
23	23	135/2	135/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	279									35					
23	23	68	68	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	280									35					
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	281									35					
24	24	69	69	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	282														
24	24	279/4	279/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	283									36					
24	24	70	70	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	284														
24	24	141/2	141/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	285														
24	24	283/4	283/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	286									37					
24	24	71	71	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	287														
24	24	287/4	287/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	288									38					
24	24	69	69	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	289									35					
24	24	139/2	139/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	290									35					
24	24	70	70	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	291									35					
24	24	141/2	141/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	292									35					
24	24	71	71	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	293									35					
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	294														
25	25	72	72	0.0	0	0	Dynamic	6/8	1	1	0						sf													
25	25	72	72	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	295		articAccentAbove												
25	25	291/4	291/4	0.0	3/16	3/16	Dynamic	6/8	1	1	0						p													
25	25	72	72	0.75	0	0	Chord	6/8	1	2	3/16			1/8	3/2	296									39					
25	25	291/4	291/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	297									39					
25	25	73	73	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	298									39					
25	25	293/4	293/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	299									39					
25	25	147/2	147/2	0.75	3/8	3/8	Chord	6/8	1	2	3/16			1/8	3/2	300									39					
25	25	297/4	297/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16			1/16	1	301									39					
25	25	149/2	149/2	0.25	5/8	5/8	Chord	6/8	1	2	1/16			1/16	1	302									39					
25	25	299/4	299/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	303									39					
25	25	72	72	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	304									40					
25	25	145/2	145/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	305									40					
25	25	73	73	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	306									40					
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	307									40					
25	25	74	74	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	308									40					
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	309									40					
26	26	75	75	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	310														
26	26	75	75	0.75	0	0	Chord	6/8	1	2	3/16			1/8	3/2	311									39					
26	26	303/4	303/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	312									39					
26	26	76	76	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	313									39					
26	26	305/4	305/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	314									39					
26	26	153/2	153/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16			1/16	1	315									39					
26	26	307/4	307/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16			1/16	1	316									39					
26	26	77	77	0.25	1/2	1/2	Chord	6/8	1	2	1/16			1/16	1	317									39					
26	26	309/4	309/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16			1/16	1	318									39					
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	319														
26	26	75	75	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	320									40					
26	26	151/2	151/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	321									40					
26	26	76	76	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	322									40					
26	26	153/2	153/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	323									40					
26	26	77	77	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	324									40					
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	325														
27	27	78	78	0.0	0	0	Spanner	6/8	1	1	0															3				
27	27	313/4	313/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	326									41	3				
27	27	157/2	157/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	327									41	3				
27	27	315/4	315/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	328									41	3				
27	27	79	79	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	329									41	3				
27	27	317/4	317/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	330									41	3				
27	27	159/2	159/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	331									41	3				
27	27	319/4	319/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	332									41	3				
27	27	80	80	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	333									41	3				
27	27	321/4	321/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	334									41	3				
27	27	161/2	161/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	335									41	3				
27	27	323/4	323/4	0.0	11/16	11/16	Spanner	6/8	1	1	0														41					
27	27	323/4	323/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	336									41					
27	27	78	78	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	337									42					
27	27	157/2	157/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	338									42					
27	27	79	79	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	339									42					
27	27	159/2	159/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	340									42					
27	27	80	80	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	341									42					
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	342									42					
27	27	159/2	159/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	343														
27	27	80	80	1.0	1/2	1/2	Chord	6/8	2	3	1/4			1/4	1	344														
28	28	81	81	0.0	0	0	Spanner	6/8	1	1	0														41		3			
28	28	81	81	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	345									41		3			
28	28	325/4	325/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	346									41		3			
28	28	163/2	163/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	347									41		3			
28	28	327/4	327/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	348									41		3			
28	28	82	82	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	349									41		3			
28	28	329/4	329/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	350									41		3			
28	28	165/2	165/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																			
28	28	165/2	165/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	351									43					
28	28	333/4	333/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	352									43					
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	353														
28	28	81	81	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	354														
28	28	83	83	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	355									44					
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	356														
29	29	84	84	0.0	0	0	Spanner	6/8	1	1	0															4				
29	29	337/4	337/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	357									45	4				
29	29	169/2	169/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	358									45	4				
29	29	339/4	339/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	359									45	4				
29	29	85	85	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	360									45	4				
29	29	341/4	341/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	361									45	4				
29	29	171/2	171/2	0.0	3/8	3/8	Spanner	6/8	1	1	0														45	4				2
29	29	171/2	171/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	362									45	4				2
29	29	343/4	343/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	363									45	4				2
29	29	86	86	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	364									45	4				2
29	29	345/4	345/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	365									45	4				2
29	29	173/2	173/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	366									45	4				2
29	29	347/4	347/4	0.0	11/16	11/16	Spanner	6/8	1	1	0														45					2
29	29	347/4	347/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	367									45					2
29	29	84	84	0.0	0	0	Spanner	6/8	2	1	0																	0	0	
29	29	84	84	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	368									46			0	0	
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	369									46			0	0	
29	29	85	85	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	370									46			0	0	
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	371									46			0	0	
29	29	86	86	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	372									46			0	0	
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	373									46			0	0	
30	30	87	87	0.0	0	0	Spanner	6/8	1	1	0														45		4			2
30	30	87	87	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	374									45		4			2
30	30	349/4	349/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	375									45		4			2
30	30	175/2	175/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	376									45		4			2
30	30	351/4	351/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	377									45		4			2
30	30	88	88	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	378									45		4			2
30	30	353/4	353/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	379									45		4			2
30	30	177/2	177/2	0.0	3/8	3/8	Spanner	6/8	1	1	0														45		4			
30	30	177/2	177/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	380									45		4			
30	30	355/4	355/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	381									45		4			
30	30	89	89	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	382									45		4			
30	30	357/4	357/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	383									45		4			
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	384									45		4			
30	30	359/4	359/4	0.0	11/16	11/16	Spanner	6/8	1	1	0																			
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	385														
30	30	87	87	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	386									46			0	0	
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	387									46			0	0	
30	30	88	88	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	388									46			0	0	
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	389									46			0	0	
30	30	89	89	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	390									46			0	0	
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	391									46			0	0	
31	31	361/4	361/4	0.0	1/16	1/16	Dynamic	6/8	1	1	0						f													
31	31	361/4	361/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	392									47					
31	31	181/2	181/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	393									47					
31	31	363/4	363/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	394									47					
31	31	91	91	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	395									47					
31	31	365/4	365/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	396									47					
31	31	183/2	183/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	397														
31	31	367/4	367/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	398									48					
31	31	92	92	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	399									48					
31	31	369/4	369/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	400									48					
31	31	185/2	185/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	401									48					
31	31	371/4	371/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	402									48					
31	31	90	90	0.0	0	0	Spanner	6/8	2	1	0														46					
31	31	90	90	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	403									46					
31	31	181/2	181/2	0.0	1/8	1/8	StaffText	6/8	2	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>piu      e vivo"						46					
31	31	181/2	181/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	404									46					
31	31	91	91	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	405									46					
31	31	92	92	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	406														
31	31	183/2	183/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	407		articStaccatoBelow												
31	31	92	92	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	408		articAccentBelow							49					
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	409									49					
32	32	93	93	0.0	0	0	Spanner	6/8	1	1	0																			3
32	32	93	93	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	410														3
32	32	373/4	373/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	411									50					3
32	32	187/2	187/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	412									50					3
32	32	375/4	375/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	413									50					3
32	32	94	94	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	414									50					3
32	32	377/4	377/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	415									50					3
32	32	189/2	189/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	416														3
32	32	379/4	379/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	417									51					3
32	32	95	95	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	418									51					3
32	32	381/4	381/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	419									51					3
32	32	191/2	191/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	420									51					3
32	32	383/4	383/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	421									51					3
32	32	187/2	187/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	422														
32	32	95	95	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	423														
32	32	93	93	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	424		articStaccatoBelow												
32	32	187/2	187/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	425		articAccentBelow							52					
32	32	94	94	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	426									52					
32	32	189/2	189/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	427		articStaccatoBelow												
32	32	95	95	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	428		articAccentBelow							53					
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	429									53					
33	33	96	96	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	430														3
33	33	193/2	193/2	0.0	1/8	1/8	StaffText	6/8	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>leggiero diminuendo"											3
33	33	193/2	193/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	431		articStaccatoAbove												3
33	33	97	97	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	432		articStaccatoAbove												3
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	433		articStaccatoAbove												3
33	33	98	98	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	434									54					3
33	33	393/4	393/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	435									54					3
33	33	197/2	197/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	436									54					3
33	33	395/4	395/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	437									54					3
33	33	193/2	193/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	438														
33	33	98	98	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	439														
33	33	96	96	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	440		articStaccatoBelow												
33	33	193/2	193/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	441		articAccentBelow							55					
33	33	97	97	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	442									55					
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	443		articStaccatoBelow												
33	33	98	98	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	444		articAccentBelow							56					
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	445									56					
34	34	99	99	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	446														3
34	34	199/2	199/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	447														3
34	34	100	100	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	448														3
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	449														3
34	34	101	101	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	450									57					3
34	34	405/4	405/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	451									57					3
34	34	203/2	203/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	452									57					3
34	34	407/4	407/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	453									57					3
34	34	199/2	199/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	454		articAccentAbove							58					
34	34	101	101	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	455		articAccentAbove							59					
34	34	99	99	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	456		articStaccatoBelow												
34	34	199/2	199/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	457														
34	34	100	100	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	458														
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	459		articStaccatoBelow												
34	34	101	101	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	460														
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	461														
35	35	102	102	0.0	0	0	Dynamic	6/8	1	1	0						p													3
35	35	102	102	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	462														3
35	35	205/2	205/2	0.0	1/8	1/8	Spanner	6/8	1	1	0																			
35	35	411/4	411/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	463									60					
35	35	103	103	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	464									60					
35	35	413/4	413/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	465									60					
35	35	207/2	207/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	466									60					
35	35	415/4	415/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	467									60					
35	35	104	104	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	468									60					
35	35	417/4	417/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	469									60					
35	35	209/2	209/2	0.0	5/8	5/8	Spanner	6/8	1	1	0														60					4
35	35	209/2	209/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	470									60					4
35	35	419/4	419/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	471									60					4
35	35	205/2	205/2	0.0	1/8	1/8	StaffText	6/8	2	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>grazioso"											
35	35	205/2	205/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	472		articAccentAbove							61					
35	35	104	104	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	473		articAccentAbove							62					
35	35	102	102	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	474		articStaccatoBelow												
35	35	205/2	205/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	475														
35	35	103	103	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	476														
35	35	207/2	207/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	477		articStaccatoBelow												
35	35	104	104	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	478														
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	479														
36	36	105	105	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	480														4
36	36	423/4	423/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	481									63					4
36	36	106	106	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	482									63					4
36	36	425/4	425/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	483									63					4
36	36	213/2	213/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	484									63					4
36	36	427/4	427/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	485									63					4
36	36	107	107	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	486									63					4
36	36	429/4	429/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	487									63					4
36	36	215/2	215/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	488									63					4
36	36	431/4	431/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	489									63					4
36	36	211/2	211/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	490		articAccentAbove							64					
36	36	107	107	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	491		articAccentAbove							65					
36	36	105	105	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	492		articStaccatoBelow												
36	36	211/2	211/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	493														
36	36	106	106	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	494														
36	36	213/2	213/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	495		articStaccatoBelow												
36	36	107	107	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	496														
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	497														
37	37	108	108	0.0	0	0	Spanner	6/8	1	1	0																			
37	37	108	108	0.0	0	0	Spanner	6/8	1	1	0																5			
37	37	108	108	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	498											5			
37	37	435/4	435/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	499									66		5			
37	37	109	109	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	500									66		5			
37	37	437/4	437/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	501									66		5			
37	37	219/2	219/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	502											5			
