mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
499	498	820	820	0.0	0	0	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco rit."													
499	498	1641/2	1641/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3636		articStaccatoBelow							401							
499	498	821	821	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3637		articStaccatoBelow														
500	499	1643/2	1643/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3638		articTenutoAbove														
500	499	1643/2	1643/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3639																
500	499	3289/4	3289/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3640									402							
500	499	1645/2	1645/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3641																
501	500	4939/6	4939/6	0.0	1/24	1/24	StaffText	3/8	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>a tempo"													
501	500	4939/6	4939/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	3642									403							
501	500	2470/3	2470/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	3643									403							
501	500	1647/2	1647/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	3644									403							
501	500	2471/3	2471/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	3645									403							
501	500	4943/6	4943/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	3646									403							
501	500	824	824	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3647																
501	500	823	823	0.0	0	0	Dynamic	3/8	2	1	0					p															
501	500	823	823	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3648		articTenutoAbove														
501	500	3295/4	3295/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3649									404							
501	500	824	824	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3650																
502	501	2474/3	2474/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	3651									405							
502	501	4949/6	4949/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	3652									405							
502	501	825	825	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	3653									405							
502	501	4951/6	4951/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	3654									405							
502	501	2476/3	2476/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	3655									405							
502	501	1651/2	1651/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3656																
502	501	1649/2	1649/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3657		articTenutoAbove														
502	501	3301/4	3301/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3658									406							
502	501	1651/2	1651/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3659																
503	502	4957/6	4957/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	3660									407							
503	502	2479/3	2479/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	3661									407							
503	502	1653/2	1653/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	3662									407							
503	502	2480/3	2480/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	3663									407							
503	502	4961/6	4961/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	3664									407							
503	502	827	827	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3665																
503	502	826	826	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3666		articTenutoAbove														
503	502	3307/4	3307/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3667									408							
503	502	827	827	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3668																
504	503	1655/2	1655/2	0.0	0	0	Spanner	3/8	1	1	0																				6
504	503	1655/2	1655/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	3669																6
504	503	1655/2	1655/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3670																6
504	503	828	828	0.0	1/8	1/8	Spanner	3/8	1	1	0																				
504	503	1655/2	1655/2	0.0	0	0	Chord	3/8	2	1	0	acciaccatura	1/8	1	3671																
504	503	1655/2	1655/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3672																
504	503	3313/4	3313/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3673									409							
504	503	1657/2	1657/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3674																
505	504	4975/6	4975/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	3675									410							
505	504	2488/3	2488/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	3676									410							
505	504	1659/2	1659/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	3677									410							
505	504	2489/3	2489/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	3678									410							
505	504	4979/6	4979/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	3679									410							
505	504	830	830	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3680																
505	504	829	829	0.0	0	0	StaffText	3/8	2	1	0							crescendo													
505	504	829	829	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3681		articTenutoAbove														
505	504	3319/4	3319/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3682									411							
505	504	830	830	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3683																
506	505	2492/3	2492/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	3684									412							
506	505	4985/6	4985/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	3685									412							
506	505	831	831	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	3686									412							
506	505	4987/6	4987/6	0.0	1/6	1/6	Spanner	3/8	1	1	0													412							7
506	505	4987/6	4987/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	3687									412							7
506	505	2494/3	2494/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	3688									412							7
506	505	1663/2	1663/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3689																7
506	505	1661/2	1661/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3690		articTenutoAbove														
506	505	3325/4	3325/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3691									413							
506	505	1663/2	1663/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3692																
507	506	4993/6	4993/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	3693									414							7
507	506	2497/3	2497/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	3694									414							7
507	506	1665/2	1665/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	3695									414							7
507	506	2498/3	2498/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	3696									414							7
507	506	4997/6	4997/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	3697									414							7
507	506	833	833	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3698																7
507	506	832	832	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3699		articTenutoAbove														
507	506	3331/4	3331/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3700									415							
507	506	833	833	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3701																
508	507	1667/2	1667/2	0.0	0	0	Spanner	3/8	1	1	0																				
508	507	6669/8	6669/8	0.0	1/32	1/32	Spanner	3/8	1	1	0																69				
508	507	6669/8	6669/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	3702									416			69				
508	507	3335/4	3335/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	3703									416			69				
508	507	6671/8	6671/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	3704									416			69				
508	507	834	834	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	3705									416			69				
508	507	6673/8	6673/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32		1/32	1	3706									416			69				
508	507	3337/4	3337/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32		1/32	1	3707									416			69				
508	507	6675/8	6675/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32		1/32	1	3708									416			69				
508	507	1669/2	1669/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	3709									416			69				
508	507	6677/8	6677/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	3710									416			69				
508	507	3339/4	3339/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	3711									416			69				
508	507	6679/8	6679/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	3712									416			69				
508	507	1667/2	1667/2	0.0	0	0	Spanner	3/8	2	1	0																				
508	507	1667/2	1667/2	0.0	0	0	Spanner	3/8	2	1	0																				
508	507	1667/2	1667/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3713		articAccentAbove							417							
508	507	834	834	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	3714									417							
508	507	3337/4	3337/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	3715									417							
508	507	1669/2	1669/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	3716									417							
508	507	3339/4	3339/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	3717																
508	507	1667/2	1667/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	3718																
509	508	835	835	0.0	0	0	Dynamic	3/8	1	1	0					f															
509	508	835	835	0.0	0	0	Spanner	3/8	1	1	0																				
509	508	835	835	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	3719		articAccentAbove														
509	508	836	836	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3720		articAccentAbove														
509	508	1671/2	1671/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	3721																
509	508	835	835	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3722		articStaccatoAbove							418							
509	508	1671/2	1671/2	0.0	1/8	1/8	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>capriccioso"						418							
509	508	1671/2	1671/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3723		articStaccatoAbove							418							
509	508	836	836	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3724		articStaccatoAbove														
510	509	837	837	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	3725		articAccentAbove														
510	509	1673/2	1673/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	3726																
510	509	1675/2	1675/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	3727																
510	509	1673/2	1673/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3728		articStaccatoAbove							419							
510	509	837	837	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3729		articStaccatoAbove							419							
510	509	1675/2	1675/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3730																
511	510	838	838	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3731		articStaccatoAbove														
511	510	1677/2	1677/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	3732		articAccentAbove							420							
511	510	3355/4	3355/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3733									420							
511	510	839	839	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	3734									420							
511	510	3357/4	3357/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	3735									420							
511	510	838	838	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3736		articStaccatoAbove							421							
511	510	1677/2	1677/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3737		articStaccatoAbove							421							
511	510	839	839	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3738		articStaccatoAbove														
512	511	1679/2	1679/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3739																
512	511	840	840	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3740		articStaccatoAbove														
512	511	1681/2	1681/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	3741		articAccentAbove							422							
512	511	3363/4	3363/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	3742									422							
512	511	1679/2	1679/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3743		articStaccatoAbove							423							
512	511	840	840	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3744		articStaccatoAbove							423							
512	511	1681/2	1681/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3745		articStaccatoAbove														
513	512	841	841	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	3746									422							
513	512	3365/4	3365/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	3747									422							
513	512	1683/2	1683/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3748																
513	512	842	842	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3749																
513	512	841	841	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3750		articStaccatoAbove							424							
513	512	1683/2	1683/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3751		articStaccatoAbove							424							
513	512	842	842	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3752		articStaccatoAbove														
514	513	1685/2	1685/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	3753																
514	513	1685/2	1685/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	3754									425							
514	513	3373/4	3373/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3755									425							
514	513	1687/2	1687/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3756																
514	513	1685/2	1685/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3757																
514	513	843	843	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3758		articStaccatoAbove							426							
514	513	1687/2	1687/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3759		articStaccatoAbove														
515	514	844	844	0.0	0	0	Dynamic	3/8	1	1	0					p															
515	514	844	844	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	3760																
515	514	3377/4	3377/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	3761																
515	514	1689/2	1689/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	3762																
515	514	3379/4	3379/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3763																
515	514	845	845	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	3764																
515	514	3381/4	3381/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	3765																
515	514	844	844	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	3766																
515	514	845	845	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	3767																
515	514	844	844	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3768																
515	514	1689/2	1689/2	0.0	1/8	1/8	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>subito"													
515	514	1689/2	1689/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3769																
515	514	845	845	0.0	1/4	1/4	Spanner	3/8	2	1	0																70				
515	514	845	845	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3770												70				
516	515	1691/2	1691/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	3771																
516	515	3383/4	3383/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	3772																
516	515	846	846	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	3773																
516	515	3385/4	3385/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3774																
516	515	1693/2	1693/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	3775																
516	515	3387/4	3387/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	3776																
516	515	1691/2	1691/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	3777																
516	515	846	846	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	3778																
516	515	1691/2	1691/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3779												70				
516	515	846	846	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3780												70				
516	515	1693/2	1693/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3781												70				
517	516	847	847	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3782		articStaccatoAbove														
517	516	1695/2	1695/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	3783		articAccentAbove							427							
517	516	3391/4	3391/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3784									427							
517	516	848	848	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	3785									427							
517	516	3393/4	3393/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	3786									427							
517	516	847	847	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3787												70				
517	516	1695/2	1695/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3788												70				
517	516	848	848	0.0	1/4	1/4	Spanner	3/8	2	1	0																				
517	516	848	848	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3789																
518	517	1697/2	1697/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3790																
518	517	849	849	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3791																
518	517	1699/2	1699/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	3792		articAccentAbove							428							
518	517	3399/4	3399/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	3793									428							
518	517	1697/2	1697/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3794																
518	517	849	849	0.0	1/8	1/8	StaffText	3/8	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cresc."													
518	517	849	849	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3795																
518	517	1699/2	1699/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3796																
519	518	850	850	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	3797									428							
519	518	3401/4	3401/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	3798									428							
519	518	1701/2	1701/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3799																
519	518	851	851	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3800																
519	518	850	850	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3801																
519	518	1701/2	1701/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3802																
519	518	851	851	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3803																
520	519	1703/2	1703/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	3804																
520	519	1703/2	1703/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	3805									429							
520	519	3409/4	3409/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3806									429							
520	519	1705/2	1705/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3807									429							
520	519	1703/2	1703/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3808																
520	519	852	852	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3809																
520	519	1705/2	1705/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3810																
521	520	853	853	0.0	0	0	Dynamic	3/8	1	1	0					f															
521	520	853	853	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3811																
521	520	1707/2	1707/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3812		articStaccatoBelow														
521	520	854	854	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3813		articAccentBelow														
521	520	853	853	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3814																
521	520	1707/2	1707/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0					p															
521	520	1707/2	1707/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3815																
521	520	854	854	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3816		articAccentAbove														
522	521	1709/2	1709/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3817																
522	521	855	855	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3818		articTenutoBelow														
522	521	1711/2	1711/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3819		articTenutoBelow														
522	521	1709/2	1709/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3820																
522	521	855	855	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3821																
522	521	1711/2	1711/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3822																
523	522	856	856	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	3823		articAccentBelow														
523	522	857	857	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3824		articTenutoBelow														
523	522	856	856	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3825																
523	522	1713/2	1713/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3826																
523	522	857	857	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3827																
524	523	1715/2	1715/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3828		articTenutoBelow														
524	523	858	858	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3829		articTenutoBelow														
524	523	1717/2	1717/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3830		articTenutoBelow														
524	523	1715/2	1715/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3831																
524	523	858	858	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3832																
524	523	1717/2	1717/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3833																
525	524	859	859	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3834		articStaccatoBelow														
525	524	1719/2	1719/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					f															
525	524	1719/2	1719/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3835		articStaccatoAbove														
525	524	860	860	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3836		articAccentAbove														
525	524	859	859	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3837																
525	524	1719/2	1719/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3838																
525	524	860	860	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3839																
526	525	1721/2	1721/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3840																
526	525	861	861	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3841																
526	525	1723/2	1723/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3842																
526	525	1721/2	1721/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3843																
526	525	861	861	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3844																
526	525	1723/2	1723/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3845																
527	526	862	862	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	3846																
527	526	863	863	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3847		articTenutoAbove														
527	526	862	862	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3848																
527	526	1725/2	1725/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3849																
527	526	863	863	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3850																
528	527	1727/2	1727/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3851		articTenutoAbove														
528	527	864	864	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3852		articTenutoAbove														
528	527	1729/2	1729/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3853		articTenutoAbove														
528	527	1727/2	1727/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3854																
528	527	864	864	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3855																
528	527	1729/2	1729/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3856																
529	528	865	865	0.0	0	0	Dynamic	3/8	1	1	0					p															
529	528	865	865	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3857		articStaccatoAbove														
529	528	1731/2	1731/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	3858		articStaccatoAbove														
529	528	3463/4	3463/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3859		articStaccatoAbove														
529	528	866	866	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	3860		articStaccatoAbove														
529	528	865	865	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3861																
529	528	1731/2	1731/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3862																
529	528	866	866	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3863																
530	529	1733/2	1733/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3864		articStaccatoAbove														
530	529	867	867	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	3865		articStaccatoAbove														
530	529	1735/2	1735/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	3866		articStaccatoAbove														
530	529	3471/4	3471/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	3867		articStaccatoAbove														
530	529	1733/2	1733/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3868																
530	529	867	867	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	3869																
530	529	1735/2	1735/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	3870																
531	530	868	868	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	3871		articStaccatoAbove														
