mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
3	2	5/2	5/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	15									3		
3	2	3	3	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	16									3		
3	2	7/2	7/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	17											
3	2	4	4	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	18									5		
4	3	9/2	9/2	0.0	0	0	Dynamic	2/4	1	1	0					ff								4		
4	3	9/2	9/2	0.0	0	0	Spanner	2/4	1	1	0													4		
4	3	9/2	9/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	19									4		
4	3	5	5	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	20									4		
4	3	31/6	31/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	21									4		
4	3	16/3	16/3	0.0	5/24	5/24	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>allargando"						4		
4	3	16/3	16/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	22									4		
4	3	11/2	11/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	23									4		
4	3	17/3	17/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	24									4		
4	3	35/6	35/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	25									4		
4	3	6	6	0.0	3/8	3/8	Spanner	2/4	1	1	0															2
4	3	6	6	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	26											2
4	3	19/3	19/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	27									6		2
4	3	9/2	9/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	28											2
4	3	5	5	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	29											2
4	3	9/2	9/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	30									5		
4	3	5	5	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	31									5		
4	3	21/4	21/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	32											
4	3	11/2	11/2	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	33									7		
4	3	17/3	17/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	34									7		
4	3	35/6	35/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	35									7		
4	3	6	6	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	36											
5	4	13/2	13/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	37									6		2
5	4	7	7	0.0	1/8	1/8	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>ten."								
5	4	7	7	0.0	1/8	1/8	Dynamic	2/4	1	1	0					p										
5	4	7	7	0.0	1/8	1/8	Spanner	2/4	1	1	0															
5	4	7	7	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	38											
5	4	13/2	13/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	39									8		
5	4	7	7	0.0	1/8	1/8	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ten."								
5	4	7	7	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	40											
5	4	8	8	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	41		articTenutoBelow									
6	5	17/2	17/2	0.0	0	0	StaffText	2/4	1	1	0							Meno mosso								
6	5	17/2	17/2	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥𝅮=80	40.0	𝅘𝅥𝅮	80.0	1.0			
6	5	17/2	17/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	42									9		
6	5	9	9	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	43									9		
6	5	19/2	19/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	44									9		
6	5	10	10	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	45											
6	5	17/2	17/2	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>molto cantando, grave"								
6	5	17/2	17/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	46		articTenutoBelow									
6	5	19/2	19/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	47		articTenutoBelow									
7	6	21/2	21/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	48									10		
7	6	45/4	45/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	49									10		
7	6	23/2	23/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	50									10		
7	6	12	12	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	51											
7	6	21/2	21/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	52		articTenutoBelow									
7	6	23/2	23/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	53		articTenutoBelow									
8	7	25/2	25/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	54									11		
8	7	53/4	53/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	55									11		
8	7	27/2	27/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	56									11		
8	7	14	14	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	57									11		
8	7	57/4	57/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	58									11		
8	7	25/2	25/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	59											
8	7	27/2	27/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	60											
8	7	14	14	0.5	3/8	3/8	Chord	2/4	1	3	1/8		1/8	1	61											
8	7	25/2	25/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	62		articTenutoBelow									
8	7	27/2	27/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	63		articTenutoBelow									
9	8	29/2	29/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	64									11		
9	8	59/4	59/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	65									11		
9	8	15	15	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	66									11		
9	8	16	16	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	67											
9	8	29/2	29/2	0.75	0	0	Chord	2/4	1	2	3/16		1/8	3/2	68									12		
9	8	61/4	61/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	69									12		
9	8	31/2	31/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	70									12		
9	8	16	16	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	71											
9	8	29/2	29/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	72		articTenutoBelow									
9	8	31/2	31/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	73		articTenutoBelow									
10	9	33/2	33/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	74									13		
10	9	67/4	67/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	75									13		
10	9	17	17	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	76									13		
10	9	18	18	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	77											
10	9	33/2	33/2	0.75	0	0	Chord	2/4	1	2	3/16		1/8	3/2	78									14		
10	9	69/4	69/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	79									14		
10	9	35/2	35/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	80									14		
10	9	18	18	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	81											
10	9	33/2	33/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	82		articTenutoBelow									
10	9	35/2	35/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	83		articTenutoBelow									
11	10	37/2	37/2	0.0	0	0	StaffText	2/4	1	1	0							crescendo								
11	10	37/2	37/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	84									15		
11	10	75/4	75/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	85									15		
11	10	19	19	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	86											
11	10	39/2	39/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	87									16		
11	10	79/4	79/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	88									16		
11	10	20	20	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	89											
11	10	37/2	37/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	90									17		
11	10	19	19	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	91									17		
11	10	77/4	77/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	92											
11	10	39/2	39/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	93									18		
11	10	20	20	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	94									18		
11	10	81/4	81/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	95											
11	10	37/2	37/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	96		articTenutoBelow									
11	10	39/2	39/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	97		articTenutoBelow									
12	11	41/2	41/2	0.0	0	0	Dynamic	2/4	1	1	0					f										
12	11	41/2	41/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	98									19		
12	11	85/4	85/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	99									19		
12	11	43/2	43/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	100									19		
12	11	22	22	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	101											
12	11	21	21	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	102									20		
12	11	22	22	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	103											
13	12	45/2	45/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	104									21		
13	12	23	23	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	105									21		
13	12	47/2	47/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	106									21		
13	12	24	24	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	107											
13	12	45/2	45/2	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>meno"								
13	12	45/2	45/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	108		articTenutoBelow									
13	12	47/2	47/2	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f										
13	12	47/2	47/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	109		articTenutoBelow									
14	13	49/2	49/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	110									22		
14	13	101/4	101/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	111									22		
14	13	51/2	51/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	112									22		
14	13	26	26	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	113											
14	13	49/2	49/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	114		articTenutoBelow									
14	13	51/2	51/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	115		articTenutoBelow									
15	14	53/2	53/2	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	116									23		
15	14	109/4	109/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	117									23		
15	14	55/2	55/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	118									23		
15	14	28	28	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	119									23		
15	14	113/4	113/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	120									23		
15	14	53/2	53/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	121											
15	14	55/2	55/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	122									24		
15	14	53/2	53/2	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"								
15	14	53/2	53/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	123		articTenutoBelow									
15	14	55/2	55/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	124		articTenutoBelow									
16	15	57/2	57/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	125									23		
16	15	115/4	115/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	126									23		
16	15	29	29	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	127									23		
16	15	59/2	59/2	0.0	1/4	1/4	Spanner	2/4	1	1	0													23		3
16	15	30	30	0.0	3/8	3/8	Spanner	2/4	1	1	0													23		
16	15	30	30	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	128									23		
16	15	30	30	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	129									23		
16	15	30	30	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	130									23		
16	15	121/4	121/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	131											
16	15	57/2	57/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	132									24		
16	15	29	29	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	133									24		
16	15	59/2	59/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	134											
16	15	30	30	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	135									25		
16	15	57/2	57/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	136		articTenutoBelow									
16	15	59/2	59/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	137		articTenutoBelow									
17	16	61/2	61/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	138									26		
17	16	123/4	123/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	139									26		
17	16	31	31	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	140											
17	16	63/2	63/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	141									27		
17	16	127/4	127/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	142									27		
17	16	32	32	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	143											
17	16	61/2	61/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	144									25		
17	16	31	31	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	145									25		
17	16	63/2	63/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	146											
17	16	32	32	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	147									28		
17	16	61/2	61/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	148		articTenutoBelow									
17	16	63/2	63/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	149		articTenutoBelow									
18	17	65/2	65/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	150									29		
18	17	131/4	131/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	151									29		
18	17	33	33	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	152									29		
18	17	67/2	67/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0					f								29		
18	17	34	34	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	153									29		
18	17	34	34	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	154									29		
18	17	34	34	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	155									29		
18	17	137/4	137/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	156											
18	17	65/2	65/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	157									28		
18	17	33	33	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	158									28		
18	17	67/2	67/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	159											
18	17	34	34	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	160											
18	17	65/2	65/2	1.5	0	0	Chord	2/4	1	3	3/8		1/4	3/2	161											
18	17	65/2	65/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	162		articTenutoBelow									
18	17	67/2	67/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	163											
19	18	69/2	69/2	0.0	0	0	Spanner	2/4	1	1	0															4
19	18	69/2	69/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	164									30		4
19	18	35	35	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	165									30		4
19	18	141/4	141/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	166									30		4
19	18	71/2	71/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	167									30		4
19	18	143/4	143/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	168									30		4
19	18	36	36	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	169											4
19	18	69/2	69/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	170											4
19	18	35	35	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	171											4
19	18	71/2	71/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	172											4
19	18	69/2	69/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	173											
19	18	35	35	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	174		articTenutoBelow									
19	18	71/2	71/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	175		articTenutoBelow									
20	19	73/2	73/2	0.0	0	0	Spanner	2/4	1	1	0															
20	19	73/2	73/2	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	176											
20	19	73/2	73/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	177									31		
20	19	37	37	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	178											
20	19	153/4	153/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0					f										
20	19	153/4	153/4	0.0	7/16	7/16	StaffText	2/4	1	1	0							Con moto								
20	19	153/4	153/4	0.0	7/16	7/16	Tempo	2/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	1.0			
20	19	153/4	153/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	179		articAccentBelow									
20	19	73/2	73/2	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>rit..."								
20	19	37	37	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	180									32		
20	19	75/2	75/2	0.0	1/4	1/4	Dynamic	2/4	2	1	0					p										
20	19	75/2	75/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	181											
20	19	153/4	153/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	182		articAccentStaccatoBelow									
21	20	77/2	77/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	183		articAccentBelow									
21	20	39	39	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	184									33		
21	20	39	39	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	185									33		
21	20	39	39	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	186		articTenutoBelow							33		
21	20	79/2	79/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	187		articTenutoBelow							33		
21	20	40	40	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	188		articTenutoBelow							33		
21	20	77/2	77/2	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>risoluto"								
21	20	77/2	77/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	189		articAccentStaccatoBelow									
21	20	39	39	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	190									34		
21	20	157/4	157/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	191									34		
21	20	79/2	79/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	192											
21	20	40	40	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	193		articTenutoBelow									
22	21	81/2	81/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	194		articTenutoAbove							33		
22	21	41	41	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	195		articTenutoAbove							33		
22	21	83/2	83/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	196		articTenutoAbove									
22	21	42	42	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	197									35		
22	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	198									35		
22	21	81/2	81/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	199									36		
22	21	163/4	163/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	200									36		
22	21	41	41	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	201											
22	21	83/2	83/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	202		articTenutoBelow									
22	21	42	42	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	203									37		
22	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	204									37		
23	22	85/2	85/2	0.0	0	0	Spanner	2/4	1	1	0															5
23	22	85/2	85/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	205											5
23	22	43	43	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	206		articAccentBelow							38		5
23	22	87/2	87/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	207									38		5
23	22	175/4	175/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	208									38		5
23	22	44	44	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	209									38		5
23	22	87/2	87/2	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	210									39		5
23	22	44	44	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	211											5
23	22	85/2	85/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	212											
23	22	43	43	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	213		articAccentBelow							40		
23	22	87/2	87/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	214									40		
23	22	175/4	175/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	215									40		
23	22	44	44	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	216									40		
23	22	87/2	87/2	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	217											
24	23	89/2	89/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	218									38		5
24	23	179/4	179/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	219									38		5
24	23	45	45	0.0	1/8	1/8	Dynamic	2/4	1	1	0					p										5
24	23	45	45	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	220											5
24	23	91/2	91/2	0.0	1/4	1/4	StaffText	2/4	1	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ten."								
24	23	91/2	91/2	0.0	1/4	1/4	Spanner	2/4	1	1	0															
24	23	91/2	91/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	221											
24	23	89/2	89/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	222											
24	23	45	45	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	223											
24	23	89/2	89/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	224									40		
24	23	179/4	179/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	225									40		
24	23	45	45	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	226									40		
24	23	91/2	91/2	0.0	1/4	1/4	Dynamic	2/4	2	1	0					mf										
24	23	91/2	91/2	0.0	1/4	1/4	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>espress."								
24	23	89/2	89/2	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	227											
24	23	46	46	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	228									41		
25	24	93/2	93/2	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>tranquillo"								
