mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
48	48	377/2	377/2	0.125	1/8	1/8	Chord	4/4	1	2	1/32		1/32	1	1199		articStaccatoBelow							199						
48	48	1509/8	1509/8	0.125	5/32	5/32	Chord	4/4	1	2	1/32		1/32	1	1200		articStaccatoBelow							199						
48	48	755/4	755/4	0.125	3/16	3/16	Chord	4/4	1	2	1/32		1/32	1	1201		articStaccatoBelow							199						
48	48	1511/8	1511/8	0.125	7/32	7/32	Chord	4/4	1	2	1/32		1/32	1	1202		articStaccatoBelow													
48	48	767/4	767/4	0.125	15/16	15/16	Chord	4/4	1	2	1/32		1/32	1	1203															
48	48	188	188	0.0	0	0	StaffText	4/4	2	1	0							(con vibrazione)												
48	48	188	188	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1204															
48	48	189	189	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1205		articStaccatoBelow							200						
48	48	1513/8	1513/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1206		articStaccatoBelow							200						
48	48	757/4	757/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1207		articStaccatoBelow							200						
48	48	1515/8	1515/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1208		articStaccatoBelow							200						
48	48	379/2	379/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1209		articStaccatoBelow							200						
48	48	1517/8	1517/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1210		articStaccatoBelow							200						
48	48	759/4	759/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1211		articStaccatoBelow							200						
48	48	1519/8	1519/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1212		articStaccatoBelow													
48	48	383/2	383/2	0.0	7/8	7/8	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>cantabile"												
48	48	383/2	383/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0					p														
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1213									201						
49	49	192	192	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1214		articStaccatoAbove							202						
49	49	1537/8	1537/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1215		articStaccatoAbove							202						
49	49	769/4	769/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1216		articStaccatoAbove							202						
49	49	1539/8	1539/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1217		articStaccatoAbove							202						
49	49	385/2	385/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1218		articStaccatoAbove							202						
49	49	1541/8	1541/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1219		articStaccatoAbove							202						
49	49	771/4	771/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1220		articStaccatoAbove							202						
49	49	1543/8	1543/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1221		articStaccatoAbove							202						
49	49	193	193	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1222		articStaccatoBelow							202						
49	49	1545/8	1545/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1223		articStaccatoBelow							202						
49	49	773/4	773/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1224		articStaccatoBelow							202						
49	49	1547/8	1547/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1225		articStaccatoBelow							202						
49	49	387/2	387/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1226		articStaccatoBelow							202						
49	49	1549/8	1549/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1227		articStaccatoBelow							202						
49	49	775/4	775/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1228		articStaccatoBelow							202						
49	49	1551/8	1551/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1229		articStaccatoBelow													
49	49	194	194	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1230		articStaccatoAbove							203						
49	49	1553/8	1553/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1231		articStaccatoAbove							203						
49	49	777/4	777/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1232		articStaccatoAbove							203						
49	49	1555/8	1555/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1233		articStaccatoAbove							203						
49	49	389/2	389/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1234		articStaccatoAbove							203						
49	49	1557/8	1557/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1235		articStaccatoAbove							203						
49	49	779/4	779/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1236		articStaccatoAbove							203						
49	49	1559/8	1559/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1237		articStaccatoAbove							203						
49	49	195	195	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1238		articStaccatoBelow							203						
49	49	1561/8	1561/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1239		articStaccatoBelow							203						
49	49	781/4	781/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1240		articStaccatoBelow							203						
49	49	1563/8	1563/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1241		articStaccatoBelow							203						
49	49	391/2	391/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1242		articStaccatoBelow							203						
49	49	1565/8	1565/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1243		articStaccatoBelow							203						
49	49	783/4	783/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1244		articStaccatoBelow							203						
49	49	1567/8	1567/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1245		articStaccatoBelow													
49	49	192	192	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1246															
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1247															
49	49	192	192	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1248									201						
49	49	193	193	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1249									201						
49	49	773/4	773/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1250									201						
49	49	387/2	387/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1251									201						
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1252															
49	49	194	194	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1253									204						
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1254									204						
49	49	195	195	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1255															
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1256									205						
49	49	192	192	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1257															
49	49	194	194	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1258															
50	50	196	196	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1259		articStaccatoAbove							206						
50	50	1569/8	1569/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1260		articStaccatoAbove							206						
50	50	785/4	785/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1261		articStaccatoAbove							206						
50	50	1571/8	1571/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1262		articStaccatoAbove							206						
50	50	393/2	393/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1263		articStaccatoBelow							206						
50	50	1573/8	1573/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1264		articStaccatoBelow							206						
50	50	787/4	787/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1265		articStaccatoBelow							206						
50	50	1575/8	1575/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1266		articStaccatoBelow							206						
50	50	197	197	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1267		articStaccatoBelow							206						
50	50	1577/8	1577/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1268		articStaccatoBelow							206						
50	50	789/4	789/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1269		articStaccatoBelow							206						
50	50	1579/8	1579/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1270		articStaccatoBelow							206						
50	50	395/2	395/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1271		articStaccatoBelow							206						
50	50	1581/8	1581/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1272		articStaccatoBelow							206						
50	50	791/4	791/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1273		articStaccatoBelow							206						
50	50	1583/8	1583/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1274		articStaccatoBelow													
50	50	198	198	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1275		articStaccatoAbove							207						
50	50	1585/8	1585/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1276		articStaccatoAbove							207						
50	50	793/4	793/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1277		articStaccatoAbove							207						
50	50	1587/8	1587/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1278		articStaccatoAbove							207						
50	50	397/2	397/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1279		articStaccatoBelow							207						
50	50	1589/8	1589/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1280		articStaccatoBelow							207						
50	50	795/4	795/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1281		articStaccatoBelow							207						
50	50	1591/8	1591/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1282		articStaccatoBelow							207						
50	50	199	199	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1283		articStaccatoBelow							207						
50	50	1593/8	1593/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1284		articStaccatoBelow							207						
50	50	797/4	797/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1285		articStaccatoBelow							207						
50	50	1595/8	1595/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1286		articStaccatoBelow							207						
50	50	399/2	399/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1287		articStaccatoBelow							207						
50	50	1597/8	1597/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1288		articStaccatoBelow							207						
50	50	799/4	799/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1289		articStaccatoBelow							207						
50	50	1599/8	1599/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1290		articStaccatoBelow													
50	50	196	196	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1291															
50	50	198	198	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1292															
50	50	196	196	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	1293									205						
50	50	787/4	787/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1294									205						
50	50	1575/8	1575/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1295									205						
50	50	197	197	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1296									205						
50	50	789/4	789/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1297									205						
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1298									205						
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1299									205						
50	50	198	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1300									205						
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1301															
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1302									208						
50	50	196	196	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1303															
50	50	198	198	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1304															
51	51	200	200	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco a poco crescendo"												
51	51	200	200	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1305		articTenutoAbove													
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1306		articTenutoAbove													
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1307		articTenutoAbove													
51	51	201	201	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1308									209						
51	51	805/4	805/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1309									209						
51	51	1611/8	1611/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1310									209						
51	51	403/2	403/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1311															
51	51	807/4	807/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1312									210						
51	51	202	202	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1313									210						
51	51	809/4	809/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1314		articStaccatoAbove							210						
51	51	405/2	405/2	0.375	5/8	5/8	Chord	4/4	1	1	3/32		1/16	3/2	1315		articStaccatoAbove							210						
51	51	1623/8	1623/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1316		articStaccatoAbove							210						
51	51	203	203	0.0	3/4	3/4	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>tenuto"												
51	51	203	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1317		articAccentAbove							211						
51	51	200	200	0.125	0	0	Chord	4/4	1	2	1/32		1/32	1	1318		articStaccatoBelow							212						
51	51	1601/8	1601/8	0.125	1/32	1/32	Chord	4/4	1	2	1/32		1/32	1	1319		articStaccatoBelow							212						
51	51	801/4	801/4	0.125	1/16	1/16	Chord	4/4	1	2	1/32		1/32	1	1320		articStaccatoBelow							212						
51	51	1603/8	1603/8	0.125	3/32	3/32	Chord	4/4	1	2	1/32		1/32	1	1321		articStaccatoBelow							212						
51	51	401/2	401/2	0.125	1/8	1/8	Chord	4/4	1	2	1/32		1/32	1	1322		articStaccatoBelow							212						
51	51	1605/8	1605/8	0.125	5/32	5/32	Chord	4/4	1	2	1/32		1/32	1	1323		articStaccatoBelow							212						
51	51	803/4	803/4	0.125	3/16	3/16	Chord	4/4	1	2	1/32		1/32	1	1324		articStaccatoBelow							212						
51	51	1607/8	1607/8	0.125	7/32	7/32	Chord	4/4	1	2	1/32		1/32	1	1325		articStaccatoBelow													
51	51	202	202	0.125	1/2	1/2	Chord	4/4	1	2	1/32		1/32	1	1326		articStaccatoBelow													
51	51	1617/8	1617/8	0.125	17/32	17/32	Chord	4/4	1	2	1/32		1/32	1	1327		articStaccatoBelow													
51	51	809/4	809/4	0.125	9/16	9/16	Chord	4/4	1	2	1/32		1/32	1	1328		articStaccatoBelow													
51	51	1619/8	1619/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32		1/32	1	1329		articStaccatoBelow													
51	51	405/2	405/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32		1/32	1	1330		articStaccatoBelow													
51	51	1621/8	1621/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32		1/32	1	1331		articStaccatoBelow													
51	51	811/4	811/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32		1/32	1	1332		articStaccatoBelow													
51	51	1623/8	1623/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32		1/32	1	1333		articStaccatoBelow													
51	51	203	203	0.125	3/4	3/4	Chord	4/4	1	2	1/32		1/32	1	1334		articStaccatoBelow													
51	51	1625/8	1625/8	0.125	25/32	25/32	Chord	4/4	1	2	1/32		1/32	1	1335		articStaccatoBelow													
51	51	813/4	813/4	0.125	13/16	13/16	Chord	4/4	1	2	1/32		1/32	1	1336		articStaccatoBelow													
51	51	1627/8	1627/8	0.125	27/32	27/32	Chord	4/4	1	2	1/32		1/32	1	1337		articStaccatoBelow													
51	51	407/2	407/2	0.125	7/8	7/8	Chord	4/4	1	2	1/32		1/32	1	1338		articStaccatoBelow													
51	51	1629/8	1629/8	0.125	29/32	29/32	Chord	4/4	1	2	1/32		1/32	1	1339		articStaccatoBelow													
51	51	815/4	815/4	0.125	15/16	15/16	Chord	4/4	1	2	1/32		1/32	1	1340		articStaccatoBelow													
51	51	1631/8	1631/8	0.125	31/32	31/32	Chord	4/4	1	2	1/32		1/32	1	1341		articStaccatoBelow													
51	51	200	200	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1342									208						
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1343									208						
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1344									208						
51	51	201	201	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1345		articStaccatoAbove							208, 213						
51	51	1609/8	1609/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1346		articStaccatoAbove							208, 213						
51	51	805/4	805/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1347		articStaccatoAbove							208, 213						
51	51	1611/8	1611/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1348		articStaccatoAbove							208, 213						
51	51	403/2	403/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1349		articStaccatoAbove							213						
51	51	1613/8	1613/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1350		articStaccatoAbove							213						
51	51	807/4	807/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1351		articStaccatoAbove							213						
51	51	1615/8	1615/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1352		articStaccatoAbove													
51	51	809/4	809/4	0.5	9/16	9/16	Chord	4/4	2	1	1/8		1/8	1	1353									214						
51	51	811/4	811/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1354									214						
51	51	203	203	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1355															
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1356									215						
51	51	201	201	0.25	1/4	1/4	Chord	4/4	2	2	1/16		1/16	1	1357															
51	51	805/4	805/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	1358															
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1359															
52	52	204	204	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>ten."												
52	52	204	204	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1360															
52	52	206	206	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1361		articTenutoAbove													
52	52	413/2	413/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1362		articTenutoAbove													
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1363		articTenutoAbove													
52	52	207	207	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1364									216						
52	52	829/4	829/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1365									216						
52	52	1659/8	1659/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1366									216						
52	52	415/2	415/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1367									216						
52	52	831/4	831/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1368									216						
52	52	1663/8	1663/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1369									216						
52	52	204	204	0.125	0	0	Chord	4/4	1	2	1/32		1/32	1	1370		articStaccatoBelow							217						
52	52	1633/8	1633/8	0.125	1/32	1/32	Chord	4/4	1	2	1/32		1/32	1	1371		articStaccatoBelow							217						
52	52	817/4	817/4	0.125	1/16	1/16	Chord	4/4	1	2	1/32		1/32	1	1372		articStaccatoBelow							217						
52	52	1635/8	1635/8	0.125	3/32	3/32	Chord	4/4	1	2	1/32		1/32	1	1373		articStaccatoBelow							217						
52	52	409/2	409/2	0.125	1/8	1/8	Chord	4/4	1	2	1/32		1/32	1	1374		articStaccatoBelow							217						
52	52	1637/8	1637/8	0.125	5/32	5/32	Chord	4/4	1	2	1/32		1/32	1	1375		articStaccatoBelow							217						
52	52	819/4	819/4	0.125	3/16	3/16	Chord	4/4	1	2	1/32		1/32	1	1376		articStaccatoBelow							217						
52	52	1639/8	1639/8	0.125	7/32	7/32	Chord	4/4	1	2	1/32		1/32	1	1377		articStaccatoBelow							217						
52	52	205	205	0.125	1/4	1/4	Chord	4/4	1	2	1/32		1/32	1	1378		articStaccatoBelow							217						
52	52	1641/8	1641/8	0.125	9/32	9/32	Chord	4/4	1	2	1/32		1/32	1	1379		articStaccatoBelow							217						
52	52	821/4	821/4	0.125	5/16	5/16	Chord	4/4	1	2	1/32		1/32	1	1380		articStaccatoBelow							217						
52	52	1643/8	1643/8	0.125	11/32	11/32	Chord	4/4	1	2	1/32		1/32	1	1381		articStaccatoBelow							217						
52	52	411/2	411/2	0.125	3/8	3/8	Chord	4/4	1	2	1/32		1/32	1	1382		articStaccatoBelow							217						
52	52	1645/8	1645/8	0.125	13/32	13/32	Chord	4/4	1	2	1/32		1/32	1	1383		articStaccatoBelow							217						
52	52	823/4	823/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	1384		articStaccatoBelow							217						
52	52	1647/8	1647/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	1385		articStaccatoBelow													
52	52	206	206	0.125	1/2	1/2	Chord	4/4	1	2	1/32		1/32	1	1386		articStaccatoBelow							218						
52	52	1649/8	1649/8	0.125	17/32	17/32	Chord	4/4	1	2	1/32		1/32	1	1387		articStaccatoBelow							218						
52	52	825/4	825/4	0.125	9/16	9/16	Chord	4/4	1	2	1/32		1/32	1	1388		articStaccatoBelow							218						
52	52	1651/8	1651/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32		1/32	1	1389		articStaccatoBelow							218						
52	52	413/2	413/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32		1/32	1	1390		articStaccatoBelow							218						
52	52	1653/8	1653/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32		1/32	1	1391		articStaccatoBelow							218						
52	52	827/4	827/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32		1/32	1	1392		articStaccatoBelow							218						
52	52	1655/8	1655/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32		1/32	1	1393		articStaccatoBelow													
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1394															
52	52	204	204	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	1395									215						
52	52	819/4	819/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1396		articStaccatoAbove							215						
52	52	1639/8	1639/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1397									215						
52	52	205	205	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1398									215						
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1399									215						
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1400									215						
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1401									215						
52	52	206	206	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1402									215						
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1403															
52	52	207	207	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1404		articStaccatoAbove							219						
52	52	1657/8	1657/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1405		articStaccatoAbove							219						
52	52	829/4	829/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1406		articStaccatoAbove							219						
52	52	1659/8	1659/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1407		articStaccatoAbove							219						
52	52	415/2	415/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1408		articStaccatoAbove							219						
52	52	1661/8	1661/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1409		articStaccatoAbove							219						
52	52	831/4	831/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1410		articStaccatoAbove							219						
52	52	1663/8	1663/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1411		articStaccatoAbove													
52	52	204	204	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1412															
52	52	206	206	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1413															
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1414		articStaccatoBelow							220						
53	53	208	208	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1415									216						
53	53	1665/8	1665/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1416									216						
53	53	833/4	833/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1417									216						
53	53	417/2	417/2	0.375	1/8	1/8	Chord	4/4	1	1	3/32		1/16	3/2	1418															
53	53	1671/8	1671/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1419									221						
53	53	209	209	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1420									221						
53	53	837/4	837/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	1421									221						
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1422															
53	53	210	210	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>tenuto sempre più animato"												
53	53	210	210	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1423		articAccentAbove													
53	53	208	208	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1424															
53	53	209	209	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1425															
53	53	210	210	0.125	1/2	1/2	Chord	4/4	1	2	1/32		1/32	1	1426		articStaccatoBelow							222						
53	53	1681/8	1681/8	0.125	17/32	17/32	Chord	4/4	1	2	1/32		1/32	1	1427		articStaccatoBelow							222						
53	53	841/4	841/4	0.125	9/16	9/16	Chord	4/4	1	2	1/32		1/32	1	1428		articStaccatoBelow							222						
53	53	1683/8	1683/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32		1/32	1	1429		articStaccatoBelow							222						
