mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
22	22	263/3	263/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	677									52					11
22	22	527/6	527/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	678														11
23	23	88	88	0.0	0	0	StaffText	4/4	1	1	0							cantando						50					
23	23	88	88	0.0	0	0	Spanner	4/4	1	1	0													50					
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	679									50, 53					
23	23	177/2	177/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	680									54					
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	681									54					
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	682		ornamentShortTrill							54					
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	683									54					
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	684														
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	685									55					
23	23	88	88	0.0	0	0	Dynamic	4/4	2	1	0					p													
23	23	88	88	0.0	0	0	StaffText	4/4	2	1	0							subito											
23	23	88	88	0.0	0	0	Spanner	4/4	2	1	0																		
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	686		articTenutoAbove							56					
23	23	89	89	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	687									56					
23	23	535/6	535/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	688									56					
23	23	268/3	268/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	689									56					
23	23	179/2	179/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	690									56					
23	23	269/3	269/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	691									56					
23	23	539/6	539/6	0.0	11/24	11/24	Spanner	4/4	2	1	0													56					12
23	23	539/6	539/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	692									56					12
23	23	90	90	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	693									56					12
23	23	541/6	541/6	0.0	13/24	13/24	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"						56					12
23	23	541/6	541/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	694									56					12
23	23	271/3	271/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	695									56					12
23	23	181/2	181/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	696									56					12
23	23	272/3	272/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	697									56					12
23	23	545/6	545/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	698									56					12
23	23	91	91	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	699									56					12
23	23	547/6	547/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	700									56					12
23	23	274/3	274/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	701									56					12
23	23	183/2	183/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	702									56					12
23	23	275/3	275/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	703									56					12
23	23	551/6	551/6	0.0	23/24	23/24	Spanner	4/4	2	1	0													56					
23	23	551/6	551/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	704									56					
23	23	88	88	0.16666666666666666	0	0	Chord	4/4	2	2	1/24		1/16	2/3	705									57					
23	23	529/6	529/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	2	1/24		1/16	2/3	706									57					
23	23	265/3	265/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	2	1/24		1/16	2/3	707									57					
23	23	177/2	177/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	2	1/24		1/16	2/3	708									57					
23	23	266/3	266/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	2	1/24		1/16	2/3	709									57					
23	23	533/6	533/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	2	1/24		1/16	2/3	710														
24	24	92	92	0.0	0	0	Spanner	4/4	1	1	0													55				15	
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	711									55				15	
24	24	185/2	185/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																		
24	24	185/2	185/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	712														
24	24	187/2	187/2	0.0	3/8	3/8	Spanner	4/4	1	1	0																	16	
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	713									58				16	
24	24	94	94	0.0	1/2	1/2	Spanner	4/4	1	1	0																		
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	714														
24	24	95	95	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f													
24	24	95	95	0.0	3/4	3/4	Spanner	4/4	1	1	0																	17	
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	715									59				17	
24	24	191/2	191/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	716														
24	24	92	92	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	717									56					
24	24	553/6	553/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	718									56					
24	24	277/3	277/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	719									56					
24	24	185/2	185/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	720									56					
24	24	278/3	278/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	721									56					
24	24	557/6	557/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	722									56					
24	24	93	93	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	723									56					
24	24	559/6	559/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	724									56					
24	24	280/3	280/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	725									56					
24	24	187/2	187/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	726									56					
24	24	281/3	281/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	727									56					
24	24	563/6	563/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	728									56					
24	24	94	94	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	729									56					
24	24	565/6	565/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	730									56					
24	24	283/3	283/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	731									56					
24	24	189/2	189/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	732									56					
24	24	284/3	284/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	733									56					
24	24	569/6	569/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	734									56					
24	24	95	95	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	735									56					
24	24	571/6	571/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	736									56					
24	24	286/3	286/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	737									56					
24	24	191/2	191/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	738									56					
24	24	287/3	287/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	739									56					
24	24	575/6	575/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	740														
25	25	193/2	193/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	741									60					
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	742									60					
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	743									60					
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	744									60					
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	745														
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	746									61					
25	25	96	96	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	747									62					
25	25	577/6	577/6	0.0	1/24	1/24	Dynamic	4/4	2	1	0					p								62					
25	25	577/6	577/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	748									62					
25	25	289/3	289/3	0.0	1/12	1/12	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>subito"						62					
25	25	289/3	289/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	749									62					
25	25	193/2	193/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	750									62					
25	25	290/3	290/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	751									62					
25	25	581/6	581/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	752									62					
25	25	97	97	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	753									62					
25	25	583/6	583/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	754									62					
25	25	292/3	292/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	755									62					
25	25	195/2	195/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	756									62					
25	25	293/3	293/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	757									62					
25	25	587/6	587/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	758									62					
25	25	98	98	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	759									62					
25	25	589/6	589/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	760									62					
25	25	295/3	295/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	761									62					
25	25	197/2	197/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	762									62					
25	25	296/3	296/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	763									62					
25	25	593/6	593/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	764									62					
25	25	99	99	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	765									62					
25	25	595/6	595/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	766									62					
25	25	298/3	298/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	767									62					
25	25	199/2	199/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	768									62					
25	25	299/3	299/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	769									62					
25	25	599/6	599/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	770									62					
25	25	96	96	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	771		articTenutoBelow												
26	26	100	100	0.0	0	0	Dynamic	4/4	1	1	0					f								61					
26	26	100	100	0.0	0	0	Spanner	4/4	1	1	0													61				18	
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	772									61				18	
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	773									61				18	
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	774		articAccentAbove											18	
26	26	102	102	0.0	1/2	1/2	Spanner	4/4	1	1	0																		
26	26	102	102	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	775									63					
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	776									63					
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	777									63					
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	778									63					
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	779														
26	26	100	100	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	780									62					
26	26	601/6	601/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	781									62					
26	26	301/3	301/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	782									62					
26	26	201/2	201/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	783									62					
26	26	302/3	302/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	784									62					
26	26	605/6	605/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	785									62					
26	26	101	101	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	786									62					
26	26	607/6	607/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	787									62					
26	26	304/3	304/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	788									62					
26	26	203/2	203/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	789									62					
26	26	305/3	305/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	790									62					
26	26	611/6	611/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	791									62					
26	26	102	102	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	792									62					
26	26	613/6	613/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	793									62					
26	26	307/3	307/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	794									62					
26	26	205/2	205/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	795									62					
26	26	308/3	308/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	796									62					
26	26	617/6	617/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	797									62					
26	26	103	103	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	798									62					
26	26	619/6	619/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	799									62					
26	26	310/3	310/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	800									62					
26	26	207/2	207/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	801									62					
26	26	311/3	311/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	802									62					
26	26	623/6	623/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	803									62					
27	27	104	104	0.0	0	0	Dynamic	4/4	1	1	0					p								63					
27	27	104	104	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>dolcissimo"						63					
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	804									63					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	805									63					
27	27	105	105	0.0	1/4	1/4	Spanner	4/4	1	1	0																		13
27	27	105	105	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	806									64					13
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	807									65					13
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	808									65					13
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	809									65					13
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	810									65					13
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	811									66					13
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	812									66					13
27	27	104	104	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	813									62					
27	27	625/6	625/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	814									62					
27	27	313/3	313/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	815									62					
27	27	209/2	209/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	816									62					
27	27	314/3	314/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	817									62					
27	27	629/6	629/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	818									62					
27	27	105	105	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	819									62					
27	27	631/6	631/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	820									62					
27	27	316/3	316/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	821									62					
27	27	211/2	211/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	822									62					
27	27	317/3	317/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	823									62					
27	27	635/6	635/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	824									62					
27	27	106	106	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	825									62					
27	27	637/6	637/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	826									62					
27	27	319/3	319/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	827									62					
27	27	213/2	213/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	828									62					
27	27	320/3	320/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	829									62					
27	27	641/6	641/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	830									62					
27	27	107	107	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	831									62					
27	27	643/6	643/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	832									62					
27	27	322/3	322/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	833									62					
27	27	215/2	215/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	834									62					
27	27	323/3	323/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	835									62					
27	27	647/6	647/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	836														
28	28	108	108	0.0	0	0	Dynamic	4/4	1	1	0					f								65					
28	28	108	108	0.0	0	0	Spanner	4/4	1	1	0													65					
28	28	108	108	0.0	0	0	Spanner	4/4	1	1	0													65				19	
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	837									65				19	
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	838									65				19	
28	28	109	109	0.0	1/4	1/4	Spanner	4/4	1	1	0																		
28	28	109	109	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	839														
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	840									67					
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	841									67					
28	28	108	108	0.0	0	0	Spanner	4/4	2	1	0																		14
28	28	108	108	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	842									68					14
28	28	649/6	649/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	843									68					14
28	28	325/3	325/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	844									68					14
28	28	217/2	217/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	845									68					14
28	28	326/3	326/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	846									68					14
28	28	653/6	653/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	847									68					14
28	28	109	109	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	848									68					14
28	28	655/6	655/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	849									68					14
28	28	328/3	328/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	850									68					14
28	28	219/2	219/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	851									68					14
28	28	329/3	329/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	852									68					14
28	28	659/6	659/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	853									68					14
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	2	1	0													68					
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	2	1	0													68				20	
28	28	110	110	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	854									68				20	
28	28	661/6	661/6	0.0	13/24	13/24	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>dimin."						68				20	
28	28	661/6	661/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	855									68				20	
28	28	331/3	331/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	856									68				20	
28	28	221/2	221/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	857									68				20	
28	28	332/3	332/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	858									68				20	
28	28	665/6	665/6	0.0	17/24	17/24	Spanner	4/4	2	1	0													68					
28	28	665/6	665/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	859									68					
28	28	111	111	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	860									68					
28	28	667/6	667/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	861									68					
28	28	334/3	334/3	0.0	5/6	5/6	Dynamic	4/4	2	1	0					p								68					
28	28	334/3	334/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	862									68					
28	28	223/2	223/2	0.0	7/8	7/8	StaffText	4/4	2	1	0							"<font size=""6.9759""/><font face=""Plantin MT Std""/><b>2</b>"						68					
28	28	223/2	223/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	863									68					
28	28	335/3	335/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	864									68					
28	28	671/6	671/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	865														
29	29	112	112	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	866									67					
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	867									67					
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	868														
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	869									69					
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	870									69					
29	29	112	112	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	871														
29	29	115	115	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	872														
29	29	112	112	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	873									70					
29	29	673/6	673/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	874									70					
29	29	337/3	337/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	875									70					
29	29	225/2	225/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	876									70					
29	29	338/3	338/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	877									70					
29	29	677/6	677/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	878									70					
29	29	113	113	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	879									70					
29	29	679/6	679/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	880									70					
29	29	340/3	340/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	881									70					
29	29	227/2	227/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	882									70					
29	29	341/3	341/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	883									70					
29	29	683/6	683/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	884									70					
29	29	114	114	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	885									70					
29	29	685/6	685/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	886									70					
29	29	343/3	343/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	887									70					
29	29	229/2	229/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	888									70					
29	29	344/3	344/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	889									70					
29	29	689/6	689/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	890									70					
29	29	115	115	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	891									70					
29	29	691/6	691/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	892									70					
29	29	346/3	346/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	893									70					
29	29	231/2	231/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	894									70					
29	29	347/3	347/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	895									70					
29	29	695/6	695/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	896														
30	30	116	116	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	897									69					
30	30	235/2	235/2	0.0	3/8	3/8	Spanner	4/4	1	1	0													69				21	
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	898									69, 71				21	
