mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
56	56	111	111	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	708									64						
56	56	667/6	667/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	709									64						
56	56	334/3	334/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	710									64						
56	56	223/2	223/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	711									64						
56	56	335/3	335/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	712									64						
56	56	671/6	671/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	713															
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	714									65						
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	715									65						
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	716									65						
57	57	113	113	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	717									65						
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	718									65						
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	719									65						
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	720									65						
57	57	449/4	449/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	721															
57	57	113	113	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	722															
57	57	112	112	0.0	0	0	Dynamic	2/4	2	1	0					pp														
57	57	112	112	0.0	0	0	Spanner	2/4	2	1	0																			
57	57	112	112	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	723															
57	57	113	113	0.0	1/4	1/4	StaffText	2/4	2	1	0							♭												
57	57	113	113	0.0	1/4	1/4	Spanner	2/4	2	1	0																			2
57	57	113	113	0.0	1/4	1/4	Spanner	2/4	2	1	0														15					2
57	57	113	113	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	724										15					2
58	58	114	114	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	725									65						
58	58	457/4	457/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	726									65						
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	727									65						
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	728									65						
58	58	115	115	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	729									65						
58	58	461/4	461/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	730									65						
58	58	231/2	231/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	731									65						
58	58	463/4	463/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	732									65						
58	58	457/4	457/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	733															
58	58	115	115	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	734															
58	58	114	114	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	735										15					2
59	59	116	116	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	736									65						
59	59	465/4	465/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	737									65						
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	738									65						
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	739									65						
59	59	117	117	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	740									65						
59	59	469/4	469/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	741									65						
59	59	235/2	235/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	742									65						
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	743									65						
59	59	465/4	465/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	744															
59	59	117	117	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	745															
59	59	116	116	0.0	0	0	Dynamic	2/4	2	1	0					pp														
59	59	116	116	0.0	0	0	Spanner	2/4	2	1	0																			
59	59	116	116	0.0	0	0	Spanner	2/4	2	1	0																			
59	59	116	116	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	746															
59	59	117	117	0.0	1/4	1/4	StaffText	2/4	2	1	0							♭												
59	59	117	117	0.0	1/4	1/4	Spanner	2/4	2	1	0														16					
59	59	117	117	0.0	1/4	1/4	Spanner	2/4	2	1	0														16					3
59	59	117	117	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	747										16					3
59	59	116	116	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	748															
59	59	117	117	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	749									66						
59	59	469/4	469/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	750									66						
59	59	235/2	235/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	751									66						
59	59	353/3	353/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	752									66						
59	59	707/6	707/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	753									66						
60	60	118	118	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	754									65						
60	60	473/4	473/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	755									65						
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	756									65						
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	757									65						
60	60	119	119	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	758									65						
60	60	477/4	477/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	759									65						
60	60	239/2	239/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	760									65						
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	761															
60	60	473/4	473/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	762															
60	60	119	119	0.75	1/4	1/4	Chord	2/4	1	2	3/16		1/8	3/2	763															
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	764															
60	60	118	118	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	765										16					3
60	60	118	118	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	766									66						
60	60	709/6	709/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	767									66						
60	60	355/3	355/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	768									66						
60	60	237/2	237/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	769									66						
60	60	356/3	356/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	770									66						
60	60	713/6	713/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	771									66						
60	60	119	119	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	772									66						
60	60	715/6	715/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	773									66						
60	60	358/3	358/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	774									66						
60	60	239/2	239/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	775									66						
60	60	359/3	359/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	776									66						
60	60	719/6	719/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	777															
61	61	120	120	0.0	0	0	Dynamic	2/4	1	1	0					mp														
61	61	243/2	243/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														17					
61	61	243/2	243/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	778		articStaccatoBelow							67	17					
61	61	487/4	487/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																			
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	779		articStaccatoBelow													
61	61	120	120	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>pocchissimo"												
61	61	120	120	0.0	0	0	Dynamic	2/4	2	1	0					pp														
61	61	120	120	0.0	0	0	Spanner	2/4	2	1	0																			
61	61	120	120	0.0	0	0	Spanner	2/4	2	1	0																			
61	61	120	120	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	780									68						
62	62	122	122	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>leggierissimo"												
62	62	122	122	0.0	0	0	Spanner	2/4	1	1	0															10				
62	62	122	122	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	781		articStaccatoAbove									10				
62	62	489/4	489/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	782		articStaccatoAbove									10				
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	783		articStaccatoAbove									10				
62	62	491/4	491/4	0.0	3/16	3/16	Spanner	2/4	1	1	0																			
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	784		articStaccatoAbove													
62	62	123	123	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	785		articStaccatoBelow													
62	62	493/4	493/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	786		articStaccatoBelow													
62	62	247/2	247/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	787		articStaccatoBelow													
62	62	495/4	495/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	788		articStaccatoBelow													
62	62	122	122	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	789															
63	63	124	124	0.0	0	0	Spanner	2/4	1	1	0														18					
63	63	124	124	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	790		articStaccatoBelow								18					
63	63	497/4	497/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	791		articStaccatoBelow								18					
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	792		articStaccatoBelow								18					
63	63	499/4	499/4	0.0	3/16	3/16	Spanner	2/4	1	1	0																			
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	793		articStaccatoBelow													
63	63	125	125	0.0	1/4	1/4	Spanner	2/4	1	1	0															11				
63	63	125	125	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	794		articStaccatoBelow									11				
63	63	501/4	501/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	795		articStaccatoBelow									11				
63	63	251/2	251/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	796		articStaccatoBelow									11				
63	63	503/4	503/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																			
63	63	503/4	503/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	797		articStaccatoBelow													
63	63	124	124	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>diminuendo"												
63	63	124	124	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	798															
64	64	126	126	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	799		articStaccatoBelow													
64	64	505/4	505/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	800		articStaccatoBelow													
64	64	253/2	253/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	801		articStaccatoBelow													
64	64	507/4	507/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	802		articStaccatoBelow													
64	64	127	127	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	803		articStaccatoBelow													
64	64	509/4	509/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	804		articStaccatoBelow													
64	64	255/2	255/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	805		articStaccatoBelow													
64	64	511/4	511/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	806		articStaccatoBelow													
65	65	128	128	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	807		articTenutoBelow							69						
65	65	259/2	259/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	808		articStaccatoAbove													
65	65	519/4	519/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	809		articStaccatoAbove													
65	65	128	128	0.0	0	0	Dynamic	2/4	2	1	0					p														
65	65	128	128	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	810															
65	65	129	129	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	811		articStaccatoAbove													
65	65	517/4	517/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	812		articStaccatoAbove													
65	65	259/2	259/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	813		articStaccatoAbove													
65	65	519/4	519/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	814		articStaccatoAbove													
66	66	130	130	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	815		articStaccatoAbove													
66	66	521/4	521/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	816		articStaccatoAbove													
66	66	261/2	261/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	817		articStaccatoAbove													
66	66	523/4	523/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	818		articStaccatoAbove													
66	66	131	131	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	819		articStaccatoAbove													
66	66	525/4	525/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	820		articStaccatoAbove													
66	66	263/2	263/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	821		articStaccatoAbove													
66	66	527/4	527/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	822		articStaccatoAbove													
66	66	130	130	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	823									70						
66	66	521/4	521/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	824		articStaccatoAbove													
66	66	261/2	261/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	825		articStaccatoAbove													
66	66	523/4	523/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	826		articStaccatoAbove													
66	66	131	131	0.0	1/4	1/4	Spanner	2/4	2	1	0														19					
66	66	131	131	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	827		articStaccatoAbove								19					
66	66	525/4	525/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	828		articStaccatoAbove								19					
66	66	263/2	263/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	829		articStaccatoAbove								19					
66	66	527/4	527/4	0.0	7/16	7/16	Spanner	2/4	2	1	0																			
66	66	527/4	527/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	830		articStaccatoAbove													
67	67	132	132	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	831		articStaccatoAbove													
67	67	529/4	529/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	832		articStaccatoAbove													
67	67	265/2	265/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	833		articStaccatoAbove													
67	67	531/4	531/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	834		articStaccatoAbove													
67	67	133	133	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	835		articStaccatoAbove													
67	67	533/4	533/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	836		articStaccatoAbove													
67	67	267/2	267/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	837		articStaccatoAbove													
67	67	535/4	535/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	838		articStaccatoAbove													
67	67	132	132	0.0	0	0	Spanner	2/4	2	1	0															12				
67	67	132	132	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	839		articStaccatoAbove									12				
67	67	529/4	529/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	840		articStaccatoAbove									12				
67	67	265/2	265/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	841											12				
67	67	531/4	531/4	0.0	3/16	3/16	Spanner	2/4	2	1	0																			
67	67	531/4	531/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	842		articStaccatoAbove													
67	67	133	133	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	843		articStaccatoAbove													
67	67	533/4	533/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	844		articStaccatoAbove													
67	67	267/2	267/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	845		articStaccatoAbove													
67	67	535/4	535/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	846		articStaccatoAbove													
68	68	134	134	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	847		articStaccatoAbove													
68	68	537/4	537/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	848		articStaccatoAbove													
68	68	269/2	269/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	849		articStaccatoAbove													
68	68	539/4	539/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	850		articStaccatoAbove													
68	68	135	135	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	851		articStaccatoAbove													
68	68	541/4	541/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	852		articStaccatoAbove													
68	68	271/2	271/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	853		articStaccatoAbove													
68	68	543/4	543/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	854		articStaccatoAbove													
68	68	134	134	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	855		articStaccatoAbove													
68	68	537/4	537/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	856		articStaccatoAbove													
68	68	269/2	269/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	857		articStaccatoAbove													
68	68	539/4	539/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	858		articStaccatoAbove													
68	68	135	135	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	859		articStaccatoBelow													
68	68	541/4	541/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	860		articStaccatoBelow													
68	68	271/2	271/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	861		articStaccatoBelow													
68	68	543/4	543/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	862		articStaccatoBelow													
69	69	136	136	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	863		articStaccatoAbove													
69	69	545/4	545/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	864		articStaccatoAbove													
69	69	273/2	273/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	865		articStaccatoAbove													
69	69	547/4	547/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	866		articStaccatoAbove													
69	69	137	137	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	867															
69	69	413/3	413/3	0.0	5/12	5/12	Spanner	2/4	1	1	0														20					
69	69	413/3	413/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	868									71	20					
69	69	827/6	827/6	0.0	11/24	11/24	Spanner	2/4	1	1	0													71						
69	69	827/6	827/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	869									71						
69	69	136	136	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	870									72						
69	69	545/4	545/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	871									72						
69	69	273/2	273/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	872									72						
69	69	547/4	547/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	873									72						
69	69	137	137	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	874															
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	875															
69	69	136	136	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	876									73						
69	69	137	137	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	877															
70	70	138	138	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>con fretta instantemente"						71						
70	70	138	138	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	878									71						
70	70	829/6	829/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	879									71						
70	70	415/3	415/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	880									71						
70	70	277/2	277/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	881									71						
70	70	416/3	416/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	882									71						
70	70	833/6	833/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	883									71						
70	70	139	139	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	884									71						
70	70	835/6	835/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	885									71						
70	70	418/3	418/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	886									71						
70	70	279/2	279/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	887									71						
70	70	419/3	419/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	888									71						
70	70	839/6	839/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	889									71						
70	70	138	138	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	890									74						
70	70	829/6	829/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	891									74						
70	70	415/3	415/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	892									74						
70	70	277/2	277/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	893									74						
70	70	416/3	416/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	894									74						
70	70	833/6	833/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	895									74						
70	70	139	139	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	896									74						
70	70	835/6	835/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	897									74						
70	70	418/3	418/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	898									74						
70	70	279/2	279/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	899									74						
70	70	419/3	419/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	900									74						
70	70	839/6	839/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	901									74						
71	71	140	140	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	902									71						
71	71	841/6	841/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	903									71						
71	71	421/3	421/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	904									71						
71	71	281/2	281/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	905									71						
71	71	422/3	422/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	906									71						
71	71	845/6	845/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	907									71						
71	71	141	141	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	908									71						
71	71	847/6	847/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	909									71						
71	71	424/3	424/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	910									71						
71	71	283/2	283/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	911									71						
71	71	425/3	425/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	912									71						
71	71	851/6	851/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	913									71						
71	71	140	140	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"						74						
71	71	140	140	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	914									74						
71	71	841/6	841/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	915									74						
71	71	421/3	421/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	916									74						
71	71	281/2	281/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	917									74						
71	71	422/3	422/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	918									74						
71	71	845/6	845/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	919									74						
71	71	141	141	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	920									74						
71	71	847/6	847/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	921									74						
71	71	424/3	424/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	922									74						
71	71	283/2	283/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	923									74						
71	71	425/3	425/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	924									74						
71	71	851/6	851/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	925									74						
72	72	142	142	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	926									71						
72	72	853/6	853/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	927									71						
72	72	427/3	427/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	928									71						
72	72	285/2	285/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	929									71						
72	72	428/3	428/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	930									71						
72	72	857/6	857/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	931															
72	72	143	143	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	932									75						
