mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
37	37	144	144	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	511														
37	37	146	146	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	512														
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	513									110					
37	37	147	147	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	514														
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	515									111					
38	38	148	148	0.0	0	0	Dynamic	4/4	1	1	0					sf													
38	38	148	148	0.0	0	0	Spanner	4/4	1	1	0																		
38	38	148	148	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	516														
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	517									112					
38	38	149	149	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	518														
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	519									113					
38	38	151	151	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	520									114					
38	38	907/6	907/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24		1/16	2/3	521									114					
38	38	454/3	454/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	522									114					
38	38	303/2	303/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	523									114					
38	38	455/3	455/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	524									114					
38	38	911/6	911/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	525									114					
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	526														
38	38	148	148	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	527														
38	38	150	150	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	528														
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	529									115					
38	38	151	151	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	530														
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	531									116					
39	39	152	152	0.0	0	0	Dynamic	4/4	1	1	0					p													
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	532														
39	39	611/4	611/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	533									117					
39	39	1223/8	1223/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	534									117					
39	39	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	535														
39	39	615/4	615/4	0.0	7/16	7/16	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>strepitoso"											
39	39	615/4	615/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	536									118					
39	39	1231/8	1231/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	537									118					
39	39	154	154	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	538														
39	39	619/4	619/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	539									119					
39	39	1239/8	1239/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	540									119					
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	541														
39	39	623/4	623/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	542									120					
39	39	1247/8	1247/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	543									120					
39	39	152	152	0.0	0	0	Spanner	4/4	2	1	0															10			
39	39	152	152	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	544											10			
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	545									121		10			
39	39	153	153	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	546											10			
39	39	615/4	615/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	547									122		10			
39	39	154	154	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	548											10			
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	549									123		10			
39	39	155	155	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	550											10			
39	39	623/4	623/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																		
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	551									124					
40	40	156	156	0.0	0	0	Dynamic	4/4	1	1	0					sf													
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	552														
40	40	627/4	627/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	553									125					
40	40	1255/8	1255/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	554									125					
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	555									125					
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	556														
40	40	158	158	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	557									126					
40	40	317/2	317/2	0.0	5/8	5/8	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco a poco ritenuto"											
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	558														
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	559									127					
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	560														
40	40	156	156	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	561		articStaccatoAbove												
40	40	158	158	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	562														
41	41	160	160	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	563									128					
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	564														
41	41	161	161	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	565									129					
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	566														
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	567									130					
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	568									130					
41	41	163	163	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	569														
42	42	164	164	0.0	0	0	Dynamic	4/4	1	1	0					sf													
42	42	164	164	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	570														
42	42	329/2	329/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	571									131					
42	42	659/4	659/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	572									131					
42	42	165	165	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	573									131					
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	574														
42	42	166	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	575									132					
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	576														
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	577									133					
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	578														
42	42	164	164	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	579		articStaccatoAbove												
42	42	166	166	0.0	1/2	1/2	Spanner	4/4	2	1	0																1	1	
42	42	166	166	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	580												1	1	
43	43	168	168	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	581									134					
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	582														
43	43	169	169	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	583									135					
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	584									135					
43	43	170	170	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	585									135					
43	43	341/2	341/2	0.0	5/8	5/8	Spanner	4/4	1	1	0														12				
43	43	341/2	341/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	586										12				
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	587									136	12				
43	43	168	168	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>calando, languido"									1	1	
44	44	172	172	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	588									136	12				
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	589									136	12				
44	44	173	173	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	590										12				
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	591									137	12				
44	44	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	592									137	12				
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	593									137	12				
45	45	176	176	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	594										12				
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	595									138	12				
45	45	178	178	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco"						138					
45	45	178	178	0.0	1/2	1/2	Dynamic	4/4	1	1	0					pp								138					
45	45	178	178	0.0	1/2	1/2	Spanner	4/4	1	1	0													138					
45	45	178	178	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	596									138					
45	45	357/2	357/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	597									138					
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	598														
45	45	176	176	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>lento"									1	1	
46	46	180	180	0.0	0	0	Dynamic	4/4	1	1	0					p													
46	46	180	180	0.0	0	0	StaffText	4/4	1	1	0							Sostenuto, con molto tenerezza (tempo sostenuto)											
46	46	180	180	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	1.0						
46	46	180	180	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	599														
46	46	180	180	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	600		articTenutoBelow							139					
46	46	363/2	363/2	0.0	3/8	3/8	Spanner	4/4	1	1	0													139		11			
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	601									139		11			
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	602									139		11			
46	46	365/2	365/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													139					
46	46	365/2	365/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													139	13				
46	46	365/2	365/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	603									139	13				
46	46	367/2	367/2	0.0	7/8	7/8	Spanner	4/4	1	1	0													139					
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	604									139					
46	46	180	180	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco pedale"											
46	46	180	180	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>legg."											
46	46	180	180	0.0	0	0	Spanner	4/4	2	1	0																		
46	46	180	180	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	605														
46	46	361/2	361/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	606									140					
46	46	723/4	723/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	607									140					
46	46	181	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	608		articStaccatoAbove												
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	609									141					
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	610									141					
46	46	182	182	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	611		articStaccatoAbove												
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	612									142					
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	613									142					
46	46	183	183	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	614		articStaccatoAbove												
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	615									143					
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	616									143					
47	47	184	184	0.0	0	0	Spanner	4/4	1	1	0													139		12			
47	47	184	184	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	617									139		12			
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	618									139		12			
47	47	185	185	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	619									139		12			
47	47	743/4	743/4	0.0	7/16	7/16	Spanner	4/4	1	1	0													139					
47	47	743/4	743/4	0.0	7/16	7/16	Spanner	4/4	1	1	0													139	14				
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	620									139	14				
47	47	186	186	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	621									139	14				
47	47	187	187	0.0	3/4	3/4	Spanner	4/4	1	1	0																		
47	47	187	187	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	622														
47	47	184	184	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	623		articStaccatoAbove												
47	47	369/2	369/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	624									144					
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	625									144					
47	47	185	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	626		articStaccatoAbove												
47	47	371/2	371/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	627									145					
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	628									145					
47	47	186	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	629		articStaccatoAbove												
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	630									146					
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	631									146					
47	47	187	187	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	632		articStaccatoAbove												
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	633									147					
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	634									147					
48	48	188	188	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	635									148					
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	636									148					
48	48	190	190	0.0	1/2	1/2	Spanner	4/4	1	1	0													148		13			
48	48	190	190	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	637									148		13			
48	48	381/2	381/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													148					
48	48	381/2	381/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													148	15				
48	48	381/2	381/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	638									148	15				
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	639									148	15				
48	48	188	188	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	640														
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	641									149					
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	642									149					
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	643														
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	644									150					
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	645									150					
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	646														
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	647									151					
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	648									151					
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	649														
48	48	383/2	383/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	650									152					
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	651									152					
49	49	192	192	0.0	0	0	Spanner	4/4	1	1	0													148					
49	49	192	192	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	652									148					
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	653									148					
49	49	193	193	0.0	1/4	1/4	Chord	4/4	1	1	0	acciaccatura	1/8	1	654									148					
49	49	193	193	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	655									148					
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	656									148					
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	657									148					
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	658									148					
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	659									148					
49	49	195	195	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	660									148					
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	661									148					
49	49	192	192	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	662														
49	49	385/2	385/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	663									153					
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	664									153					
49	49	193	193	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	665														
49	49	387/2	387/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	666									154					
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	667									154					
49	49	194	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	668														
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	669									155					
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	670									155					
49	49	195	195	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	671														
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	672									156					
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	673									156					
50	50	196	196	0.0	0	0	Spanner	4/4	1	1	0													148		14			
50	50	196	196	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	674									148		14			
50	50	785/4	785/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	675									148		14			
50	50	393/2	393/2	0.0	1/8	1/8	Spanner	4/4	1	1	0													148					
50	50	393/2	393/2	0.0	1/8	1/8	Spanner	4/4	1	1	0													148	16				
50	50	393/2	393/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	676									148	16				
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	677									148	16				
50	50	198	198	0.0	1/2	1/2	Spanner	4/4	1	1	0													148		15			
50	50	198	198	0.0	1/2	1/2	Spanner	4/4	1	1	0													148		15			
50	50	198	198	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	678									148		15			
50	50	397/2	397/2	0.0	5/8	5/8	Spanner	4/4	1	1	0																		
50	50	397/2	397/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	679														
50	50	399/2	399/2	0.0	7/8	7/8	Spanner	4/4	1	1	0															16			
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	680									157		16			
50	50	196	196	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	681														
50	50	393/2	393/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	682									158					
50	50	787/4	787/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	683									158					
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	684														
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	685									159					
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	686									159					
50	50	198	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	687														
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	688									160					
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	689									160					
50	50	199	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	690														
50	50	399/2	399/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	691									161					
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	692									161					
51	51	200	200	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	693									157		16			
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	694									157		16			
51	51	201	201	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	695									157		16			
51	51	807/4	807/4	0.0	7/16	7/16	Spanner	4/4	1	1	0													157					
51	51	807/4	807/4	0.0	7/16	7/16	Spanner	4/4	1	1	0													157	17				
51	51	807/4	807/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	696									157	17				
51	51	202	202	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	697									157	17				
51	51	203	203	0.0	3/4	3/4	Spanner	4/4	1	1	0													157					
51	51	203	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	698									157					
51	51	200	200	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	699														
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	700									162					
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	701									162					
51	51	201	201	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	702														
51	51	403/2	403/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	703									163					
51	51	807/4	807/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	704									163					
51	51	202	202	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	705														
51	51	405/2	405/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	706									164					
51	51	811/4	811/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	707									164					
51	51	203	203	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	708														
51	51	407/2	407/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	709									165					
51	51	815/4	815/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	710									165					
52	52	204	204	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	711									166					
52	52	411/2	411/2	0.0	3/8	3/8	StaffText	4/4	1	1	0							poco espress.						166					
52	52	411/2	411/2	0.0	3/8	3/8	Spanner	4/4	1	1	0													166		17			
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	712									166		17			
52	52	206	206	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	713									166		17			
52	52	413/2	413/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													166					
52	52	413/2	413/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													166	18				
52	52	413/2	413/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	714									166	18				
52	52	415/2	415/2	0.0	7/8	7/8	Spanner	4/4	1	1	0													166					
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	715									166					
52	52	204	204	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	716														
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	717									167					
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	718									167					
52	52	205	205	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	719														
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	720									168					
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	721									168					
52	52	206	206	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	722														
52	52	413/2	413/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	723									169					
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	724									169					
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	725														
52	52	415/2	415/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	726									170					
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	727									170					
53	53	208	208	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	728									166					
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	729									166					
53	53	209	209	0.0	1/4	1/4	Chord	4/4	1	1	0	acciaccatura	1/8	1	730									166					
53	53	209	209	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	731									166					
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	732									166					
53	53	210	210	0.0	1/2	1/2	Spanner	4/4	1	1	0													166		18			
53	53	210	210	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	733									166, 171		18			
53	53	421/2	421/2	0.75	5/8	5/8	Chord	4/4	1	1	3/16		1/8	3/2	734									166		18			
53	53	845/4	845/4	0.0	13/16	13/16	Spanner	4/4	1	1	0													166					
53	53	845/4	845/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	735									166					
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	736									166					
53	53	208	208	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	737														
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	738									172					
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	739									172					
53	53	209	209	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	740														
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	741									173					
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	742									173					
