mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
76	76	902/3	902/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	1232									309					
76	76	1805/6	1805/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	1233									309					
76	76	301	301	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1234														
76	76	905/3	905/3	0.1111111111111111	5/12	5/12	Chord	4/4	1	1	1/36		1/16	4/9	1235									310					
76	76	2716/9	2716/9	0.1111111111111111	4/9	4/9	Chord	4/4	1	1	1/36		1/16	4/9	1236									310					
76	76	2717/9	2717/9	0.1111111111111111	17/36	17/36	Chord	4/4	1	1	1/36		1/16	4/9	1237									310					
76	76	302	302	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1238														
76	76	911/3	911/3	0.0	11/12	11/12	Spanner	4/4	1	1	0															24			
76	76	911/3	911/3	0.08333333333333333	11/12	11/12	Chord	4/4	1	1	1/48		1/32	2/3	1239									311		24			
76	76	1215/4	1215/4	0.08333333333333333	15/16	15/16	Chord	4/4	1	1	1/48		1/32	2/3	1240									311		24			
76	76	1823/6	1823/6	0.08333333333333333	23/24	23/24	Chord	4/4	1	1	1/48		1/32	2/3	1241									311		24			
76	76	3647/12	3647/12	0.0	47/48	47/48	Spanner	4/4	1	1	0													311					
76	76	3647/12	3647/12	0.08333333333333333	47/48	47/48	Chord	4/4	1	1	1/48		1/32	2/3	1242									311					
76	76	300	300	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1243														
76	76	905/3	905/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1244									312					
76	76	302	302	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1245														
76	76	908/3	908/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1246									313					
76	76	303	303	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1247														
76	76	911/3	911/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1248									314					
77	77	304	304	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1249														
77	77	923/3	923/3	0.0	11/12	11/12	Spanner	4/4	1	1	0															25			
77	77	923/3	923/3	0.08333333333333333	11/12	11/12	Chord	4/4	1	1	1/48		1/32	2/3	1250									315		25			
77	77	1231/4	1231/4	0.08333333333333333	15/16	15/16	Chord	4/4	1	1	1/48		1/32	2/3	1251									315		25			
77	77	1847/6	1847/6	0.08333333333333333	23/24	23/24	Chord	4/4	1	1	1/48		1/32	2/3	1252									315		25			
77	77	3695/12	3695/12	0.08333333333333333	47/48	47/48	Chord	4/4	1	1	1/48		1/32	2/3	1253									315		25			
77	77	304	304	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1254														
77	77	914/3	914/3	0.1111111111111111	1/6	1/6	Chord	4/4	2	1	1/36		1/16	4/9	1255									316					
77	77	2743/9	2743/9	0.1111111111111111	7/36	7/36	Chord	4/4	2	1	1/36		1/16	4/9	1256									316					
77	77	2744/9	2744/9	0.1111111111111111	2/9	2/9	Chord	4/4	2	1	1/36		1/16	4/9	1257									316					
77	77	305	305	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1258														
77	77	917/3	917/3	0.1111111111111111	5/12	5/12	Chord	4/4	2	1	1/36		1/16	4/9	1259									317					
77	77	2752/9	2752/9	0.1111111111111111	4/9	4/9	Chord	4/4	2	1	1/36		1/16	4/9	1260									317					
77	77	2753/9	2753/9	0.1111111111111111	17/36	17/36	Chord	4/4	2	1	1/36		1/16	4/9	1261									317					
77	77	306	306	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1262														
77	77	920/3	920/3	0.1111111111111111	2/3	2/3	Chord	4/4	2	1	1/36		1/16	4/9	1263									318					
77	77	2761/9	2761/9	0.1111111111111111	25/36	25/36	Chord	4/4	2	1	1/36		1/16	4/9	1264									318					
77	77	2762/9	2762/9	0.1111111111111111	13/18	13/18	Chord	4/4	2	1	1/36		1/16	4/9	1265									318					
77	77	307	307	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1266														
77	77	923/3	923/3	0.1111111111111111	11/12	11/12	Chord	4/4	2	1	1/36		1/16	4/9	1267									319					
77	77	2770/9	2770/9	0.1111111111111111	17/18	17/18	Chord	4/4	2	1	1/36		1/16	4/9	1268									319					
77	77	2771/9	2771/9	0.1111111111111111	35/36	35/36	Chord	4/4	2	1	1/36		1/16	4/9	1269									319					
78	78	308	308	0.0	0	0	Dynamic	4/4	1	1	0					sf													
78	78	308	308	0.0	0	0	Spanner	4/4	1	1	0																		
78	78	308	308	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1270														
78	78	935/3	935/3	0.0	11/12	11/12	Spanner	4/4	1	1	0															26			
78	78	935/3	935/3	0.08333333333333333	11/12	11/12	Chord	4/4	1	1	1/48		1/32	2/3	1271									320		26			
78	78	1247/4	1247/4	0.08333333333333333	15/16	15/16	Chord	4/4	1	1	1/48		1/32	2/3	1272									320		26			
78	78	1871/6	1871/6	0.08333333333333333	23/24	23/24	Chord	4/4	1	1	1/48		1/32	2/3	1273									320		26			
78	78	3743/12	3743/12	0.08333333333333333	47/48	47/48	Chord	4/4	1	1	1/48		1/32	2/3	1274									320		26			
78	78	308	308	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1275														
78	78	926/3	926/3	0.1111111111111111	1/6	1/6	Chord	4/4	2	1	1/36		1/16	4/9	1276									321					
78	78	2779/9	2779/9	0.1111111111111111	7/36	7/36	Chord	4/4	2	1	1/36		1/16	4/9	1277									321					
78	78	2780/9	2780/9	0.1111111111111111	2/9	2/9	Chord	4/4	2	1	1/36		1/16	4/9	1278									321					
78	78	309	309	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1279														
78	78	929/3	929/3	0.1111111111111111	5/12	5/12	Chord	4/4	2	1	1/36		1/16	4/9	1280									322					
78	78	2788/9	2788/9	0.1111111111111111	4/9	4/9	Chord	4/4	2	1	1/36		1/16	4/9	1281									322					
78	78	2789/9	2789/9	0.1111111111111111	17/36	17/36	Chord	4/4	2	1	1/36		1/16	4/9	1282									322					
78	78	310	310	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1283														
78	78	932/3	932/3	0.1111111111111111	2/3	2/3	Chord	4/4	2	1	1/36		1/16	4/9	1284									323					
78	78	2797/9	2797/9	0.1111111111111111	25/36	25/36	Chord	4/4	2	1	1/36		1/16	4/9	1285									323					
78	78	2798/9	2798/9	0.1111111111111111	13/18	13/18	Chord	4/4	2	1	1/36		1/16	4/9	1286									323					
78	78	311	311	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1287														
78	78	935/3	935/3	0.1111111111111111	11/12	11/12	Chord	4/4	2	1	1/36		1/16	4/9	1288									324					
78	78	2806/9	2806/9	0.1111111111111111	17/18	17/18	Chord	4/4	2	1	1/36		1/16	4/9	1289									324					
78	78	2807/9	2807/9	0.1111111111111111	35/36	35/36	Chord	4/4	2	1	1/36		1/16	4/9	1290									324					
79	79	312	312	0.0	0	0	Dynamic	4/4	1	1	0					sf										26			
79	79	312	312	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1291											26			
79	79	937/3	937/3	0.0	1/12	1/12	Spanner	4/4	1	1	0																		
79	79	938/3	938/3	0.0	1/6	1/6	Spanner	4/4	1	1	0															27			
79	79	938/3	938/3	0.08333333333333333	1/6	1/6	Chord	4/4	1	1	1/48		1/32	2/3	1292									325		27			
79	79	1251/4	1251/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48		1/32	2/3	1293									325		27			
79	79	1877/6	1877/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48		1/32	2/3	1294									325		27			
79	79	3755/12	3755/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	1295									325		27			
79	79	313	313	0.0	1/4	1/4	Dynamic	4/4	1	1	0					sf													
79	79	313	313	0.0	1/4	1/4	Spanner	4/4	1	1	0																		
79	79	313	313	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1296														
79	79	941/3	941/3	0.0	5/12	5/12	Dynamic	4/4	1	1	0					pp													
79	79	941/3	941/3	0.0	5/12	5/12	Spanner	4/4	1	1	0															28			
79	79	941/3	941/3	0.08333333333333333	5/12	5/12	Chord	4/4	1	1	1/48		1/32	2/3	1297											28			
79	79	1255/4	1255/4	0.08333333333333333	7/16	7/16	Chord	4/4	1	1	1/48		1/32	2/3	1298											28			
79	79	1883/6	1883/6	0.08333333333333333	11/24	11/24	Chord	4/4	1	1	1/48		1/32	2/3	1299											28			
79	79	3767/12	3767/12	0.08333333333333333	23/48	23/48	Chord	4/4	1	1	1/48		1/32	2/3	1300											28			
79	79	314	314	0.08333333333333333	1/2	1/2	Chord	4/4	1	1	1/48		1/32	2/3	1301											28			
79	79	3769/12	3769/12	0.08333333333333333	25/48	25/48	Chord	4/4	1	1	1/48		1/32	2/3	1302											28			
79	79	1885/6	1885/6	0.08333333333333333	13/24	13/24	Chord	4/4	1	1	1/48		1/32	2/3	1303											28			
79	79	1257/4	1257/4	0.08333333333333333	9/16	9/16	Chord	4/4	1	1	1/48		1/32	2/3	1304											28			
79	79	943/3	943/3	0.08333333333333333	7/12	7/12	Chord	4/4	1	1	1/48		1/32	2/3	1305											28			
79	79	3773/12	3773/12	0.08333333333333333	29/48	29/48	Chord	4/4	1	1	1/48		1/32	2/3	1306											28			
79	79	629/2	629/2	0.08333333333333333	5/8	5/8	Chord	4/4	1	1	1/48		1/32	2/3	1307											28			
79	79	3775/12	3775/12	0.08333333333333333	31/48	31/48	Chord	4/4	1	1	1/48		1/32	2/3	1308											28			
79	79	944/3	944/3	0.08333333333333333	2/3	2/3	Chord	4/4	1	1	1/48		1/32	2/3	1309											28			
79	79	1259/4	1259/4	0.08333333333333333	11/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	1310											28			
79	79	1889/6	1889/6	0.08333333333333333	17/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	1311											28			
79	79	3779/12	3779/12	0.08333333333333333	35/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	1312											28			
79	79	315	315	0.08333333333333333	3/4	3/4	Chord	4/4	1	1	1/48		1/32	2/3	1313											28			
79	79	3781/12	3781/12	0.08333333333333333	37/48	37/48	Chord	4/4	1	1	1/48		1/32	2/3	1314											28			
79	79	1891/6	1891/6	0.08333333333333333	19/24	19/24	Chord	4/4	1	1	1/48		1/32	2/3	1315											28			
79	79	1261/4	1261/4	0.08333333333333333	13/16	13/16	Chord	4/4	1	1	1/48		1/32	2/3	1316											28			
79	79	946/3	946/3	0.08333333333333333	5/6	5/6	Chord	4/4	1	1	1/48		1/32	2/3	1317											28			
79	79	3785/12	3785/12	0.08333333333333333	41/48	41/48	Chord	4/4	1	1	1/48		1/32	2/3	1318											28			
79	79	631/2	631/2	0.08333333333333333	7/8	7/8	Chord	4/4	1	1	1/48		1/32	2/3	1319											28			
79	79	3787/12	3787/12	0.08333333333333333	43/48	43/48	Chord	4/4	1	1	1/48		1/32	2/3	1320											28			
79	79	947/3	947/3	0.047619047619047616	11/12	11/12	Chord	4/4	1	1	1/84		1/32	8/21	1321											28			
79	79	2210/7	2210/7	0.0	13/14	13/14	Spanner	4/4	1	1	0																		
79	79	2210/7	2210/7	0.047619047619047616	13/14	13/14	Chord	4/4	1	1	1/84		1/32	8/21	1322														
79	79	6631/21	6631/21	0.047619047619047616	79/84	79/84	Chord	4/4	1	1	1/84		1/32	8/21	1323														
79	79	6632/21	6632/21	0.047619047619047616	20/21	20/21	Chord	4/4	1	1	1/84		1/32	8/21	1324														
79	79	2211/7	2211/7	0.0	27/28	27/28	Spanner	4/4	1	1	0																		3
79	79	2211/7	2211/7	0.047619047619047616	27/28	27/28	Chord	4/4	1	1	1/84		1/32	8/21	1325														3
79	79	6634/21	6634/21	0.047619047619047616	41/42	41/42	Chord	4/4	1	1	1/84		1/32	8/21	1326														3
79	79	6635/21	6635/21	0.047619047619047616	83/84	83/84	Chord	4/4	1	1	1/84		1/32	8/21	1327														3
79	79	312	312	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1328														
79	79	938/3	938/3	0.1111111111111111	1/6	1/6	Chord	4/4	2	1	1/36		1/16	4/9	1329									326					
79	79	2815/9	2815/9	0.1111111111111111	7/36	7/36	Chord	4/4	2	1	1/36		1/16	4/9	1330									326					
79	79	2816/9	2816/9	0.1111111111111111	2/9	2/9	Chord	4/4	2	1	1/36		1/16	4/9	1331									326					
79	79	313	313	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1332														
79	79	941/3	941/3	0.0	5/12	5/12	Spanner	4/4	2	1	0																5	5	
79	79	941/3	941/3	0.1111111111111111	5/12	5/12	Chord	4/4	2	1	1/36		1/16	4/9	1333									327			5	5	
79	79	2824/9	2824/9	0.1111111111111111	4/9	4/9	Chord	4/4	2	1	1/36		1/16	4/9	1334									327			5	5	
79	79	2825/9	2825/9	0.1111111111111111	17/36	17/36	Chord	4/4	2	1	1/36		1/16	4/9	1335									327			5	5	
79	79	314	314	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1336												5	5	
79	79	944/3	944/3	0.1111111111111111	2/3	2/3	Chord	4/4	2	1	1/36		1/16	4/9	1337									328			5	5	
79	79	2833/9	2833/9	0.1111111111111111	25/36	25/36	Chord	4/4	2	1	1/36		1/16	4/9	1338									328			5	5	
79	79	2834/9	2834/9	0.1111111111111111	13/18	13/18	Chord	4/4	2	1	1/36		1/16	4/9	1339									328			5	5	
79	79	315	315	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1340												5	5	
79	79	947/3	947/3	0.047619047619047616	11/12	11/12	Chord	4/4	2	1	1/84		1/32	8/21	1341									329			5	5	
79	79	2210/7	2210/7	0.047619047619047616	13/14	13/14	Chord	4/4	2	1	1/84		1/32	8/21	1342									329			5	5	
79	79	6631/21	6631/21	0.047619047619047616	79/84	79/84	Chord	4/4	2	1	1/84		1/32	8/21	1343									329			5	5	
79	79	6632/21	6632/21	0.047619047619047616	20/21	20/21	Chord	4/4	2	1	1/84		1/32	8/21	1344									329			5	5	
79	79	2211/7	2211/7	0.047619047619047616	27/28	27/28	Chord	4/4	2	1	1/84		1/32	8/21	1345									329			5	5	
79	79	6634/21	6634/21	0.047619047619047616	41/42	41/42	Chord	4/4	2	1	1/84		1/32	8/21	1346									329			5	5	
79	79	6635/21	6635/21	0.047619047619047616	83/84	83/84	Chord	4/4	2	1	1/84		1/32	8/21	1347									329			5	5	
80	80	316	316	0.0	0	0	Dynamic	4/4	1	1	0					sf													3
80	80	316	316	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1348														3
80	80	633/2	633/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																		
80	80	317	317	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1349		articStaccatoBelow												
80	80	316	316	0.0	0	0	Spanner	4/4	2	1	0																		
80	80	316	316	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1350														
80	80	317	317	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p													
80	80	317	317	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	1351														
80	80	317	317	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	1352														
80	80	317	317	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16	1/16	1	1353														
80	80	317	317	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1354		articStaccatoBelow												
