mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
13	12	91/2	91/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	240									32	1					
13	12	275/6	275/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	241									32	1					
13	12	277/6	277/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	242									32	1					
13	12	93/2	93/2	0.0	1/2	1/2	Spanner	4/4	1	1	0													32						
13	12	93/2	93/2	0.0	1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	243									32						
13	12	93/2	93/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	244		articTenutoBelow							32						
13	12	47	47	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	245		articTenutoBelow							32						
13	12	95/2	95/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	246		articTenutoBelow													
13	12	48	48	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	247									33						
13	12	89/2	89/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	248															
13	12	89/2	89/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	249									34						
13	12	269/6	269/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	250									34						
13	12	271/6	271/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	251									34						
13	12	91/2	91/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	252									34						
13	12	275/6	275/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	253									34						
13	12	277/6	277/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	254									34						
13	12	93/2	93/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	255									34						
13	12	281/6	281/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	256									34						
13	12	283/6	283/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	257									34						
13	12	95/2	95/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	258									34						
13	12	287/6	287/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	259									34						
13	12	289/6	289/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	260															
14	13	97/2	97/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	261									33						
14	13	49	49	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	262									33						
14	13	99/2	99/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	263									33						
14	13	50	50	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	264									33						
14	13	101/2	101/2	0.0	1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	2/3	265									33						
14	13	101/2	101/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	266									33						
14	13	51	51	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	267									33						
14	13	307/6	307/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	268									33						
14	13	103/2	103/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	269															
14	13	52	52	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	270									35						
14	13	97/2	97/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	271									36						
14	13	101/2	101/2	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	272															
14	13	97/2	97/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	273									37						
14	13	293/6	293/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	274									37						
14	13	295/6	295/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	275															
14	13	99/2	99/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	276									38						
14	13	299/6	299/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	277									38						
14	13	301/6	301/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	278															
14	13	101/2	101/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	279									39						
14	13	305/6	305/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	280									39						
14	13	307/6	307/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	281															
14	13	103/2	103/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	282									40						
14	13	311/6	311/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	283									40						
14	13	313/6	313/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	284															
15	14	105/2	105/2	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	2/3	285									35						
15	14	105/2	105/2	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	2/3	286									35						
15	14	105/2	105/2	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	2/3	287									35						
15	14	105/2	105/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	288									35						
15	14	53	53	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	289									35						
15	14	319/6	319/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	290									35						
15	14	107/2	107/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	291															
15	14	54	54	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	292									41						
15	14	109/2	109/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/16	2/3	293									41						
15	14	109/2	109/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/16	2/3	294									41						
15	14	109/2	109/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	295									41						
15	14	55	55	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	296									41						
15	14	331/6	331/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	297									41						
15	14	111/2	111/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	298															
15	14	56	56	0.0	7/8	7/8	Spanner	4/4	1	1	0														2					
15	14	56	56	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	299									42	2					
15	14	56	56	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	300									43	2					
15	14	105/2	105/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	301									44						
15	14	317/6	317/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	302									44						
15	14	319/6	319/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	303															
15	14	107/2	107/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	304									45						
15	14	323/6	323/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	305									45						
15	14	325/6	325/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	306															
15	14	109/2	109/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	307									46						
15	14	329/6	329/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	308									46						
15	14	331/6	331/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	309															
15	14	335/6	335/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	310									47						
15	14	337/6	337/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	311															
16	15	113/2	113/2	0.0	0	0	Dynamic	4/4	1	1	0					pp								42						
16	15	113/2	113/2	0.0	0	0	Spanner	4/4	1	1	0													42						
16	15	113/2	113/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	312									42						
16	15	58	58	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	313									42						
16	15	117/2	117/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	314									42						
16	15	60	60	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	315															
16	15	113/2	113/2	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	316		articTenutoBelow							43						
16	15	57	57	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	317		articTenutoBelow							43						
16	15	115/2	115/2	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	318		articTenutoBelow							43						
16	15	58	58	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	319		articTenutoBelow							43						
16	15	117/2	117/2	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	320									43						
16	15	59	59	0.16666666666666666	5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	321									43						
16	15	355/6	355/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	322									43						
16	15	119/2	119/2	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	323															
16	15	60	60	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	324									48						
16	15	113/2	113/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	325									49						
16	15	341/6	341/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	326									49						
16	15	343/6	343/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	327									49						
16	15	115/2	115/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	328									49						
16	15	347/6	347/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	329									49						
16	15	349/6	349/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	330									49						
16	15	117/2	117/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	331									49						
16	15	353/6	353/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	332									49						
16	15	355/6	355/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	333									49						
16	15	119/2	119/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	334									49						
16	15	359/6	359/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	335									49						
16	15	361/6	361/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	336															
17	16	121/2	121/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	337															
17	16	385/6	385/6	0.0	11/12	11/12	Dynamic	4/4	1	1	0					pp														
17	16	385/6	385/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	338									50						
17	16	121/2	121/2	0.0	0	0	Chord	4/4	1	2	0	acciaccatura	1/8	2/3	339		articAccentBelow							48						
17	16	121/2	121/2	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	340									48						
17	16	61	61	0.16666666666666666	1/8	1/8	Chord	4/4	1	2	1/24		1/16	2/3	341									48						
17	16	367/6	367/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	342									48						
17	16	123/2	123/2	0.6666666666666666	1/4	1/4	Chord	4/4	1	2	1/6		1/4	2/3	343															
17	16	373/6	373/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	344									51						
17	16	125/2	125/2	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	345									51						
17	16	63	63	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	346															
17	16	121/2	121/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	347									52						
17	16	365/6	365/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	348									52						
17	16	367/6	367/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	349									52						
17	16	123/2	123/2	0.0	1/4	1/4	StaffText	4/4	2	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>sopra"						52						
17	16	123/2	123/2	0.0	1/4	1/4	Spanner	4/4	2	1	0													52				0	0	
17	16	123/2	123/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	350									52				0	0	
17	16	371/6	371/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	351									52				0	0	
17	16	373/6	373/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	352									52				0	0	
17	16	125/2	125/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	353									52				0	0	
17	16	377/6	377/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	354									52				0	0	
17	16	379/6	379/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	355									52				0	0	
17	16	127/2	127/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	356									52				0	0	
17	16	383/6	383/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	357													0	0	
18	17	129/2	129/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	358									50						
18	17	389/6	389/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	359															
18	17	397/6	397/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	360									53						
18	17	133/2	133/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	361									53						
18	17	67	67	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	362									53						
18	17	391/6	391/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	363									54				0	0	
18	17	131/2	131/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	364									54				0	0	
18	17	395/6	395/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	365													0	0	
18	17	401/6	401/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	366													0	0	
18	17	403/6	403/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	367													0	0	
18	17	407/6	407/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	368													0	0	
18	17	135/2	135/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	369													0	0	
18	17	407/6	407/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12		1/8	2/3	370													0	0	
18	17	409/6	409/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	371													0	0	
19	18	137/2	137/2	0.0	0	0	StaffText	4/4	1	1	0							Giocoso  = 100												
19	18	137/2	137/2	0.0	0	0	Dynamic	4/4	1	1	0					mf														
19	18	69	69	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>leggiero"												
19	18	69	69	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	372		articTenutoAbove							55						
19	18	139/2	139/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	373									55						
19	18	279/4	279/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	374		articStaccatoAbove							55						
19	18	70	70	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	375		articStaccatoAbove							55						
19	18	281/4	281/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	376		articStaccatoAbove							55						
19	18	141/2	141/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	377									55, 56						
19	18	283/4	283/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	378									55						
19	18	71	71	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	379		articStaccatoAbove							55						
19	18	285/4	285/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	380		articStaccatoAbove							55						
19	18	143/2	143/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	381									55, 57						
19	18	287/4	287/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	382		articStaccatoBelow							55						
19	18	72	72	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	383		articStaccatoBelow							55						
19	18	289/4	289/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	384		articStaccatoBelow													
19	18	137/2	137/2	0.0	0	0	Spanner	4/4	2	1	0																			
19	18	137/2	137/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	385									58						
19	18	413/6	413/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	386									58						
19	18	415/6	415/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	387									58						
19	18	139/2	139/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	388									58						
19	18	419/6	419/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	389									58						
19	18	421/6	421/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	390									58						
19	18	141/2	141/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	391									58						
19	18	425/6	425/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	392									58						
19	18	427/6	427/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	393									58						
19	18	143/2	143/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	394									58						
19	18	431/6	431/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	395									58						
19	18	433/6	433/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	396															
20	19	145/2	145/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	397															
20	19	73	73	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	398		articTenutoBelow							59						
20	19	147/2	147/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	399		articTenutoBelow							59						
20	19	74	74	1.0	3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	400		articAccentAbove							59						
20	19	75	75	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	401		articTenutoAbove													
20	19	151/2	151/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	402		articAccentAbove							60						
20	19	145/2	145/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	403									61						
20	19	437/6	437/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	404									61						
20	19	439/6	439/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	405									61						
20	19	147/2	147/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	406									61						
20	19	443/6	443/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	407									61						
20	19	445/6	445/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	408									61						
20	19	149/2	149/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	409									61						
20	19	449/6	449/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	410									61						
20	19	451/6	451/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	411									61						
20	19	151/2	151/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	412									61						
20	19	455/6	455/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	413									61						
20	19	457/6	457/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	414															
21	20	153/2	153/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	415															
21	20	77	77	0.0	1/8	1/8	Dynamic	4/4	1	1	0					f														
21	20	77	77	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>risoluto"												
21	20	77	77	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	416		articTenutoBelow							62						
21	20	155/2	155/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	417									62						
21	20	311/4	311/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	418									62						
21	20	78	78	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	419									62						
21	20	313/4	313/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	420									62						
21	20	157/2	157/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	421									62						
21	20	315/4	315/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	422									62						
21	20	79	79	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	423									62						
21	20	317/4	317/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	424									62						
21	20	159/2	159/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	425									62						
21	20	319/4	319/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	426									62						
21	20	80	80	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	427									62						
21	20	321/4	321/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	428									62						
21	20	153/2	153/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	429									63						
21	20	461/6	461/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	430									63						
21	20	463/6	463/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	431									63						
21	20	155/2	155/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	432									63						
21	20	467/6	467/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	433									63						
21	20	469/6	469/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	434									63						
21	20	157/2	157/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	435									63						
21	20	473/6	473/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	436									63						
21	20	475/6	475/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	437									63						
21	20	159/2	159/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	438									63						
21	20	479/6	479/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	439									63						
21	20	481/6	481/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	440															
22	21	161/2	161/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	441		articStaccatoAbove													
22	21	81	81	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	442		articTenutoAbove							64						
22	21	163/2	163/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	443		articTenutoAbove							64						
22	21	82	82	1.0	3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	444		articAccentAbove							64						
22	21	83	83	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	445															
22	21	167/2	167/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	446		articAccentAbove							65						
22	21	161/2	161/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	447									66						
22	21	485/6	485/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	448									66						
22	21	487/6	487/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	449									66						
22	21	163/2	163/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	450									66						
22	21	491/6	491/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	451									66						
22	21	493/6	493/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	452									66						
22	21	165/2	165/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	453									66						
22	21	497/6	497/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	454									66						
22	21	499/6	499/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	455									66						
22	21	167/2	167/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	456									66						
22	21	503/6	503/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	457									66						
22	21	505/6	505/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	458															
23	22	169/2	169/2	0.0	0	0	Dynamic	4/4	1	1	0					mf														
23	22	169/2	169/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	459															
23	22	85	85	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>dolce"												
23	22	85	85	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	460									67						
23	22	86	86	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16	1/16	1	461									67						
23	22	86	86	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16	1/16	1	462									67						
23	22	86	86	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	463									67						
23	22	173/2	173/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	464									67						
23	22	87	87	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	465															
23	22	88	88	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	466									68						
23	22	169/2	169/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	467									69						
23	22	509/6	509/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	468									69						
23	22	511/6	511/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	469									69						
23	22	171/2	171/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	470									69						
23	22	515/6	515/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	471									69						
23	22	517/6	517/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	472									69						
23	22	173/2	173/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	473									69						
23	22	521/6	521/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	474									69						
23	22	523/6	523/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	475									69						
