mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
34	33	773/6	773/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	700									107						
34	33	775/6	775/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	701									107						
34	33	259/2	259/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	702									107						
34	33	779/6	779/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	703									107						
34	33	781/6	781/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	704									107						
34	33	261/2	261/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	705									107						
34	33	785/6	785/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	706									107						
34	33	787/6	787/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	707									107						
34	33	263/2	263/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	708									107						
34	33	791/6	791/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	709									107						
34	33	793/6	793/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	710															
35	34	265/2	265/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	711		articTenutoAbove													
35	34	133	133	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	712									108						
35	34	533/4	533/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	713									108						
35	34	267/2	267/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	714															
35	34	134	134	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	715									109						
35	34	269/2	269/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	716									109						
35	34	135	135	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	717		articTenutoAbove							109						
35	34	136	136	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	718															
35	34	265/2	265/2	0.0	0	0	Chord	4/4	1	2	0	acciaccatura	1/8	1	719		articAccentBelow													
35	34	265/2	265/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	720															
35	34	269/2	269/2	0.0	1/2	1/2	Chord	4/4	1	2	0	acciaccatura	1/8	1	721		articAccentBelow													
35	34	269/2	269/2	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	722															
35	34	265/2	265/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	723									110						
35	34	797/6	797/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	724									110						
35	34	799/6	799/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	725									110						
35	34	267/2	267/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	726									110						
35	34	803/6	803/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	727									110						
35	34	805/6	805/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	728									110						
35	34	269/2	269/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	729									110						
35	34	809/6	809/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	730									110						
35	34	811/6	811/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	731									110						
35	34	271/2	271/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	732									110						
35	34	815/6	815/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	733									110						
35	34	817/6	817/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	734															
36	35	273/2	273/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	735															
36	35	137	137	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	736															
36	35	275/2	275/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	737															
36	35	827/6	827/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	738															
36	35	829/6	829/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	739															
36	35	277/2	277/2	0.0	1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	740															
36	35	277/2	277/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	741		articTenutoBelow													
36	35	139	139	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	742		articTenutoBelow													
36	35	279/2	279/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	743		articTenutoBelow													
36	35	140	140	0.0	7/8	7/8	Spanner	4/4	1	1	0																0			
36	35	140	140	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	744												0			
36	35	273/2	273/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	745												0			
36	35	273/2	273/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	746									111						
36	35	821/6	821/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	747									111						
36	35	823/6	823/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	748									111						
36	35	275/2	275/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	749									111						
36	35	827/6	827/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	750									111						
36	35	829/6	829/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	751									111						
36	35	277/2	277/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	752									111						
36	35	833/6	833/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	753									111						
36	35	835/6	835/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	754									111						
36	35	279/2	279/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	755									111						
36	35	839/6	839/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	756									111						
36	35	841/6	841/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	757															
37	36	281/2	281/2	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	758												0			
37	36	281/2	281/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	759		articTenutoAbove										0			
37	36	141	141	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	760		articTenutoAbove										0			
37	36	283/2	283/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	761		articTenutoAbove										0			
37	36	142	142	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	762		articTenutoAbove										0			
37	36	285/2	285/2	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	2/3	763									112			0			
37	36	285/2	285/2	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	2/3	764									112			0			
37	36	285/2	285/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	765									112, 113			0			
37	36	143	143	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	766									113			0			
37	36	859/6	859/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	767									113			0			
37	36	287/2	287/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	768												0			
37	36	144	144	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	769									114			0			
37	36	281/2	281/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	770									115						
37	36	845/6	845/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	771									115						
37	36	847/6	847/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	772									115						
37	36	283/2	283/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	773									115						
37	36	851/6	851/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	774									115						
37	36	853/6	853/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	775									115						
37	36	285/2	285/2	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	776									115						
37	36	285/2	285/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12		1/8	2/3	777															
37	36	857/6	857/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	778															
37	36	859/6	859/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12		1/8	2/3	779															
37	36	287/2	287/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	780															
37	36	863/6	863/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12		1/8	2/3	781															
37	36	865/6	865/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	782															
38	37	289/2	289/2	0.0	0	0	Dynamic	4/4	1	1	0					pp								114			0			
38	37	289/2	289/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	783									114			0			
38	37	145	145	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	784												0			
38	37	291/2	291/2	0.0	1/4	1/4	Spanner	4/4	1	1	0																			
38	37	293/2	293/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	785															
38	37	293/2	293/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	786															
38	37	881/6	881/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	787															
38	37	883/6	883/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	788															
38	37	295/2	295/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	789															
38	37	887/6	887/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	790															
38	37	889/6	889/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	791															
38	37	289/2	289/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	792									116						
38	37	869/6	869/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	793									116						
38	37	871/6	871/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	794									116						
38	37	291/2	291/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	795									116						
38	37	875/6	875/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	796									116						
38	37	877/6	877/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	797									116						
38	37	148	148	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	798									116						
39	38	149	149	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>pocco miu mosso"												
39	38	149	149	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	799		articTenutoAbove							117						
39	38	299/2	299/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	800									117						
39	38	599/4	599/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	801		articStaccatoAbove							117						
39	38	150	150	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	802		articStaccatoAbove							117						
39	38	601/4	601/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	803		articStaccatoAbove							117						
39	38	301/2	301/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	804									117, 118						
39	38	603/4	603/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	805		articStaccatoAbove							117						
39	38	151	151	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	806		articStaccatoAbove							117						
39	38	605/4	605/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	807		articStaccatoAbove							117						
39	38	303/2	303/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	808									117, 119						
39	38	607/4	607/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	809		articStaccatoAbove							117						
39	38	152	152	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	810		articStaccatoAbove							117						
39	38	609/4	609/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	811		articStaccatoAbove													
39	38	297/2	297/2	0.0	0	0	Dynamic	4/4	2	1	0					mp														
39	38	297/2	297/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	812									120						
39	38	893/6	893/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	813									120						
39	38	895/6	895/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	814									120						
39	38	299/2	299/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	815									120						
39	38	899/6	899/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	816									120						
39	38	901/6	901/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	817									120						
39	38	301/2	301/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	818									120						
39	38	905/6	905/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	819									120						
39	38	907/6	907/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	820									120						
39	38	303/2	303/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	821									120						
39	38	911/6	911/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	822									120						
39	38	913/6	913/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	823															
40	39	153	153	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	824		articTenutoAbove													
40	39	307/2	307/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	825									121						
40	39	154	154	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	826															
40	39	155	155	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	827		articTenutoAbove													
40	39	311/2	311/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	828									122						
40	39	156	156	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	829															
40	39	305/2	305/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	830									123						
40	39	917/6	917/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	831									123						
40	39	919/6	919/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	832									123						
40	39	307/2	307/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	833									123						
40	39	923/6	923/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	834									123						
40	39	925/6	925/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	835															
40	39	309/2	309/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	836									124						
40	39	929/6	929/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	837									124						
40	39	931/6	931/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	838									124						
40	39	311/2	311/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	839									124						
40	39	935/6	935/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	840									124						
40	39	937/6	937/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	841															
41	40	313/2	313/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/><i>poco riten.</i>"												
41	40	313/2	313/2	0.0	0	0	Spanner	4/4	1	1	0														3					
41	40	157	157	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	842		articTenutoAbove								3					
41	40	315/2	315/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	843									125	3					
41	40	158	158	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	844										3					
41	40	159	159	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	845		articTenutoAbove								3					
41	40	319/2	319/2	0.0	3/4	3/4	Spanner	4/4	1	1	0																			
41	40	319/2	319/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	846									126						
41	40	160	160	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	847															
41	40	313/2	313/2	0.0	0	0	Dynamic	4/4	2	1	0					pp														
41	40	313/2	313/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>sub."												
41	40	313/2	313/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	848									127						
41	40	941/6	941/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	849									127						
41	40	943/6	943/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	850									127						
41	40	315/2	315/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	851									127						
41	40	947/6	947/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	852									127						
41	40	949/6	949/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	853									128						
41	40	317/2	317/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	854									128						
41	40	953/6	953/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	855									128						
41	40	955/6	955/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	856									128						
41	40	319/2	319/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	857									128						
41	40	959/6	959/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	858															
41	40	961/6	961/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	859															
42	41	161	161	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Plantin MT Std""/>a tempo"												
42	41	161	161	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	860									129						
42	41	162	162	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16	1/16	1	861									129						
42	41	162	162	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16	1/16	1	862									129						
42	41	162	162	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	863									129						
42	41	325/2	325/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	864									129						
42	41	163	163	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	865									129						
42	41	164	164	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	866															
42	41	321/2	321/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	867									130						
42	41	965/6	965/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	868									130						
42	41	967/6	967/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	869									130						
42	41	323/2	323/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	870									130						
42	41	971/6	971/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	871									130						
42	41	973/6	973/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	872									130						
42	41	325/2	325/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	873									130						
42	41	977/6	977/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	874									130						
42	41	979/6	979/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	875									130						
42	41	327/2	327/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	876									130						
42	41	983/6	983/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	877									130						
42	41	985/6	985/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	878															
43	42	329/2	329/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	879									131						
43	42	989/6	989/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	880									131						
43	42	991/6	991/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	881									131						
43	42	331/2	331/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	882									131						
43	42	995/6	995/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	883									131						
43	42	997/6	997/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	884									131						
43	42	333/2	333/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	885									131						
43	42	1001/6	1001/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	886									131						
43	42	1003/6	1003/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	887									131						
43	42	335/2	335/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	888									131						
43	42	1007/6	1007/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	889									131						
43	42	1009/6	1009/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	890															
43	42	991/6	991/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	891									132						
43	42	331/2	331/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	892									132						
43	42	166	166	0.0	3/8	3/8	Chord	4/4	2	1	0	acciaccatura	1/8	1	893									132						
43	42	166	166	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	894									132						
43	42	333/2	333/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	895									132						
43	42	167	167	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	896									132						
43	42	168	168	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	897															
44	43	337/2	337/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	898									133						
44	43	1013/6	1013/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	899									133						
44	43	1015/6	1015/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	900									133						
44	43	339/2	339/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	901									133						
44	43	1019/6	1019/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	902									133						
44	43	1021/6	1021/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	903									133						
44	43	341/2	341/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	904									133						
44	43	1025/6	1025/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	905									133						
44	43	1027/6	1027/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	906									133						
44	43	343/2	343/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	907									133						
44	43	1031/6	1031/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	908									133						
44	43	1033/6	1033/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	909									133						
44	43	343/2	343/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	910									134						
44	43	337/2	337/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	911															
44	43	339/2	339/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	912									135						
44	43	341/2	341/2	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	913									135						
44	43	341/2	341/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	914															
44	43	343/2	343/2	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	915															
45	44	345/2	345/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	916									133						
45	44	1037/6	1037/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	917									133						
45	44	1039/6	1039/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	918									133						
45	44	347/2	347/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	919									133						
45	44	1043/6	1043/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	920									133						
45	44	1045/6	1045/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	921									133						
45	44	349/2	349/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	922									133						
45	44	1049/6	1049/6	0.0	7/12	7/12	Spanner	4/4	1	1	0													133			1			
45	44	1049/6	1049/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	923									133			1			
45	44	1051/6	1051/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	924									133			1			
45	44	351/2	351/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	925									133			1			
45	44	1055/6	1055/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	926									133			1			
45	44	1057/6	1057/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	927									133			1			
45	44	345/2	345/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	928									134			1			
45	44	347/2	347/2	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	929									134			1			
45	44	349/2	349/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	930									134			1			
45	44	351/2	351/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	931												1			
45	44	347/2	347/2	2.0	1/4	1/4	Chord	4/4	1	3	1/2		1/2	1	932												1			
45	44	345/2	345/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	933									135						
45	44	347/2	347/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	934									135						
45	44	349/2	349/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	935									135						
45	44	351/2	351/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	936															
