mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
20	20	79/2	79/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	226		articStaccatoBelow								40						
20	20	159/4	159/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	227		articStaccatoBelow								40						
20	20	38	38	1.0	0	0	Chord	4/8	1	2	1/4		1/4	1	228																
20	20	38	38	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	229										41						
20	20	153/4	153/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	230																
20	20	77/2	77/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	231										42						
20	20	155/4	155/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	232																
20	20	39	39	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	233																
21	21	40	40	0.0	0	0	SystemText	4/8	1	1	0								<i>senza</i>						40						
21	21	40	40	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	234		articStaccatoBelow								40						
21	21	81/2	81/2	0.0	1/8	1/8	Dynamic	4/8	1	1	0					sf									40						
21	21	81/2	81/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	235		articTenutoAbove								40						
21	21	41	41	0.0	1/4	1/4	Spanner	4/8	1	1	0														40						3
21	21	41	41	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	236		articStaccatoAbove								40						3
21	21	83/2	83/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	237		articTenutoAbove														3
21	21	81/2	81/2	1.0	1/8	1/8	Chord	4/8	1	2	1/4		1/4	1	238										43						3
21	21	83/2	83/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	239																3
21	21	40	40	0.0	0	0	StaffText	4/8	2	1	0							senza													
21	21	40	40	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	240		articStaccatoBelow								44						
21	21	81/2	81/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	241		articStaccatoBelow														
21	21	41	41	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	242		articStaccatoAbove								45						
21	21	83/2	83/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	243		articStaccatoAbove														
22	22	42	42	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	244										46						3
22	22	169/4	169/4	0.25	1/16	1/16	Chord	4/8	1	1	1/16		1/16	1	245										46						3
22	22	85/2	85/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	246		articStaccatoAbove								46						3
22	22	171/4	171/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	247		articStaccatoAbove								46						3
22	22	43	43	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	248																3
22	22	87/2	87/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	249																3
22	22	175/4	175/4	0.0	7/16	7/16	Spanner	4/8	1	1	0																				
22	22	175/4	175/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	250																
22	22	42	42	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	251																
22	22	85/2	85/2	1.0	1/8	1/8	Chord	4/8	1	2	1/4		1/4	1	252										47						
22	22	87/2	87/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	253																
22	22	42	42	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	254		articStaccatoBelow								48						
22	22	85/2	85/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	255		articStaccatoBelow														
22	22	43	43	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	256		articStaccatoAbove								49						
22	22	87/2	87/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	257		articStaccatoAbove														
23	23	44	44	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	258																
23	23	89/2	89/2	0.0	1/8	1/8	Spanner	4/8	1	1	0																				4
23	23	89/2	89/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	259										50						4
23	23	179/4	179/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	260										50						4
23	23	45	45	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	261		articStaccatoAbove								50						4
23	23	181/4	181/4	0.25	5/16	5/16	Chord	4/8	1	1	1/16		1/16	1	262		articStaccatoAbove								50						4
23	23	91/2	91/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	263																4
23	23	44	44	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	264																4
23	23	89/2	89/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	265										51						4
23	23	45	45	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	266										51						4
23	23	91/2	91/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	267																4
23	23	177/4	177/4	0.0	1/16	1/16	Dynamic	4/8	2	1	0					pp															
23	23	177/4	177/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	268																
23	23	89/2	89/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	269																
23	23	179/4	179/4	0.0	3/16	3/16	StaffText	4/8	2	1	0							crescendo													
23	23	179/4	179/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	270																
23	23	45	45	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	271																
23	23	181/4	181/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	272																
23	23	91/2	91/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	273																
23	23	183/4	183/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	274																
23	23	177/4	177/4	0.25	1/16	1/16	Chord	4/8	2	2	1/16		1/16	1	275																
23	23	89/2	89/2	0.25	1/8	1/8	Chord	4/8	2	2	1/16		1/16	1	276																
23	23	179/4	179/4	0.25	3/16	3/16	Chord	4/8	2	2	1/16		1/16	1	277																
23	23	45	45	0.25	1/4	1/4	Chord	4/8	2	2	1/16		1/16	1	278																
23	23	181/4	181/4	0.25	5/16	5/16	Chord	4/8	2	2	1/16		1/16	1	279																
23	23	91/2	91/2	0.25	3/8	3/8	Chord	4/8	2	2	1/16		1/16	1	280																
23	23	183/4	183/4	0.25	7/16	7/16	Chord	4/8	2	2	1/16		1/16	1	281																
24	24	46	46	0.0	0	0	SystemText	4/8	1	1	0								<i>simile</i>												
24	24	46	46	0.0	0	0	Spanner	4/8	1	1	0																				
24	24	46	46	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	282										52						
24	24	93/2	93/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	283										52, 53						
24	24	187/4	187/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	284										52, 53						
24	24	47	47	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	285																
24	24	95/2	95/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	286										54						
24	24	191/4	191/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	287										54						
24	24	46	46	0.25	0	0	Chord	4/8	1	2	1/16		1/16	1	288																
24	24	185/4	185/4	0.25	1/16	1/16	Chord	4/8	1	2	1/16		1/16	1	289																
24	24	93/2	93/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	290																
24	24	47	47	0.25	1/4	1/4	Chord	4/8	1	2	1/16		1/16	1	291																
24	24	189/4	189/4	0.25	5/16	5/16	Chord	4/8	1	2	1/16		1/16	1	292																
24	24	95/2	95/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	293																
24	24	46	46	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	294																
24	24	185/4	185/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	295																
24	24	93/2	93/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	296																
24	24	187/4	187/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	297																
24	24	47	47	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	298																
24	24	189/4	189/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	299																
24	24	95/2	95/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	300																
24	24	191/4	191/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	301																
24	24	46	46	0.25	0	0	Chord	4/8	2	2	1/16		1/16	1	302																
25	25	48	48	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	303		articStaccatoBelow								54						
25	25	97/2	97/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	304		articTenutoAbove								54						
25	25	49	49	0.0	1/4	1/4	Spanner	4/8	1	1	0														54						5
25	25	49	49	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	305		articStaccatoAbove								54						5
25	25	99/2	99/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	306		articTenutoAbove														5
25	25	97/2	97/2	0.0	1/8	1/8	Dynamic	4/8	1	2	0					sf															5
25	25	97/2	97/2	1.0	1/8	1/8	Chord	4/8	1	2	1/4		1/4	1	307										55						5
25	25	99/2	99/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	308																5
25	25	48	48	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	309																
25	25	97/2	97/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	310																
25	25	49	49	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	311																
25	25	99/2	99/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	312																
26	26	50	50	0.0	0	0	Spanner	4/8	1	1	0																				5, 6
26	26	50	50	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	313										56						5, 6
26	26	201/4	201/4	0.25	1/16	1/16	Chord	4/8	1	1	1/16		1/16	1	314										56						5, 6
26	26	101/2	101/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	315		articStaccatoAbove								56						5, 6
26	26	203/4	203/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	316		articStaccatoAbove								56						5, 6
26	26	51	51	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	317																5, 6
26	26	103/2	103/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	318		articStaccatoAbove														5, 6
26	26	207/4	207/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	319																5, 6
26	26	50	50	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	320																5, 6
26	26	101/2	101/2	1.0	1/8	1/8	Chord	4/8	1	2	1/4		1/4	1	321										57						5, 6
26	26	103/2	103/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	322																5, 6
26	26	50	50	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	323																
26	26	101/2	101/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	324																
26	26	51	51	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	325																
26	26	103/2	103/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	326																
27	27	52	52	0.0	0	0	Spanner	4/8	1	1	0																				
27	27	52	52	0.0	0	0	Spanner	4/8	1	1	0																				
27	27	52	52	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	327																
27	27	105/2	105/2	0.0	1/8	1/8	Spanner	4/8	1	1	0																				7
27	27	105/2	105/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	328										58						7
27	27	211/4	211/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	329										58						7
27	27	53	53	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	330		articStaccatoAbove								58						7
27	27	213/4	213/4	0.25	5/16	5/16	Chord	4/8	1	1	1/16		1/16	1	331		articStaccatoAbove								58						7
27	27	107/2	107/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	332																7
27	27	52	52	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	333																7
27	27	105/2	105/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	334										59						7
27	27	53	53	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	335										59						7
27	27	107/2	107/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	336																7
27	27	209/4	209/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	337																
27	27	105/2	105/2	0.0	1/8	1/8	Dynamic	4/8	2	1	0					p															
27	27	105/2	105/2	0.0	1/8	1/8	StaffText	4/8	2	1	0							crescendo													
27	27	105/2	105/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	338																
27	27	211/4	211/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	339																
27	27	53	53	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	340																
27	27	213/4	213/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	341																
27	27	107/2	107/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	342																
27	27	215/4	215/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	343																
28	28	54	54	0.0	0	0	Spanner	4/8	1	1	0																				
28	28	54	54	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	344																
28	28	109/2	109/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	345																
28	28	219/4	219/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	346																
28	28	55	55	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	347																
28	28	221/4	221/4	0.25	5/16	5/16	Chord	4/8	1	1	1/16		1/16	1	348																
28	28	111/2	111/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	349										60						
28	28	223/4	223/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	350										60						
28	28	54	54	0.25	0	0	Chord	4/8	1	2	1/16		1/16	1	351																
28	28	217/4	217/4	0.25	1/16	1/16	Chord	4/8	1	2	1/16		1/16	1	352																
28	28	109/2	109/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	353																
28	28	55	55	0.25	1/4	1/4	Chord	4/8	1	2	1/16		1/16	1	354																
28	28	221/4	221/4	0.25	5/16	5/16	Chord	4/8	1	2	1/16		1/16	1	355																
28	28	111/2	111/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	356																
28	28	54	54	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	357																
28	28	217/4	217/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	358																
28	28	109/2	109/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	359																
28	28	219/4	219/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	360																
28	28	55	55	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	361																
28	28	221/4	221/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	362																
28	28	111/2	111/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	363																
28	28	223/4	223/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	364																
29	29	56	56	0.0	0	0	Dynamic	4/8	1	1	0					mf									60						
29	29	56	56	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	365										60						
29	29	113/2	113/2	0.0	1/8	1/8	SystemText	4/8	1	1	0								<i>cantando</i>						60						
29	29	113/2	113/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	366										60						
29	29	227/4	227/4	0.0	3/16	3/16	SystemText	4/8	1	1	0								<i>legatissimo</i>						60						
29	29	57	57	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	367										60						
29	29	115/2	115/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	368										60						
29	29	231/4	231/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	369										60						
29	29	56	56	0.0	0	0	StaffText	4/8	2	1	0							con													
29	29	56	56	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	370																
29	29	225/4	225/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	371																
29	29	113/2	113/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	372																
29	29	227/4	227/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	373																
29	29	57	57	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	374																
29	29	229/4	229/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	375																
29	29	115/2	115/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	376																
29	29	231/4	231/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	377																
30	30	58	58	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	378										60						
30	30	117/2	117/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	379										60						
30	30	59	59	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	380																
30	30	119/2	119/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	381										61						
30	30	239/4	239/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	382										61						
30	30	58	58	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	383																
30	30	233/4	233/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	384																
30	30	117/2	117/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	385																
30	30	235/4	235/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	386																
30	30	59	59	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	387																
30	30	237/4	237/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	388																
30	30	119/2	119/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	389																
30	30	239/4	239/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	390																
31	31	60	60	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	391										61						
31	31	241/4	241/4	0.125	1/16	1/16	Chord	4/8	1	1	1/32		1/32	1	392										61						
31	31	483/8	483/8	0.125	3/32	3/32	Chord	4/8	1	1	1/32		1/32	1	393										61						
31	31	121/2	121/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	394										61						
31	31	243/4	243/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	395										61						
31	31	61	61	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	396										61						
31	31	245/4	245/4	0.125	5/16	5/16	Chord	4/8	1	1	1/32		1/32	1	397										61						
31	31	491/8	491/8	0.125	11/32	11/32	Chord	4/8	1	1	1/32		1/32	1	398										61						
31	31	123/2	123/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	399										61						
31	31	247/4	247/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	400										61						
31	31	60	60	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	401																
31	31	241/4	241/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	402																
31	31	121/2	121/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	403																
31	31	243/4	243/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	404																
31	31	61	61	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	405																
31	31	245/4	245/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	406																
31	31	123/2	123/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	407																
31	31	247/4	247/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	408																
32	32	62	62	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	409										61						
32	32	249/4	249/4	0.25	1/16	1/16	Chord	4/8	1	1	1/16		1/16	1	410										61						
32	32	125/2	125/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	411										61						
32	32	63	63	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	412																
32	32	127/2	127/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	413																
32	32	255/4	255/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	414																
32	32	62	62	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	415																
32	32	249/4	249/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	416																
32	32	125/2	125/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	417																
32	32	251/4	251/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	418																
32	32	63	63	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	419																
32	32	253/4	253/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	420																
32	32	127/2	127/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	421																
32	32	255/4	255/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	422																
33	33	64	64	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	423																
33	33	257/4	257/4	0.25	1/16	1/16	Chord	4/8	1	1	1/16		1/16	1	424																
33	33	129/2	129/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	425		articTenutoBelow														
33	33	65	65	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	426																
33	33	261/4	261/4	0.75	5/16	5/16	Chord	4/8	1	1	3/16		1/8	3/2	427		articTenutoAbove														
33	33	64	64	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	428																
33	33	65	65	1.0	1/4	1/4	Chord	4/8	1	2	1/4		1/4	1	429																
33	33	64	64	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	430										62						
33	33	257/4	257/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	431										62						
33	33	129/2	129/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	432										62						
33	33	259/4	259/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	433																
33	33	65	65	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	434										63						
33	33	261/4	261/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	435										63						
33	33	131/2	131/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	436										63						
33	33	263/4	263/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	437																
34	34	66	66	0.75	0	0	Chord	4/8	1	1	3/16		1/8	3/2	438		articTenutoAbove														
34	34	267/4	267/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	439		articTenutoAbove														
34	34	67	67	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	440																
34	34	135/2	135/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	441		articTenutoAbove														
34	34	66	66	0.75	0	0	Chord	4/8	1	2	3/16		1/8	3/2	442																
34	34	267/4	267/4	0.25	3/16	3/16	Chord	4/8	1	2	1/16		1/16	1	443																
34	34	67	67	1.0	1/4	1/4	Chord	4/8	1	2	1/4		1/4	1	444																
34	34	66	66	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	445										64						
34	34	265/4	265/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	446										64						
34	34	133/2	133/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	447										64						
34	34	267/4	267/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	448																
34	34	67	67	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	449										65						
34	34	269/4	269/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	450										65						
34	34	135/2	135/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	451										65						
34	34	271/4	271/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	452																
35	35	68	68	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	453										66						
35	35	137/2	137/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	454																
35	35	275/4	275/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	455																
35	35	69	69	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	456																
35	35	139/2	139/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	457																
35	35	68	68	1.0	0	0	Chord	4/8	1	2	1/4		1/4	1	458																
35	35	69	69	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	459																
35	35	139/2	139/2	0.25	3/8	3/8	Chord	4/8	1	2	1/16		1/16	1	460																
35	35	279/4	279/4	0.25	7/16	7/16	Chord	4/8	1	2	1/16		1/16	1	461																
35	35	137/2	137/2	1.5	1/8	1/8	Chord	4/8	1	3	3/8		1/4	3/2	462																
35	35	68	68	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	463																
35	35	273/4	273/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	464																
35	35	137/2	137/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	465																
35	35	275/4	275/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	466																
35	35	69	69	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	467																
35	35	277/4	277/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	468																
35	35	139/2	139/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	469																
35	35	279/4	279/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	470																
36	36	70	70	1.5	0	0	Chord	4/8	1	1	3/8		1/4	3/2	471										67						
36	36	143/2	143/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	472										67, 68						
36	36	287/4	287/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	473										67, 68						
36	36	70	70	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	474																
36	36	141/2	141/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	475																
36	36	71	71	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	476																
36	36	143/2	143/2	0.25	3/8	3/8	Chord	4/8	1	2	1/16		1/16	1	477										69						
36	36	287/4	287/4	0.25	7/16	7/16	Chord	4/8	1	2	1/16		1/16	1	478										69						
36	36	70	70	1.5	0	0	Chord	4/8	1	3	3/8		1/4	3/2	479										70						
36	36	143/2	143/2	0.5	3/8	3/8	Chord	4/8	1	3	1/8		1/8	1	480																
36	36	70	70	0.25	0	0	Chord	4/8	2	1	1/16		1/16	1	481																
36	36	281/4	281/4	0.25	1/16	1/16	Chord	4/8	2	1	1/16		1/16	1	482																
36	36	141/2	141/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	483																
36	36	283/4	283/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	484																
36	36	71	71	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	485																
36	36	285/4	285/4	0.5	5/16	5/16	Chord	4/8	2	1	1/8		1/8	1	486																
