mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
114	113	324	324	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1458																
115	114	651/2	651/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1459		articStaccatoAbove														
115	114	326	326	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	1460		articAccentAbove							199							
115	114	651/2	651/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1461																
115	114	326	326	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	1462									200							
115	114	651/2	651/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1463																
115	114	326	326	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1464																
115	114	653/2	653/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1465																
115	114	651/2	651/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1466		articTenutoBelow														
116	115	327	327	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1467		articStaccatoAbove														
116	115	655/2	655/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1468									201							
116	115	1311/4	1311/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1469									201							
116	115	328	328	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1470									201							
116	115	327	327	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1471																
116	115	655/2	655/2	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	1472		articAccentBelow														
116	115	327	327	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1473																
116	115	655/2	655/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1474																
116	115	328	328	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1475																
116	115	327	327	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1476																
117	116	657/2	657/2	0.0	0	0	Spanner	3/8	1	1	0													201						25	
117	116	657/2	657/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1477									201						25	
117	116	329	329	0.0	1/8	1/8	Spanner	3/8	1	1	0													201							
117	116	329	329	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1478									201							
117	116	659/2	659/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1479									201							
117	116	1319/4	1319/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1480									201							
117	116	657/2	657/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1481																
117	116	657/2	657/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1482																
117	116	329	329	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1483																
117	116	659/2	659/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1484																
117	116	657/2	657/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1485																
118	117	330	330	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1486									201							
118	117	661/2	661/2	0.0	1/8	1/8	Spanner	3/8	1	1	0													201						26	
118	117	661/2	661/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1487									201						26	
118	117	331	331	0.0	1/4	1/4	Spanner	3/8	1	1	0													201							
118	117	331	331	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1488									201							
118	117	330	330	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1489																
118	117	330	330	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1490																
118	117	661/2	661/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1491																
118	117	331	331	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1492																
118	117	330	330	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1493																
119	118	663/2	663/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1494									201							
119	118	1327/4	1327/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1495									201							
119	118	332	332	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1496									201							
119	118	665/2	665/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1497									201							
119	118	663/2	663/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	1498																
119	118	663/2	663/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1499																
119	118	332	332	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1500																
119	118	665/2	665/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1501																
119	118	663/2	663/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1502																
120	119	333	333	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1503		articStaccatoAbove														
120	119	667/2	667/2	0.0	1/8	1/8	Dynamic	6/8	1	1	0					f															
120	119	667/2	667/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4		1/4	1	1504		articTenutoAbove														
120	119	669/2	669/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p															
120	119	669/2	669/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>dolce"													
120	119	669/2	669/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1505																
120	119	333	333	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1506																
120	119	669/2	669/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1507									202							
120	119	335	335	1.0	1/2	1/2	Chord	6/8	1	2	1/4		1/4	1	1508																
120	119	333	333	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1509									203							
120	119	1333/4	1333/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1510									203							
120	119	667/2	667/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1511									203							
120	119	1335/4	1335/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1512									203							
120	119	334	334	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1513		articAccentBelow														
120	119	669/2	669/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1514									204							
120	119	1339/4	1339/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1515									204							
120	119	335	335	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1516									204							
120	119	1341/4	1341/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1517									204							
120	119	671/2	671/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1518		articTenutoBelow														
121	120	336	336	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1519																
121	120	675/2	675/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	1520																
121	120	1353/4	1353/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1521									205							
121	120	677/2	677/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1522									205							
121	120	1355/4	1355/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1523									205							
121	120	336	336	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1524									206							
121	120	673/2	673/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	1525																
121	120	675/2	675/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1526																
121	120	336	336	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1527									207							
121	120	1345/4	1345/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1528									207							
121	120	673/2	673/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1529									207							
121	120	1347/4	1347/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1530									207							
121	120	337	337	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1531		articTenutoBelow														
121	120	675/2	675/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>simile"													
121	120	675/2	675/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1532									208							
121	120	1351/4	1351/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1533									208							
121	120	338	338	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1534									208							
121	120	1353/4	1353/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1535									208							
121	120	677/2	677/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1536																
122	121	339	339	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1537																
122	121	1359/4	1359/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1538									209							
122	121	340	340	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1539									209, 210							
122	121	1361/4	1361/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1540									209, 210							
122	121	681/2	681/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	1541																
122	121	1365/4	1365/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1542									211							
122	121	683/2	683/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1543									211							
122	121	1367/4	1367/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1544									211							
122	121	681/2	681/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1545																
122	121	339	339	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1546									212							
122	121	1357/4	1357/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1547									212							
122	121	679/2	679/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1548									212							
122	121	1359/4	1359/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1549									212							
122	121	340	340	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1550																
122	121	681/2	681/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1551									213							
122	121	1363/4	1363/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1552									213							
122	121	341	341	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1553									213							
122	121	1365/4	1365/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1554									213							
122	121	683/2	683/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1555																
123	122	342	342	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1556																
123	122	1371/4	1371/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1557									214							
123	122	343	343	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1558									214							
123	122	1373/4	1373/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1559									214							
123	122	687/2	687/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	1560																
123	122	1377/4	1377/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1561									215							
123	122	689/2	689/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1562									215							
123	122	1379/4	1379/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1563									215							
123	122	342	342	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1564																
123	122	687/2	687/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1565		articTenutoBelow														
123	122	342	342	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	1566									216							
123	122	1369/4	1369/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1567									216							
123	122	685/2	685/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1568									216							
123	122	1371/4	1371/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1569									216							
123	122	343	343	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1570																
123	122	687/2	687/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1571									217							
123	122	1375/4	1375/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1572									217							
123	122	344	344	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1573									217							
123	122	1377/4	1377/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1574									217							
123	122	689/2	689/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1575		articTenutoBelow														
124	123	345	345	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1576																
124	123	1381/4	1381/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1577																
124	123	691/2	691/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1578																
124	123	1383/4	1383/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1579																
124	123	346	346	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1580									218							
124	123	1385/4	1385/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1581									218							
124	123	693/2	693/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1582									218							
124	123	1387/4	1387/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1583																
124	123	347	347	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1584									219							
124	123	1389/4	1389/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1585									219							
124	123	695/2	695/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1586									219							
124	123	1391/4	1391/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1587																
124	123	345	345	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1588		articTenutoBelow														
124	123	346	346	1.0	1/4	1/4	Chord	6/8	1	2	1/4		1/4	1	1589		articTenutoBelow														
124	123	347	347	1.0	1/2	1/2	Chord	6/8	1	2	1/4		1/4	1	1590		articTenutoBelow														
124	123	345	345	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1591																
124	123	691/2	691/2	0.0	1/8	1/8	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>crescendo"													
124	123	691/2	691/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4		1/4	1	1592		articTenutoAbove														
124	123	693/2	693/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1593																
124	123	347	347	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	1594		articTenutoAbove														
125	124	348	348	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1595									220							
125	124	1393/4	1393/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1596									220							
125	124	697/2	697/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1597									220							
125	124	1395/4	1395/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1598																
125	124	349	349	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1599									221							
125	124	1397/4	1397/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1600									221							
125	124	699/2	699/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1601									221							
125	124	1399/4	1399/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1602																
125	124	350	350	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1603									222							
125	124	1401/4	1401/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1604									222							
125	124	701/2	701/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1605									222							
125	124	1403/4	1403/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1606																
125	124	348	348	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1607																
125	124	349	349	1.0	1/4	1/4	Chord	6/8	1	2	1/4		1/4	1	1608																
125	124	350	350	1.0	1/2	1/2	Chord	6/8	1	2	1/4		1/4	1	1609																
125	124	348	348	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1610		articStaccatoBelow														
125	124	697/2	697/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4		1/4	1	1611		articTenutoAbove														
125	124	699/2	699/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1612		articStaccatoBelow														
125	124	350	350	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	1613		articTenutoAbove														
126	125	351	351	0.0	0	0	Dynamic	6/8	1	1	0					f															
126	125	1405/4	1405/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1614									223							
126	125	703/2	703/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1615									223							
126	125	1407/4	1407/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1616									223							
126	125	352	352	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1617									223							
126	125	1409/4	1409/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1618																
126	125	1411/4	1411/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1619									224							
126	125	353	353	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1620									224							
126	125	1413/4	1413/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1621									224							
126	125	707/2	707/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1622									224							
126	125	1415/4	1415/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1623																
126	125	351	351	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1624		articStaccatoAbove														
126	125	703/2	703/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1625		articStaccatoAbove														
126	125	352	352	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1626		articStaccatoAbove														
126	125	705/2	705/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>rinf."													
126	125	705/2	705/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1627		articAccentStaccatoBelow														
126	125	353	353	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1628		articAccentStaccatoBelow														
126	125	707/2	707/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1629		articAccentStaccatoBelow														
127	126	1417/4	1417/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1630									225							
127	126	709/2	709/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1631									225							
127	126	1419/4	1419/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1632									225							
127	126	355	355	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1633									225							
127	126	1421/4	1421/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1634																
127	126	1423/4	1423/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1635									226							
127	126	356	356	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1636									226							
127	126	1425/4	1425/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1637									226							
127	126	713/2	713/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1638									226							
127	126	1427/4	1427/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1639																
127	126	354	354	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1640		articStaccatoBelow														
127	126	709/2	709/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1641		articStaccatoBelow														
127	126	355	355	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1642		articStaccatoBelow														
127	126	711/2	711/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>rinforz."													
127	126	711/2	711/2	0.0	3/8	3/8	Spanner	6/8	2	1	0															0					
127	126	711/2	711/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1643		articAccentStaccatoBelow									0					
127	126	356	356	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1644		articAccentStaccatoBelow									0					
127	126	713/2	713/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1645		articAccentStaccatoBelow									0					
128	127	357	357	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1646									227							
128	127	1429/4	1429/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1647									227							
128	127	715/2	715/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1648									227							
128	127	1431/4	1431/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1649									227							
128	127	358	358	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1650									227							
128	127	1433/4	1433/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1651									227							
128	127	717/2	717/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1652									227							
128	127	1435/4	1435/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1653									227							
128	127	359	359	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1654									227							
128	127	1437/4	1437/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1655									227							
128	127	719/2	719/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1656									227							
128	127	1439/4	1439/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1657									227							
128	127	357	357	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1658											0					
128	127	715/2	715/2	0.0	1/8	1/8	Spanner	6/8	2	1	0																				
128	127	715/2	715/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1659		articStaccatoAbove														
128	127	358	358	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1660		articStaccatoAbove														
128	127	717/2	717/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1661		articStaccatoAbove														
128	127	359	359	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1662		articStaccatoAbove														
128	127	719/2	719/2	0.0	5/8	5/8	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>dimin."													
128	127	719/2	719/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1663		articStaccatoAbove														
129	128	360	360	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1664									227							
129	128	1441/4	1441/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1665									227							
129	128	721/2	721/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1666									227							
129	128	1443/4	1443/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1667									227							
129	128	361	361	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1668									227							
129	128	1445/4	1445/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1669									227							
129	128	723/2	723/2	0.0	3/8	3/8	Spanner	6/8	1	1	0													227						27	
129	128	723/2	723/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1670									227						27	
129	128	1447/4	1447/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1671									227						27	
129	128	362	362	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1672									227						27	
129	128	1449/4	1449/4	0.0	9/16	9/16	Spanner	6/8	1	1	0													227							
129	128	1449/4	1449/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1673									227							
129	128	725/2	725/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1674		articStaccatoAbove														
129	128	360	360	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1675																
129	128	723/2	723/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1676																
129	128	725/2	725/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1677		articAccentAbove														
129	128	360	360	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	1678																
129	128	721/2	721/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	1679		articStaccatoBelow														
129	128	361	361	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1680		articStaccatoBelow														
129	128	723/2	723/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	1681		articStaccatoBelow														
129	128	362	362	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	1682		articStaccatoBelow														
129	128	725/2	725/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1683		articStaccatoBelow														
130	129	1453/4	1453/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1684									228							
130	129	727/2	727/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1685									228							
130	129	1455/4	1455/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1686									228							
130	129	364	364	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1687									228							
130	129	1457/4	1457/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1688									228							
130	129	729/2	729/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1689									228							
130	129	1459/4	1459/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1690									228							
130	129	365	365	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1691									228							
130	129	1461/4	1461/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1692									228							
130	129	731/2	731/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1693									228							
130	129	1463/4	1463/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1694									228							
130	129	363	363	0.0	0	0	Dynamic	6/8	2	1	0					p															
130	129	363	363	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1695									229							
130	129	364	364	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1696									229							
130	129	729/2	729/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1697									229							
130	129	365	365	0.0	1/2	1/2	Spanner	6/8	2	1	0													229						28	
130	129	365	365	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1698									229						28	
130	129	731/2	731/2	0.0	5/8	5/8	Spanner	6/8	2	1	0													229							
130	129	731/2	731/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1699									229							
131	130	366	366	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	1700									228							
131	130	1465/4	1465/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1701									228							
131	130	733/2	733/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1702									228							
131	130	1467/4	1467/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1703									228							
131	130	367	367	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1704									228							
