mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
5	4	1/8	1/8	2/4	2	1	V(6)							G	I		V(6)		V			6				M	0	0	2, 6, 5		2	2	0	3	0.0	0.0	0.25	0.0
5	4	1/4	1/4	2/4	2	1	I(6)							G	I		I(6)		I			6				M	0	0	1, 5, 4		1	1	1	2	0.3333333333333333	0.0	0.125	0.0
5	4	5/16	5/16	2/4	2	1	I							G	I		I		I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.125	0.0
5	4	3/8	3/8	2/4	2	1	I6(9)							G	I		I6(9)		I		6	9				M	0	0	5, 2, 1	3	1	5	0	2	0.0	0.0	0.125	0.0
5	4	7/16	7/16	2/4	2	1	I6							G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.125	0.0
6	5	0	0	2/4	2	1	IVM7							G	I		IVM7		IV	M	7					MM7	0	0	0, 4, 1, 5		0	0	1	4	0.2	0.0	0.3125	0.0
6	5	1/8	1/8	2/4	2	1	V(9)							G	I		V(9)		V			9				M	0	0	2, 6, 3	4	2	2	0	1	0.0	0.0	0.0625	0.0
6	5	3/16	3/16	2/4	2	1	V							G	I		V		V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.125	0.0
6	5	1/4	1/4	2/4	2	1	vi(4)							G	I		vi(4)		vi			4				m	0	0	4, 3, 5		4	4	0	2	0.0	0.0	0.125	0.0
6	5	5/16	5/16	2/4	2	1	vi							G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	0.125	0.0
6	5	3/8	3/8	2/4	2	1	ii(9)							G	I		ii(9)		ii			9				m	0	0	3, 0, 4	5	3	3	0	4	0.0	0.0	0.25	0.0
7	6	0	0	2/4	2	1	I6(6)							G	I		I6(6)		I		6	6				M	0	0	5, 4, 1		1	5	0	2	0.0	0.0	0.125	0.0
7	6	1/16	1/16	2/4	2	1	I6							G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.125	0.0
7	6	1/8	1/8	2/4	2	1	IV							G	I		IV		IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.25	0.0
7	6	1/4	1/4	2/4	2	1	V(6)							G	I		V(6)		V			6				M	0	0	2, 6, 5		2	2	0	2	0.0	0.0	0.125	0.0
7	6	5/16	5/16	2/4	2	1	V							G	I		V		V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.125	0.0
7	6	3/8	3/8	2/4	2	1	I6(9)							G	I		I6(9)		I		6	9				M	0	0	5, 2, 1	3	1	5	0	2	0.0	0.0	0.125	0.0
7	6	7/16	7/16	2/4	2	1	I6							G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.125	0.0
8	7	0	0	2/4	2	1	IVM7							G	I		IVM7		IV	M	7					MM7	0	0	0, 4, 1, 5		0	0	1	4	0.2	0.0	0.3125	0.0
8	7	1/8	1/8	2/4	2	1	V(9)							G	I		V(9)		V			9				M	0	0	2, 6, 3	4	2	2	0	1	0.0	0.0	0.0625	0.0
8	7	3/16	3/16	2/4	2	1	V							G	I		V		V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.125	0.0
8	7	1/4	1/4	2/4	2	1	vi(4)							G	I		vi(4)		vi			4				m	0	0	4, 3, 5		4	4	0	2	0.0	0.0	0.125	0.0
8	7	5/16	5/16	2/4	2	1	vi							G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	0.125	0.0
8	7	3/8	3/8	2/4	2	1	ii(9)							G	I		ii(9)		ii			9				m	0	0	3, 0, 4	5	3	3	0	4	0.0	0.0	0.25	0.0
9	8	0	0	2/4	2	1	I6(6)							G	I		I6(6)		I		6	6				M	0	0	5, 4, 1		1	5	2	2	0.5	0.125	0.125	0.5
9	8	1/8	1/8	2/4	2	1	IV							G	I		IV		IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.25	0.0
9	8	1/4	1/4	2/4	2	1	V(6)							G	I		V(6)		V			6				M	0	0	2, 6, 5		2	2	1	3	0.25	0.0625	0.1875	0.25
9	8	3/8	3/8	2/4	2	1	vi7						ii7/V	G	I		vi7		vi		7					mm7	0	0	4, 1, 5, 2		4	4	0	4	0.0	0.0	0.375	0.0
10	9	0	0	2/4	2	1	V6(6#4#2)							G	I		V6(6#4#2)		V		6	6#4#2				M	0	0	11, 8, 5, 2		2	11	1	4	0.2	0.0625	0.6875	0.08333333333333333
10	9	1/8	1/8	2/4	2	1	V6							G	I		V6		V		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.25	0.0
10	9	1/4	1/4	2/4	2	1	i							G	I		i		i							m	0	0	1, -2, 2		1	1	1	3	0.25	0.0625	0.1875	0.25
10	9	3/8	3/8	2/4	2	1	V65/ii							G	I		V65/ii		V		65		ii			Mm7	0	0	8, 5, 2, 4		4	8	0	3	0.0	0.0	0.25	0.0
11	10	0	0	2/4	2	1	ii(4)							G	I		ii(4)		ii			4				m	0	0	3, 2, 4		3	3	0	2	0.0	0.0	0.125	0.0
11	10	1/16	1/16	2/4	2	1	ii							G	I		ii		ii							m	0	0	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
11	10	1/8	1/8	2/4	2	1	iii.V6							G	iii		V6		V		6					M	0	1	10, 7, 6		6	10	0	3	0.0	0.0	0.375	0.0
11	10	1/4	1/4	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	0	2	0.0	0.0	0.125	0.0
11	10	3/8	3/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	1	4	0.2	0.0625	0.3125	0.16666666666666666
12	11	0	0	2/4	2	1	iv(#4)							G	iii		iv(#4)		iv			#4				m	0	1	4, 1, 10		4	4	0	3	0.0	0.0	0.25	0.0
12	11	1/16	1/16	2/4	2	1	iv							G	iii		iv		iv							m	0	1	4, 1, 5		4	4	0	2	0.0	0.0	0.125	0.0
12	11	1/8	1/8	2/4	2	1	V6/v							G	iii		V6/v		V		6		v			M	0	1	11, 8, 7		7	11	1	4	0.2	0.0625	0.3125	0.16666666666666666
12	11	1/4	1/4	2/4	2	1	v(^4)							G	iii		v(^4)		v			^4				m	0	1	6, 3, 5		6	6	0	3	0.0	0.0	0.25	0.0
12	11	5/16	5/16	2/4	2	1	v							G	iii		v		v							m	0	1	6, 3, 7		6	6	0	2	0.0	0.0	0.125	0.0
12	11	3/8	3/8	2/4	2	1	vi							G	iii		vi		vi							m	0	1	1, -2, 2		1	1	1	4	0.2	0.0625	0.3125	0.16666666666666666
13	12	0	0	2/4	2	1	#vi%7						ii%7/V	G	iii		#vi%7		#vi	%	7					%7	0	1	8, 5, 2, 6		8	8	0	6	0.0	0.0	0.5	0.0
13	12	1/8	1/8	2/4	2	1	V6							G	iii		V6		V		6					M	0	1	10, 7, 6		6	10	0	5	0.0	0.0	0.375	0.0
13	12	1/4	1/4	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	0	3	0.0	0.0	0.375	0.0
13	12	3/8	3/8	2/4	2	1	ii%7							G	iii		ii%7		ii	%	7					%7	0	1	7, 4, 1, 5		7	7	0	3	0.0	0.0	0.25	0.0
14	13	0	0	2/4	2	1	Ger2						VI43	G	iii		Ger2	Ger	vii	o	2	b3	V			Ger	0	1	2, 11, 1, 5		11	2	2	3	0.4	0.125	0.25	0.3333333333333333
14	13	1/8	1/8	2/4	2	1	#viio7/iv							G	iii		#viio7/iv		#vii	o	7		iv			o7	0	1	9, 6, 3, 0		9	9	0	4	0.0	0.0	0.375	0.0
14	13	1/4	1/4	2/4	2	1	bII6						iv(6)	G	iii		bII6		bII		6					M	0	1	4, 1, 0		0	4	0	3	0.0	0.0	0.1875	0.0
14	13	5/16	5/16	2/4	2	1	iv7							G	iii		iv7		iv		7					mm7	0	1	4, 1, 5, 2		4	4	0	3	0.0	0.0	0.1875	0.0
14	13	3/8	3/8	2/4	2	1	V7							G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6	6	0	4	0.0	0.0	0.375	0.0
15	14	0	0	2/4	2	1	i|PAC}					1		G	iii		i		i					PAC	}	m	0	1	5, 2, 6		5	5	0	5	0.0	0.0	0.6875	0.0
15	14	3/8	3/8	2/4	2	1	G.I					1		G	iii		I		I							M	0	1	5, 9, 6		5	5	2	2	0.5	0.125	0.125	0.5
16	14	0	0	2/4	2	1	i|PAC}					2		G	iii		i		i					PAC	}	m	0	1	5, 2, 6		5	5	0	5	0.0	0.0	0.8125	0.0
16	14	3/8	3/8	2/4	2	1	vi.V{					2		G	vi		V		V						{	M	0	1	5, 9, 6		5	5	0	2	0.0	0.0	0.125	0.0
17	15	0	0	2/4	2	1	#vi%7						ii%7/V	G	vi		#vi%7		#vi	%	7					%7	0	1	7, 4, 1, 5		7	7	0	4	0.0	0.0	0.25	0.0
17	15	1/8	1/8	2/4	2	1	V6							G	vi		V6		V		6					M	0	1	9, 6, 5		5	9	0	4	0.0	0.0	0.25	0.0
17	15	1/4	1/4	2/4	2	1	i							G	vi		i		i							m	0	1	4, 1, 5		4	4	0	4	0.0	0.0	0.25	0.0
17	15	3/8	3/8	2/4	2	1	V43							G	vi		V43		V		43					Mm7	0	1	6, 3, 5, 9		5	6	0	4	0.0	0.0	0.25	0.0
18	16	0	0	2/4	2	1	i6							G	vi		i6		i		6					m	0	1	1, 5, 4		4	1	0	4	0.0	0.0	0.25	0.0
18	16	1/8	1/8	2/4	2	1	V43							G	vi		V43		V		43					Mm7	0	1	6, 3, 5, 9		5	6	0	3	0.0	0.0	0.25	0.0
18	16	1/4	1/4	2/4	2	1	i							G	vi		i		i							m	0	1	4, 1, 5		4	4	0	3	0.0	0.0	0.25	0.0
18	16	3/8	3/8	2/4	2	1	V7/VII							G	vi		V7/VII		V		7		VII			Mm7	0	1	3, 7, 4, 1		3	3	2	4	0.3333333333333333	0.0	0.25	0.0
19	17	0	0	2/4	2	1	vi/VII							G	vi		vi/VII		vi				VII			m	0	1	5, 2, 6		5	5	0	2	0.0	0.0	0.125	0.0
19	17	1/16	1/16	2/4	2	1	ii43/VII							G	vi		ii43/VII		ii		43		VII			mm7	0	1	5, 2, 4, 1		4	5	0	2	0.0	0.0	0.125	0.0
19	17	1/8	1/8	2/4	2	1	V6/VII							G	vi		V6/VII		V		6		VII			M	0	1	7, 4, 3		3	7	0	4	0.0	0.0	0.375	0.0
19	17	1/4	1/4	2/4	2	1	I(4)/VII							G	vi		I(4)/VII		I			4	VII			M	0	1	2, 1, 3		2	2	0	2	0.0	0.0	0.125	0.0
19	17	5/16	5/16	2/4	2	1	I/VII							G	vi		I/VII		I				VII			M	0	1	2, 6, 3		2	2	0	2	0.0	0.0	0.125	0.0
19	17	3/8	3/8	2/4	2	1	ii7/VII							G	vi		ii7/VII		ii		7		VII			mm7	0	1	4, 1, 5, 2		4	4	0	4	0.0	0.0	0.25	0.0
20	18	0	0	2/4	2	1	I6/VII							G	vi		I6/VII		I		6		VII			M	0	1	6, 3, 2		2	6	0	3	0.0	0.0	0.3125	0.0
20	18	1/8	1/8	2/4	2	1	VI6							G	vi		VI6		VI		6					M	0	1	4, 1, 0		0	4	0	3	0.0	0.0	0.1875	0.0
20	18	1/4	1/4	2/4	2	1	V6(9)							G	vi		V6(9)		V		6	9				M	0	1	9, 6, 5	0	5	9	0	2	0.0	0.0	0.125	0.0
20	18	5/16	5/16	2/4	2	1	V6							G	vi		V6		V		6					M	0	1	9, 6, 5		5	9	0	2	0.0	0.0	0.125	0.0
20	18	3/8	3/8	2/4	2	1	i6							G	vi		i6		i		6					m	0	1	1, 5, 4		4	1	1	4	0.2	0.0625	0.3125	0.16666666666666666
21	19	0	0	2/4	2	1	iv(#4)							G	vi		iv(#4)		iv			#4				m	0	1	3, 0, 9		3	3	0	3	0.0	0.0	0.25	0.0
21	19	1/16	1/16	2/4	2	1	iv							G	vi		iv		iv							m	0	1	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
21	19	1/8	1/8	2/4	2	1	V6/v							G	vi		V6/v		V		6		v			M	0	1	10, 7, 6		6	10	1	4	0.2	0.0625	0.3125	0.16666666666666666
21	19	1/4	1/4	2/4	2	1	v(^4)							G	vi		v(^4)		v			^4				m	0	1	5, 2, 4		5	5	0	3	0.0	0.0	0.25	0.0
21	19	5/16	5/16	2/4	2	1	v							G	vi		v		v							m	0	1	5, 2, 6		5	5	0	2	0.0	0.0	0.125	0.0
21	19	3/8	3/8	2/4	2	1	vi							G	vi		vi		vi							m	0	1	0, -3, 1		0	0	1	4	0.2	0.0625	0.3125	0.16666666666666666
22	20	0	0	2/4	2	1	#vi%7						ii%7/V	G	vi		#vi%7		#vi	%	7					%7	0	1	7, 4, 1, 5		7	7	0	6	0.0	0.0	0.5	0.0
22	20	1/8	1/8	2/4	2	1	V6							G	vi		V6		V		6					M	0	1	9, 6, 5		5	9	0	5	0.0	0.0	0.375	0.0
22	20	1/4	1/4	2/4	2	1	i							G	vi		i		i							m	0	1	4, 1, 5		4	4	0	3	0.0	0.0	0.3125	0.0
22	20	3/8	3/8	2/4	2	1	i6							G	vi		i6		i		6					m	0	1	1, 5, 4		4	1	1	3	0.25	0.0625	0.25	0.2
23	21	0	0	2/4	2	1	iv(#4)							G	vi		iv(#4)		iv			#4				m	0	1	3, 0, 9		3	3	0	3	0.0	0.0	0.25	0.0
23	21	1/16	1/16	2/4	2	1	iv							G	vi		iv		iv							m	0	1	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
23	21	1/8	1/8	2/4	2	1	V6/v							G	vi		V6/v		V		6		v			M	0	1	10, 7, 6		6	10	1	4	0.2	0.0625	0.3125	0.16666666666666666
23	21	1/4	1/4	2/4	2	1	v(^4)							G	vi		v(^4)		v			^4				m	0	1	5, 2, 4		5	5	0	3	0.0	0.0	0.25	0.0
23	21	5/16	5/16	2/4	2	1	v							G	vi		v		v							m	0	1	5, 2, 6		5	5	0	2	0.0	0.0	0.125	0.0
23	21	3/8	3/8	2/4	2	1	#viio7/v							G	vi		#viio7/v		#vii	o	7		v			o7	0	1	10, 7, 4, 1		10	10	1	4	0.2	0.0625	0.3125	0.16666666666666666
24	22	0	0	2/4	2	1	v							G	vi		v		v							m	0	1	5, 2, 6		5	5	1	4	0.2	0.0625	0.3125	0.16666666666666666
24	22	1/8	1/8	2/4	2	1	I.iio6							G	I		iio6		ii	o	6					o	0	0	0, -3, 3		3	0	1	4	0.2	0.0625	0.3125	0.16666666666666666
24	22	1/4	1/4	2/4	2	1	V65/V							G	I		V65/V		V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	0	5	0.0	0.0	0.375	0.0
24	22	3/8	3/8	2/4	2	1	v7(6)							G	I		v7(6)		v		7	6				mm7	0	0	2, -1, 5, 0		2	2	0	3	0.0	0.0	0.25	0.0
24	22	7/16	7/16	2/4	2	1	v7							G	I		v7		v		7					mm7	0	0	2, -1, 3, 0		2	2	0	2	0.0	0.0	0.125	0.0
25	23	0	0	2/4	2	1	V6(+b3)/vi							G	I		V6(+b3)/vi		V		6	+b3	vi			M	0	0	9, 6, 5	2	5	9	0	6	0.0	0.0	0.5	0.0
25	23	1/8	1/8	2/4	2	1	IV6(9)							G	I		IV6(9)		IV		6	9				M	0	0	4, 1, 0	2	0	4	0	6	0.0	0.0	0.5	0.0
25	23	1/4	1/4	2/4	2	1	V6(#4#2)							G	I		V6(#4#2)		V		6	#4#2				M	0	0	11, 8, 2		2	11	0	3	0.0	0.0	0.375	0.0
25	23	3/8	3/8	2/4	2	1	V6							G	I		V6		V		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.125	0.0
26	24	0	0	2/4	2	1	V6(6#4#2)							G	I		V6(6#4#2)		V		6	6#4#2				M	0	0	11, 8, 5, 2		2	11	0	6	0.0	0.0	0.5	0.0
26	24	1/8	1/8	2/4	2	1	V65							G	I		V65		V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	6	0.0	0.0	0.5	0.0
26	24	1/4	1/4	2/4	2	1	i							G	I		i		i							m	0	0	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
26	24	3/8	3/8	2/4	2	1	#viio6/ii							G	I		#viio6/ii		#vii	o	6		ii			o	0	0	5, 2, 8		8	5	0	2	0.0	0.0	0.125	0.0
27	25	0	0	2/4	2	1	ii(4)							G	I		ii(4)		ii			4				m	0	0	3, 2, 4		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
27	25	1/8	1/8	2/4	2	1	I6							G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.3125	0.0
27	25	1/4	1/4	2/4	2	1	IV(9)							G	I		IV(9)		IV			9				M	0	0	0, 4, 1	2	0	0	1	7	0.125	0.0625	0.5	0.1111111111111111
27	25	3/8	3/8	2/4	2	1	V							G	I		V		V							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.3125	0.0
28	26	0	0	2/4	2	1	vi7							G	I		vi7		vi		7					mm7	0	0	4, 1, 5, 2		4	4	1	5	0.16666666666666666	0.0625	0.625	0.09090909090909091
28	26	1/8	1/8	2/4	2	1	ii(11)							G	I		ii(11)		ii			11				m	0	0	3, 0, 4	2	3	3	0	4	0.0	0.0	0.3125	0.0
28	26	1/4	1/4	2/4	2	1	V|HC}							G	I		V		V					HC	}	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
28	26	3/8	3/8	2/4	2	1	I{							G	I		I		I						{	M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	0.5	0.0
29	27	0	0	2/4	2	1	V7(4)/IV							G	I		V7(4)/IV		V		7	4	IV			Mm7	0	0	1, 0, 2, -1		1	1	1	14	0.06666666666666667	0.0625	1.8125	0.03333333333333333
30	28	0	0	2/4	2	1	V7(134)/IV							G	I		V7(134)/IV		V		7	134	IV			Mm7	0	0	1, 0, 2, -1	4	1	1	0	17	0.0	0.0	2.0	0.0
31	29	0	0	2/4	2	1	V7(4)/IV							G	I		V7(4)/IV		V		7	4	IV			Mm7	0	0	1, 0, 2, -1		1	1	2	20	0.09090909090909091	0.125	2.375	0.05
32	30	1/8	1/8	2/4	2	1	V7(94)/IV							G	I		V7(94)/IV		V		7	94	IV			Mm7	0	0	1, 0, 2, -1	3	1	1	0	3	0.0	0.0	0.25	0.0
32	30	1/4	1/4	2/4	2	1	I64/IV							G	I		I64/IV		I		64		IV			M	0	0	1, 0, 4		0	1	0	4	0.0	0.0	0.5625	0.0
32	30	3/8	3/8	2/4	2	1	IV(9)/IV							G	I		IV(9)/IV		IV			9	IV			M	0	0	-1, 3, 0	1	-1	-1	0	2	0.0	0.0	0.125	0.0
32	30	7/16	7/16	2/4	2	1	V(4)/IV							G	I		V(4)/IV		V			4	IV			M	0	0	1, 0, 2		1	1	1	1	0.5	0.0625	0.0625	0.5
33	31	0	0	2/4	2	1	I6(7)/IV							G	I		I6(7)/IV		I		6	7	IV			M	0	0	4, 1, 5		0	4	1	5	0.16666666666666666	0.25	0.75	0.25
33	31	1/8	1/8	2/4	2	1	I/IV							G	I		I/IV		I				IV			M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.25	0.0
33	31	1/4	1/4	2/4	2	1	V(64)/IV							G	I		V(64)/IV		V			64	IV			M	0	0	1, 0, 4		1	1	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
33	31	7/16	7/16	2/4	2	1	V/IV							G	I		V/IV		V				IV			M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.125	0.0
34	32	0	0	2/4	2	1	I64(7)/IV							G	I		I64(7)/IV		I		64	7	IV			M	0	0	1, 5, 4		0	1	0	4	0.0	0.0	0.5	0.0
34	32	1/16	1/16	2/4	2	1	I/IV							G	I		I/IV		I				IV			M	0	0	0, 4, 1		0	0	2	5	0.2857142857142857	0.125	0.5	0.2
34	32	1/4	1/4	2/4	2	1	I64/IV							G	I		I64/IV		I		64		IV			M	0	0	1, 0, 4		0	1	3	3	0.5	0.25	0.3125	0.4444444444444444
34	32	3/8	3/8	2/4	2	1	ii6(94)/IV						IVM7(9)/IV	G	I		ii6(94)/IV		ii		6	94	IV			m	0	0	1, 3, 2	4	2	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
34	32	7/16	7/16	2/4	2	1	V/IV	-1.29003	5.44938		/			G	I		V/IV		V				IV			M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.25	0.0
35	33	0	0	2/4	2	1	I6(97)/IV							G	I		I6(97)/IV		I		6	97	IV			M	0	0	4, 1, 5	2	0	4	0	6	0.0	0.0	0.875	0.0
35	33	1/8	1/8	2/4	2	1	I6/IV							G	I		I6/IV		I		6		IV			M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.375	0.0
35	33	1/4	1/4	2/4	2	1	IV64							G	I		IV64		IV		64					M	0	0	1, 0, 4		0	1	1	2	0.3333333333333333	0.0625	0.25	0.2
35	33	3/8	3/8	2/4	2	1	V6							G	I		V6		V		6					M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.125	0.3333333333333333
36	34	0	0	2/4	2	1	IV64							G	I		IV64		IV		64					M	0	0	1, 0, 4		0	1	1	4	0.2	0.0625	0.4375	0.125
36	34	1/8	1/8	2/4	2	1	IV							G	I		IV		IV							M	0	0	0, 4, 1		0	0	1	4	0.2	0.0625	0.4375	0.125
36	34	1/4	1/4	2/4	2	1	IVM2							G	I		IVM2		IV	M	2					MM7	0	0	5, 0, 4, 1		0	5	1	4	0.2	0.0625	0.375	0.14285714285714285
36	34	3/8	3/8	2/4	2	1	viio65	-1.39754	3.82251		/			G	I		viio65		vii	o	65					o7	0	0	3, 0, -3, 6		6	3	2	4	0.3333333333333333	0.125	0.3125	0.2857142857142857
37	35	0	0	2/4	2	1	IV6(^4#2)							G	I		IV6(^4#2)		IV		6	^4#2				M	0	0	9, 6, 0		0	9	2	4	0.3333333333333333	0.3125	0.5625	0.35714285714285715
37	35	1/8	1/8	2/4	2	1	IV6							G	I		IV6		IV		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.375	0.0
37	35	1/4	1/4	2/4	2	1	IV							G	I		IV		IV							M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.0625	0.25	0.2
37	35	3/8	3/8	2/4	2	1	iii							G	I		iii		iii							m	0	0	5, 2, 6		5	5	1	2	0.3333333333333333	0.0625	0.125	0.3333333333333333
38	36	0	0	2/4	2	1	ii7(62)							G	I		ii7(62)		ii		7	62				mm7	0	0	5, 0, 6, 1		3	5	0	3	0.0	0.0	0.1875	0.0
38	36	1/16	1/16	2/4	2	1	ii7							G	I		ii7		ii		7					mm7	0	0	3, 0, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
38	36	1/8	1/8	2/4	2	1	IV64							G	I		IV64		IV		64					M	0	0	1, 0, 4		0	1	0	6	0.0	0.0	0.625	0.0
38	36	1/4	1/4	2/4	2	1	vii%7(9)	-0.107503	6.08007		/			G	I		vii%7(9)		vii	%	7	9				%7	0	0	6, 3, 0, 4	1	6	6	0	2	0.0	0.0	0.125	0.0
38	36	5/16	5/16	2/4	2	1	vii%7							G	I		vii%7		vii	%	7					%7	0	0	6, 3, 0, 4		6	6	0	3	0.0	0.0	0.25	0.0
38	36	3/8	3/8	2/4	2	1	V64(6)							G	I		V64(6)		V		64	6				M	0	0	5, 2, 6		2	5	0	3	0.0	0.0	0.25	0.0
38	36	7/16	7/16	2/4	2	1	V64							G	I		V64		V		64					M	0	0	3, 2, 6		2	3	0	4	0.0	0.0	0.25	0.0
39	37	0	0	2/4	2	1	I(72)							G	I		I(72)		I			72				M	0	0	3, 5, 2	6	1	3	0	5	0.0	0.0	0.375	0.0
39	37	1/16	1/16	2/4	2	1	I							G	I		I		I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.3125	0.0
39	37	1/8	1/8	2/4	2	1	#vii%2(b9)/ii							G	I		#vii%2(b9)/ii		#vii	%	2	b9	ii			%7	0	0	6, 8, 5, 2	-4	8	6	0	3	0.0	0.0	0.375	0.0
39	37	3/16	3/16	2/4	2	1	#vii%2/ii							G	I		#vii%2/ii		#vii	%	2		ii			%7	0	0	6, 8, 5, 2		8	6	0	4	0.0	0.0	0.3125	0.0
39	37	1/4	1/4	2/4	2	1	ii64(9)							G	I		ii64(9)		ii		64	9				m	0	0	4, 3, 0	5	3	4	1	6	0.14285714285714285	0.0625	0.4375	0.125
39	37	3/8	3/8	2/4	2	1	ii							G	I		ii		ii							m	0	0	3, 0, 4		3	3	0	3	0.0	0.0	0.25	0.0
39	37	7/16	7/16	2/4	2	1	ii2							G	I		ii2		ii		2					mm7	0	0	1, 3, 0, 4		3	1	1	2	0.3333333333333333	0.0625	0.125	0.3333333333333333
40	38	0	0	2/4	2	1	vii%7(62)							G	I		vii%7(62)		vii	%	7	62				%7	0	0	1, 3, 2, 4		6	1	2	5	0.2857142857142857	0.1875	0.375	0.3333333333333333
