mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8	28	28	1.5	0	0	4/4	2	1		i		f	i	V	i		i							m	1	1	0, -3, 1		0	0
8	8	59/2	59/2	0.5	3/8	3/8	4/4	2	1		iv7		f	i	V	iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
8	8	30	30	1.0	1/2	1/2	4/4	2	1		V]		f	i	V	V		V							M	1	1	1, 5, 2		1	1
8	8	31	31	1.0	3/4	3/4	4/4	2	1		V7/V		f	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
9	9	32	32	1.0	0	0	4/4	2	1		V|HC}		f	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
9	9	33	33	1.0	1/4	1/4	4/4	2	1		i6{		f	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
9	9	34	34	1.0	1/2	1/2	4/4	2	1		V43		f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
9	9	35	35	1.0	3/4	3/4	4/4	2	1		i		f	i		i		i							m	1	1	0, -3, 1		0	0
10	10	36	36	1.0	0	0	4/4	2	1		V6		f	i		V6		V		6					M	1	1	5, 2, 1		1	5
10	10	37	37	1.0	1/4	1/4	4/4	2	1		ii%7/V		f	i		ii%7/V		ii	%	7		V			%7	1	1	3, 0, -3, 1		3	3
10	10	38	38	1.0	1/2	1/2	4/4	2	1		V		f	i		V		V							M	1	1	1, 5, 2		1	1
10	10	39	39	1.0	3/4	3/4	4/4	2	1		V7(9)/V		f	i		V7(9)/V		V		7	9	V			Mm7	1	1	2, 6, 3, 0	4	2	2
11	11	40	40	0.5	0	0	4/4	2	1		I/V		f	i		I/V		I				V			M	1	1	1, 5, 2		1	1
11	11	81/2	81/2	0.5	1/8	1/8	4/4	2	1		iv6/V		f	i		iv6/V		iv		6		V			m	1	1	-3, 1, 0		0	-3
11	11	41	41	0.5	1/4	1/4	4/4	2	1		I64/V		f	i		I64/V		I		64		V			M	1	1	2, 1, 5		1	2
11	11	83/2	83/2	0.5	3/8	3/8	4/4	2	1		iv/V		f	i		iv/V		iv				V			m	1	1	0, -3, 1		0	0
11	11	42	42	0.5	1/2	1/2	4/4	2	1		I6/V		f	i		I6/V		I		6		V			M	1	1	5, 2, 1		1	5
11	11	85/2	85/2	0.5	5/8	5/8	4/4	2	1		V43(4)/V		f	i		V43(4)/V		V		43	4	V			Mm7	1	1	3, 0, 2, 1		2	3
11	11	43	43	0.5	3/4	3/4	4/4	2	1		I/V		f	i		I/V		I				V			M	1	1	1, 5, 2		1	1
11	11	87/2	87/2	0.5	7/8	7/8	4/4	2	1		ii%43/V		f	i		ii%43/V		ii	%	43		V			%7	1	1	-3, 1, 3, 0		3	-3
12	12	44	44	0.5	0	0	4/4	2	1		I64/V		f	i		I64/V		I		64		V			M	1	1	2, 1, 5		1	2
12	12	89/2	89/2	0.5	1/8	1/8	4/4	2	1		iv/V		f	i		iv/V		iv				V			m	1	1	0, -3, 1		0	0
12	12	45	45	0.5	1/4	1/4	4/4	2	1		I6/V		f	i		I6/V		I		6		V			M	1	1	5, 2, 1		1	5
12	12	91/2	91/2	0.5	3/8	3/8	4/4	2	1		V43/V		f	i		V43/V		V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
12	12	46	46	1.0	1/2	1/2	4/4	2	1		I/V		f	i		I/V		I				V			M	1	1	1, 5, 2		1	1
12	12	47	47	1.0	3/4	3/4	4/4	2	1		V7/V		f	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
13	13	48	48	16.0	0	0	4/4	2	1		I/V|PAC}		f	i		I/V		I				V	PAC	}	M	1	1	1, 5, 2		1	1
16	16	63	63	0.0	3/4	3/4	4/4	2	1		{		f	i										{		1	1				
17	17	64	64	2.0	0	0	4/4	2	1		i		f	i		i		i							m	1	1	0, -3, 1		0	0
17	17	66	66	2.0	1/2	1/2	4/4	2	1		i65		f	i		i65		i		65					mm7	1	1	-3, 1, -2, 0		0	-3
18	18	68	68	0.5	0	0	4/4	2	1		ii%65(9)		f	i		ii%65(9)		ii	%	65	9				%7	1	1	-1, -4, 0, 2	-3	2	-1
18	18	137/2	137/2	1.5	1/8	1/8	4/4	2	1		ii%65		f	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
18	18	70	70	2.0	1/2	1/2	4/4	2	1		i64		f	i		i64		i		64					m	1	1	1, 0, -3		0	1
19	19	72	72	2.0	0	0	4/4	2	1		ii%43		f	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
19	19	74	74	2.0	1/2	1/2	4/4	2	1		i43		f	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
20	20	76	76	2.0	0	0	4/4	2	1		V2		f	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
20	20	78	78	1.5	1/2	1/2	4/4	2	1		i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
20	20	159/2	159/2	0.5	7/8	7/8	4/4	2	1		V7		f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	21	80	80	2.0	0	0	4/4	2	1		i		f	i		i		i							m	1	1	0, -3, 1		0	0
21	21	82	82	2.0	1/2	1/2	4/4	2	1		i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
22	22	84	84	1.0	0	0	4/4	2	1		iv(4)		f	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
22	22	85	85	1.0	1/4	1/4	4/4	2	1		ii%65		f	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
22	22	86	86	1.0	1/2	1/2	4/4	2	1		i64		f	i		i64		i		64					m	1	1	1, 0, -3		0	1
22	22	87	87	1.0	3/4	3/4	4/4	2	1		iv65	ii65/III	f	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
23	23	88	88	3.0	0	0	4/4	2	1		III.V(64)		f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
23	23	91	91	1.0	3/4	3/4	4/4	2	1		V		f	III		V		V							M	1	0	1, 5, 2		1	1
24	24	92	92	1.5	0	0	4/4	2	1		I}		f	III		I		I						}	M	1	0	0, 4, 1		0	0
24	24	187/2	187/2	0.5	3/8	3/8	4/4	2	1		V7		f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
24	24	94	94	4.0	1/2	1/2	4/4	2	1		I|PAC		f	III		I		I					PAC		M	1	0	0, 4, 1		0	0
25	25	96	96	0.0	0	0	4/4	2	1		{		f	III										{		1	0				
25	25	98	98	0.5	1/2	1/2	4/4	2	1		ii6(112)		f	III		ii6(112)		ii		6	112				m	1	0	-1, 3, 4	1	2	-1
25	25	197/2	197/2	0.5	5/8	5/8	4/4	2	1		ii6		f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
25	25	99	99	1.0	3/4	3/4	4/4	2	1		ii7(9)		f	III		ii7(9)		ii		7	9				mm7	1	0	2, -1, 3, 0	4	2	2
26	26	100	100	1.5	0	0	4/4	2	1		V		f	III		V		V							M	1	0	1, 5, 2		1	1
26	26	203/2	203/2	0.5	3/8	3/8	4/4	2	1		I6		f	III		I6		I		6					M	1	0	4, 1, 0		0	4
26	26	102	102	0.5	1/2	1/2	4/4	2	1		ii43(42)		f	III		ii43(42)		ii		43	42				mm7	1	0	3, 0, 4, 1		2	3
26	26	205/2	205/2	0.5	5/8	5/8	4/4	2	1		ii43		f	III		ii43		ii		43					mm7	1	0	3, 0, 2, -1		2	3
26	26	103	103	1.0	3/4	3/4	4/4	2	1		IVM7		f	III		IVM7		IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
27	27	104	104	1.0	0	0	4/4	2	1		vii%7		f	III		vii%7		vii	%	7					%7	1	0	5, 2, -1, 3		5	5
27	27	105	105	0.5	1/4	1/4	4/4	2	1		V7(6)		f	III		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
27	27	211/2	211/2	0.5	3/8	3/8	4/4	2	1		V7		f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
27	27	106	106	1.0	1/2	1/2	4/4	2	1		I		f	III		I		I							M	1	0	0, 4, 1		0	0
27	27	107	107	1.0	3/4	3/4	4/4	2	1		vi7		f	III		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
28	28	108	108	1.0	0	0	4/4	2	1		IV		f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
28	28	109	109	0.5	1/4	1/4	4/4	2	1		V43		f	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
28	28	219/2	219/2	0.5	3/8	3/8	4/4	2	1		i.i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
28	28	110	110	1.0	1/2	1/2	4/4	2	1		iio		f	i		iio		ii	o						o	1	1	2, -1, -4		2	2
28	28	111	111	0.5	3/4	3/4	4/4	2	1		V65(64)		f	i		V65(64)		V		65	64				Mm7	1	1	0, -3, -1, 1		1	0
28	28	223/2	223/2	0.5	7/8	7/8	4/4	2	1		V65		f	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
29	29	112	112	2.0	0	0	4/4	2	1		i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
29	29	114	114	1.5	1/2	1/2	4/4	2	1		i43		f	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
29	29	231/2	231/2	0.5	7/8	7/8	4/4	2	1		viio7/V		f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
30	30	116	116	1.0	0	0	4/4	2	1		#viio43(4)		f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1
30	30	117	117	0.5	1/4	1/4	4/4	2	1		#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
30	30	235/2	235/2	0.5	3/8	3/8	4/4	2	1		I6		f	i		I6		I		6					M	1	1	4, 1, 0		0	4
30	30	118	118	1.5	1/2	1/2	4/4	2	1		VIM43		f	i		VIM43		VI	M	43					MM7	1	1	-3, 1, -4, 0		-4	-3
30	30	239/2	239/2	0.5	7/8	7/8	4/4	2	1		V7(b5)/V	Fr7	f	i		V7(b5)/V		V		7	b5	V			Mm7	1	1	2, 6, -4, 0		2	2
31	31	120	120	1.5	0	0	4/4	2	1		V(64)		f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
31	31	243/2	243/2	0.5	3/8	3/8	4/4	2	1		#viio2		f	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
31	31	122	122	0.5	1/2	1/2	4/4	2	1		V(64)		f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
31	31	245/2	245/2	0.5	5/8	5/8	4/4	2	1		iio6		f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
31	31	123	123	0.5	3/4	3/4	4/4	2	1		IV7(^2)	i6(+4)	f	i		IV7(^2)		IV		7	^2				Mm7	1	1	-1, 1, 0, -3		-1	-1
31	31	247/2	247/2	0.5	7/8	7/8	4/4	2	1		IV2		f	i		IV2		IV		2					Mm7	1	1	-3, -1, 3, 0		-1	-3
32	32		124		0	0	4/4	2	1	1	V64		f	i		V64		V		64					M	1	1	2, 1, 5		1	2
32	32		249/2		1/8	1/8	4/4	2	1	1	i(#6)		f	i		i(#6)		i			#6				m	1	1	0, -3, 1	3	0	0
32	32		125		1/4	1/4	4/4	2	1	1	V		f	i		V		V							M	1	1	1, 5, 2		1	1
32	32		126		1/2	1/2	4/4	2	1	1	i|PAC}		f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
33	32	124	128	0.5	0	0	4/4	2	1	2	V64		f	i		V64		V		64					M	1	1	2, 1, 5		1	2
33	32	249/2	257/2	0.5	1/8	1/8	4/4	2	1	2	i(#6)		f	i		i(#6)		i			#6				m	1	1	0, -3, 1	3	0	0
33	32	125	129	1.0	1/4	1/4	4/4	2	1	2	V		f	i		V		V							M	1	1	1, 5, 2		1	1
33	32	126	130	0.5	1/2	1/2	4/4	2	1	2	i	iv/v	f	i		i		i							m	1	1	0, -3, 1		0	0
33	32	253/2	261/2	1.5	5/8	5/8	4/4	2	1	2	v.V7		f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	33	128	132	8.5	0	0	4/4	2	1		i|PAC}{		f	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
36	35	273/2	281/2	0.5	1/8	1/8	4/4	2	1		iv65		f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
36	35	137	141	0.5	1/4	1/4	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
36	35	275/2	283/2	0.5	3/8	3/8	4/4	2	1		iv65		f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
36	35	138	142	0.5	1/2	1/2	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
36	35	277/2	285/2	1.0	5/8	5/8	4/4	2	1		i6		f	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
36	35	279/2	287/2	0.5	7/8	7/8	4/4	2	1		i64		f	v		i64		i		64					m	1	1	1, 0, -3		0	1
37	36	140	144	1.0	0	0	4/4	2	1		iv65		f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
37	36	141	145	1.0	1/4	1/4	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
37	36	142	146	0.5	1/2	1/2	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
37	36	285/2	293/2	1.0	5/8	5/8	4/4	2	1		i6		f	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
37	36	287/2	295/2	0.5	7/8	7/8	4/4	2	1		i64		f	v		i64		i		64					m	1	1	1, 0, -3		0	1
38	37	144	148	1.0	0	0	4/4	2	1		iv65		f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
38	37	145	149	1.0	1/4	1/4	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
38	37	146	150	1.5	1/2	1/2	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
38	37	295/2	303/2	0.5	7/8	7/8	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
39	38	148	152	0.5	0	0	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
39	38	297/2	305/2	0.5	1/8	1/8	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
39	38	149	153	0.5	1/4	1/4	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
39	38	299/2	307/2	1.5	3/8	3/8	4/4	2	1		VII		f	v		VII		VII							M	1	1	-2, 2, -1		-2	-2
39	38	151	155	1.0	3/4	3/4	4/4	2	1		III		f	v		III		III							M	1	1	-3, 1, -2		-3	-3
40	39	152	156	1.5	0	0	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
40	39	307/2	315/2	1.0	3/8	3/8	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
40	39	309/2	317/2	0.5	5/8	5/8	4/4	2	1		iv65(2)		f	v		iv65(2)		iv		65	2				mm7	1	1	-4, 0, -3, 1		-1	-4
40	39	155	159	0.5	3/4	3/4	4/4	2	1		VII(64)		f	v		VII(64)		VII			64				M	1	1	-2, -3, 1		-2	-2
40	39	311/2	319/2	2.0	7/8	7/8	4/4	2	1		VII		f	v		VII		VII							M	1	1	-2, 2, -1		-2	-2
41	40	315/2	323/2	1.0	3/8	3/8	4/4	2	1		IIIM7		f	v		IIIM7		III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
41	40	317/2	325/2	0.5	5/8	5/8	4/4	2	1		IIIM65		f	v		IIIM65		III	M	65					MM7	1	1	1, -2, 2, -3		-3	1
41	40	159	163	0.5	3/4	3/4	4/4	2	1		VI(64)		f	v		VI(64)		VI			64				M	1	1	-4, 2, -1		-4	-4
41	40	319/2	327/2	0.5	7/8	7/8	4/4	2	1		VI		f	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
42	41	160	164	1.5	0	0	4/4	2	1		VI		f	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
42	41	323/2	331/2	1.5	3/8	3/8	4/4	2	1		bIIM7		f	v		bIIM7		bII	M	7					MM7	1	1	-5, -1, -4, 0		-5	-5
42	41	163	167	1.0	3/4	3/4	4/4	2	1		VI		f	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
43	42	164	168	1.0	0	0	4/4	2	1		ii6		f	v		ii6		ii		6					m	1	1	-1, 3, 2		2	-1
43	42	165	169	1.0	1/4	1/4	4/4	2	1		Ger7		f	v		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	6, -4, 0, -3		6	6
43	42	166	170	2.0	1/2	1/2	4/4	2	1		V|HC}		f	v		V		V					HC	}	M	1	1	1, 5, 2		1	1
44	43	168	172	0.5	0	0	4/4	2	1		i{		f	v		i		i						{	m	1	1	0, -3, 1		0	0
44	43	337/2	345/2	0.5	1/8	1/8	4/4	2	1		iv65		f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
44	43	169	173	0.5	1/4	1/4	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
44	43	339/2	347/2	0.5	3/8	3/8	4/4	2	1		iv65		f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
44	43	170	174	0.5	1/2	1/2	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
44	43	341/2	349/2	1.0	5/8	5/8	4/4	2	1		i6		f	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
44	43	343/2	351/2	0.5	7/8	7/8	4/4	2	1		i64		f	v		i64		i		64					m	1	1	1, 0, -3		0	1
45	44	172	176	1.0	0	0	4/4	2	1		iv65		f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
45	44	173	177	1.0	1/4	1/4	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
45	44	174	178	0.5	1/2	1/2	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
45	44	349/2	357/2	1.0	5/8	5/8	4/4	2	1		i6		f	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
45	44	351/2	359/2	0.5	7/8	7/8	4/4	2	1		i64		f	v		i64		i		64					m	1	1	1, 0, -3		0	1
46	45	176	180	1.0	0	0	4/4	2	1		iv65		f	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
46	45	177	181	1.0	1/4	1/4	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
46	45	178	182	1.5	1/2	1/2	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
46	45	359/2	367/2	0.5	7/8	7/8	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
47	46	180	184	0.5	0	0	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
47	46	361/2	369/2	0.5	1/8	1/8	4/4	2	1		iv7		f	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
47	46	181	185	0.5	1/4	1/4	4/4	2	1		i		f	v		i		i							m	1	1	0, -3, 1		0	0
47	46	363/2	371/2	1.0	3/8	3/8	4/4	2	1		V7(6)		f	v		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
47	46	365/2	373/2	0.5	5/8	5/8	4/4	2	1		V7		f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
47	46	183	187	1.0	3/4	3/4	4/4	2	1		i|PAC}		f	v		i		i					PAC	}	m	1	1	0, -3, 1		0	0
48	47	184	188	1.5	0	0	4/4	2	1		i.III{		f	i		III		III						{	M	1	1	-3, 1, -2		-3	-3
48	47	371/2	379/2	1.0	3/8	3/8	4/4	2	1		VI		f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
48	47	373/2	381/2	0.5	5/8	5/8	4/4	2	1		vii%7/VII		f	i		vii%7/VII		vii	%	7		VII			%7	1	1	3, 0, -3, 1		3	3
48	47	187	191	0.5	3/4	3/4	4/4	2	1		VII(64)		f	i		VII(64)		VII			64				M	1	1	-2, -3, 1		-2	-2
48	47	375/2	383/2	2.0	7/8	7/8	4/4	2	1		VII		f	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
49	48	379/2	387/2	1.0	3/8	3/8	4/4	2	1		IIIM7		f	i		IIIM7		III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
49	48	381/2	389/2	0.5	5/8	5/8	4/4	2	1		IIIM65		f	i		IIIM65		III	M	65					MM7	1	1	1, -2, 2, -3		-3	1
49	48	191	195	0.5	3/4	3/4	4/4	2	1		VI(64)		f	i		VI(64)		VI			64				M	1	1	-4, 2, -1		-4	-4
49	48	383/2	391/2	2.0	7/8	7/8	4/4	2	1		VI		f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
50	49	387/2	395/2	1.5	3/8	3/8	4/4	2	1		bIIM7		f	i		bIIM7		bII	M	7					MM7	1	1	-5, -1, -4, 0		-5	-5
50	49	195	199	1.0	3/4	3/4	4/4	2	1		VI		f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
51	50	196	200	1.0	0	0	4/4	2	1		ii6		f	i		ii6		ii		6					m	1	1	-1, 3, 2		2	-1
51	50	197	201	1.0	1/4	1/4	4/4	2	1		Ger7		f	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	6, -4, 0, -3		6	6
51	50	198	202	2.0	1/2	1/2	4/4	2	1		V|HC}		f	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
52	51	200	204	0.5	0	0	4/4	2	1		#iii/V{		f	i		#iii/V		#iii				V		{	m	1	1	12, 9, 13		12	12
52	51	401/2	409/2	0.5	1/8	1/8	4/4	2	1		iv65/#iii/V		f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	8, 12, 9, 11		11	8
52	51	201	205	0.5	1/4	1/4	4/4	2	1		#iii/V		f	i		#iii/V		#iii				V			m	1	1	12, 9, 13		12	12
52	51	403/2	411/2	0.5	3/8	3/8	4/4	2	1		iv65/#iii/V		f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	8, 12, 9, 11		11	8
52	51	202	206	0.5	1/2	1/2	4/4	2	1		#iii/V		f	i		#iii/V		#iii				V			m	1	1	12, 9, 13		12	12
52	51	405/2	413/2	1.0	5/8	5/8	4/4	2	1		#iii6/V		f	i		#iii6/V		#iii		6		V			m	1	1	9, 13, 12		12	9
52	51	407/2	415/2	0.5	7/8	7/8	4/4	2	1		#iii64/V		f	i		#iii64/V		#iii		64		V			m	1	1	13, 12, 9		12	13
53	52	204	208	1.0	0	0	4/4	2	1		iv65/#iii/V		f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	8, 12, 9, 11		11	8
53	52	205	209	1.0	1/4	1/4	4/4	2	1		iv7/#iii/V		f	i		iv7/#iii/V		iv		7		#iii/V			mm7	1	1	11, 8, 12, 9		11	11
53	52	206	210	0.5	1/2	1/2	4/4	2	1		#iii/V		f	i		#iii/V		#iii				V			m	1	1	12, 9, 13		12	12
53	52	413/2	421/2	1.0	5/8	5/8	4/4	2	1		#iii6/V		f	i		#iii6/V		#iii		6		V			m	1	1	9, 13, 12		12	9
53	52	415/2	423/2	0.5	7/8	7/8	4/4	2	1		#iii64/V		f	i		#iii64/V		#iii		64		V			m	1	1	13, 12, 9		12	13
54	53	208	212	1.0	0	0	4/4	2	1		iv65/#iii/V		f	i		iv65/#iii/V		iv		65		#iii/V			mm7	1	1	8, 12, 9, 11		11	8
54	53	209	213	1.0	1/4	1/4	4/4	2	1		iv7/#iii/V		f	i		iv7/#iii/V		iv		7		#iii/V			mm7	1	1	11, 8, 12, 9		11	11
54	53	210	214	1.5	1/2	1/2	4/4	2	1		#iii/V		f	i		#iii/V		#iii				V			m	1	1	12, 9, 13		12	12
54	53	423/2	431/2	0.5	7/8	7/8	4/4	2	1		iv7/#iii/V		f	i		iv7/#iii/V		iv		7		#iii/V			mm7	1	1	11, 8, 12, 9		11	11
