mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
79	79	312	312	2.0	0	0	4/4	3	1	i		c#	i		i		i								m	1	1	0, -3, 1		0	0
79	79	314	314	1.5	1/2	1/2	4/4	3	1	i6		c#	i		i6		i		6						m	1	1	-3, 1, 0		0	-3
79	79	631/2	631/2	0.5	7/8	7/8	4/4	3	1	i6(6)		c#	i		i6(6)		i		6	6					m	1	1	-3, -4, 0		0	-3
80	80	316	316	1.0	0	0	4/4	3	1	V43(9)/III		c#	i		V43(9)/III		V		43	9	III				Mm7	1	1	-1, -4, -2, 2	0	-2	-1
80	80	317	317	1.0	1/4	1/4	4/4	3	1	V43/III		c#	i		V43/III		V		43		III				Mm7	1	1	-1, -4, -2, 2		-2	-1
80	80	318	318	1.0	1/2	1/2	4/4	3	1	IM65/III		c#	i		IM65/III		I	M	65		III				MM7	1	1	1, -2, 2, -3		-3	1
80	80	319	319	1.0	3/4	3/4	4/4	3	1	I6/III		c#	i		I6/III		I		6		III				M	1	1	1, -2, -3		-3	1
81	81	320	320	1.0	0	0	4/4	3	1	IV/III		c#	i		IV/III		IV				III				M	1	1	-4, 0, -3		-4	-4
81	81	321	321	1.0	1/4	1/4	4/4	3	1	ii6/III		c#	i		ii6/III		ii		6		III				m	1	1	-4, 0, -1		-1	-4
81	81	322	322	1.0	1/2	1/2	4/4	3	1	V7/III		c#	i		V7/III		V		7		III				Mm7	1	1	-2, 2, -1, -4		-2	-2
81	81	323	323	1.0	3/4	3/4	4/4	3	1	iii6/III		c#	i		iii6/III		iii		6		III				m	1	1	-2, 2, 1		1	-2
82	82	324	324	1.0	0	0	4/4	3	1	IV6(9)/III		c#	i		IV6(9)/III		IV		6	9	III				M	1	1	0, -3, -4	-2	-4	0
82	82	325	325	1.0	1/4	1/4	4/4	3	1	vii%7/III		c#	i		vii%7/III		vii	%	7		III				%7	1	1	2, -1, -4, 0		2	2
82	82	326	326	2.0	1/2	1/2	4/4	3	1	I/III		c#	i		I/III		I				III				M	1	1	-3, 1, -2		-3	-3
83	83	328	328	1.0	0	0	4/4	3	1	III(94)		c#	i		III(94)		III			94					M	1	1	-3, -4, -2	-1	-3	-3
83	83	329	329	1.0	1/4	1/4	4/4	3	1	III		c#	i		III		III								M	1	1	-3, 1, -2		-3	-3
83	83	330	330	2.0	1/2	1/2	4/4	3	1	VI		c#	i		VI		VI								M	1	1	-4, 0, -3		-4	-4
84	84	332	332	1.0	0	0	4/4	3	1	ii%7(94)		c#	i		ii%7(94)		ii	%	7	94					%7	1	1	2, 1, -4, 0	-3	2	2
84	84	333	333	1.0	1/4	1/4	4/4	3	1	ii%7		c#	i		ii%7		ii	%	7						%7	1	1	2, -1, -4, 0		2	2
84	84	334	334	2.0	1/2	1/2	4/4	3	1	v		c#	i		v		v								m	1	1	1, -2, 2		1	1
85	85	336	336	2.0	0	0	4/4	3	1	i		c#	i		i		i								m	1	1	0, -3, 1		0	0
85	85	338	338	2.0	1/2	1/2	4/4	3	1	v6		c#	i		v6		v		6						m	1	1	-2, 2, 1		1	-2
86	86	340	340	0.5	0	0	4/4	3	1	ii%43(4)		c#	i		ii%43(4)		ii	%	43	4					%7	1	1	-4, 0, 2, 1		2	-4
86	86	681/2	681/2	0.5	1/8	1/8	4/4	3	1	ii%43		c#	i		ii%43		ii	%	43						%7	1	1	-4, 0, 2, -1		2	-4
86	86	341	341	2.0	1/4	1/4	4/4	3	1	v		c#	i		v		v								m	1	1	1, -2, 2		1	1
86	86	343	343	1.0	3/4	3/4	4/4	3	1	V(6)/iv		c#	i		V(6)/iv		V			6	iv				M	1	1	0, 4, -4		0	0
87	87	344	344	1.0	0	0	4/4	3	1	iv64(4)		c#	i		iv64(4)		iv		64	4					m	1	1	0, -1, -2		-1	0
87	87	345	345	1.0	1/4	1/4	4/4	3	1	iv		c#	i		iv		iv								m	1	1	-1, -4, 0		-1	-1
87	87	346	346	1.0	1/2	1/2	4/4	3	1	V6/iv		c#	i		V6/iv		V		6		iv				M	1	1	4, 1, 0		0	4
87	87	347	347	1.0	3/4	3/4	4/4	3	1	VI		c#	i		VI		VI								M	1	1	-4, 0, -3		-4	-4
88	88	348	348	1.0	0	0	4/4	3	1	V7(96)/III		c#	i		V7(96)/III		V		7	96	III				Mm7	1	1	-2, 2, 1, -4	0	-2	-2
88	88	349	349	1.0	1/4	1/4	4/4	3	1	V7(9)/III		c#	i		V7(9)/III		V		7	9	III				Mm7	1	1	-2, 2, -1, -4	0	-2	-2
88	88	350	350	1.0	1/2	1/2	4/4	3	1	vii%43/III		c#	i		vii%43/III		vii	%	43		III				%7	1	1	-4, 0, 2, -1		2	-4
88	88	351	351	0.5	3/4	3/4	4/4	3	1	IVM7/III		c#	i		IVM7/III		IV	M	7		III				MM7	1	1	-4, 0, -3, 1		-4	-4
88	88	703/2	703/2	0.5	7/8	7/8	4/4	3	1	V7(9)/III		c#	i		V7(9)/III		V		7	9	III				Mm7	1	1	-2, 2, -1, -4	0	-2	-2
89	89	352	352	1.0	0	0	4/4	3	1	I(94)/III		c#	i		I(94)/III		I			94	III				M	1	1	-3, -4, -2	-1	-3	-3
89	89	353	353	1.0	1/4	1/4	4/4	3	1	I/III		c#	i		I/III		I				III				M	1	1	-3, 1, -2		-3	-3
89	89	354	354	1.0	1/2	1/2	4/4	3	1	V65(9)/ii/III		c#	i		V65(9)/ii/III		V		65	9	ii/III				Mm7	1	1	4, 1, -2, 0	-5	0	4
89	89	355	355	1.0	3/4	3/4	4/4	3	1	V7(b9)/ii/III		c#	i		V7(b9)/ii/III		V		7	b9	ii/III				Mm7	1	1	0, 4, 1, -2	-12	0	0
90	90	356	356	0.5	0	0	4/4	3	1	ii2/III		c#	i		ii2/III		ii		2		III				mm7	1	1	-3, -1, -4, 0		-1	-3
90	90	713/2	713/2	0.5	1/8	1/8	4/4	3	1	V6/III		c#	i		V6/III		V		6		III				M	1	1	2, -1, -2		-2	2
90	90	357	357	1.0	1/4	1/4	4/4	3	1	V6(#6)/ii/III		c#	i		V6(#6)/ii/III		V		6	#6	ii/III				M	1	1	4, 1, 0	3	0	4
90	90	358	358	1.0	1/2	1/2	4/4	3	1	ii(4)/III		c#	i		ii(4)/III		ii			4	III				m	1	1	-1, -2, 0		-1	-1
90	90	359	359	1.0	3/4	3/4	4/4	3	1	V43/ii/III		c#	i		V43/ii/III		V		43		ii/III				Mm7	1	1	1, -2, 0, 4		0	1
91	91	360	360	1.0	0	0	4/4	3	1	ii65/III		c#	i		ii65/III		ii		65		III				mm7	1	1	-4, 0, -3, -1		-1	-4
91	91	361	361	1.0	1/4	1/4	4/4	3	1	I6(6)/III	vi64/III	c#	i		I6(6)/III		I		6	6	III				M	1	1	1, 0, -3		-3	1
91	91	362	362	1.0	1/2	1/2	4/4	3	1	V7(9)/III		c#	i		V7(9)/III		V		7	9	III				Mm7	1	1	-2, 2, -1, -4	0	-2	-2
91	91	363	363	1.0	3/4	3/4	4/4	3	1	V7(94)/III		c#	i		V7(94)/III		V		7	94	III				Mm7	1	1	-2, -3, -1, -4	0	-2	-2
92	92	364	364	1.0	0	0	4/4	3	1	vii%65/III		c#	i		vii%65/III		vii	%	65		III				%7	1	1	-1, -4, 0, 2		2	-1
92	92	365	365	1.0	1/4	1/4	4/4	3	1	I6(6)/III		c#	i		I6(6)/III		I		6	6	III				M	1	1	1, 0, -3		-3	1
92	92	366	366	1.0	1/2	1/2	4/4	3	1	iv]		c#	i		iv		iv					]			m	1	1	-1, -4, 0		-1	-1
92	92	367	367	1.0	3/4	3/4	4/4	3	1	V65/III	vii%7/III	c#	i		V65/III		V		65		III				Mm7	1	1	2, -1, -4, -2		-2	2
93	93	368	368	1.0	0	0	4/4	3	1	V65(4)/iv		c#	i		V65(4)/iv		V		65	4	iv				Mm7	1	1	-1, 1, -2, 0		0	-1
93	93	369	369	1.0	1/4	1/4	4/4	3	1	V65(6)/iv		c#	i		V65(6)/iv		V		65	6	iv				Mm7	1	1	4, -4, -2, 0		0	4
93	93	370	370	2.0	1/2	1/2	4/4	3	1	iv2		c#	i		iv2		iv		2						mm7	1	1	-3, -1, -4, 0		-1	-3
94	94	372	372	1.0	0	0	4/4	3	1	bII(9)	V43(4)/vii	c#	i		bII(9)		bII			9					M	1	1	-5, -1, -4	-3	-5	-5
94	94	373	373	2.0	1/4	1/4	4/4	3	1	V43/vii		c#	i		V43/vii		V		43		vii				Mm7	1	1	0, -3, -1, 3		-1	0
94	94	375	375	1.0	3/4	3/4	4/4	3	1	V6}		c#	i		V6		V		6					}	M	1	1	5, 2, 1		1	5
95	95	376	376	2.0	0	0	4/4	3	1	V65/iv{		c#	i		V65/iv		V		65		iv			{	Mm7	1	1	4, 1, -2, 0		0	4
95	95	378	378	2.0	1/2	1/2	4/4	3	1	V7/VI		c#	i		V7/VI		V		7		VI				Mm7	1	1	-3, 1, -2, -5		-3	-3
96	96	380	380	1.0	0	0	4/4	3	1	V2/VI		c#	i		V2/VI		V		2		VI				Mm7	1	1	-5, -3, 1, -2		-3	-5
96	96	381	381	1.0	1/4	1/4	4/4	3	1	V/iv		c#	i		V/iv		V				iv				M	1	1	0, 4, 1		0	0
96	96	382	382	1.0	1/2	1/2	4/4	3	1	V(#0)/iv		c#	i		V(#0)/iv		V			#0	iv				M	1	1	0, 4, 1		0	0
96	96	383	383	1.0	3/4	3/4	4/4	3	1	ii%65/iv		c#	i		ii%65/iv		ii	%	65		iv				%7	1	1	-2, -5, -1, 1		1	-2
97	97	384	384	1.0	0	0	4/4	3	1	ii%65/iv		c#	i		ii%65/iv		ii	%	65		iv				%7	1	1	-2, -5, -1, 1		1	-2
97	97	385	385	1.0	1/4	1/4	4/4	3	1	Ger6/VI/iv		c#	i		Ger6/VI/iv	Ger	vii	o	65	b3	V/VI/iv				Ger	1	1	-9, -5, -8, 1		1	-9
97	97	386	386	2.0	1/2	1/2	4/4	3	1	VI/iv		c#	i		VI/iv		VI				iv				M	1	1	-5, -1, -4		-5	-5
98	98	388	388	1.0	0	0	4/4	3	1	ii%7/iv		c#	i		ii%7/iv		ii	%	7		iv				%7	1	1	1, -2, -5, -1		1	1
98	98	389	389	1.0	1/4	1/4	4/4	3	1	V43/bIV		c#	i		V43/bIV		V		43		bIV				Mm7	1	1	-6, -9, -7, -3		-7	-6
98	98	390	390	1.0	1/2	1/2	4/4	3	1	Fr6/iv/bIV	V7(b5)/VII	c#	i		Fr6/iv/bIV	Fr	V		43	b5	V/iv/bIV				Fr	1	1	-13, -9, -7, -3		-7	-13
98	98	391	391	1.0	3/4	3/4	4/4	3	1	iv64/bIV		c#	i		iv64/bIV		iv		64		bIV				m	1	1	-8, -9, -12		-9	-8
99	99	392	392	1.0	0	0	4/4	3	1	viio43(b4)/VII	vii%7/bIV	c#	i		viio43(b4)/VII		vii	o	43	b4	VII				o7	1	1	-3, -6, 3, -5		3	-3
99	99	393	393	1.0	1/4	1/4	4/4	3	1	viio7/VII	viio43/bIV	c#	i		viio7/VII		vii	o	7		VII				o7	1	1	3, 0, -3, -6		3	3
99	99	394	394	1.0	1/2	1/2	4/4	3	1	V7/VII		c#	i		V7/VII		V		7		VII				Mm7	1	1	-1, 3, 0, -3		-1	-1
99	99	395	395	1.0	3/4	3/4	4/4	3	1	V43/VII		c#	i		V43/VII		V		43		VII				Mm7	1	1	0, -3, -1, 3		-1	0
100	100	396	396	1.0	0	0	4/4	3	1	viio2/VII	bII(6#4#2)/iv	c#	i		viio2/VII		vii	o	2		VII				o7	1	1	-6, 3, 0, -3		3	-6
100	100	397	397	1.0	1/4	1/4	4/4	3	1	bII6/iv		c#	i		bII6/iv		bII		6		iv				M	1	1	-2, -5, -6		-6	-2
100	100	398	398	1.0	1/2	1/2	4/4	3	1	ii%7/iv		c#	i		ii%7/iv		ii	%	7		iv				%7	1	1	1, -2, -5, -1		1	1
100	100	399	399	1.0	3/4	3/4	4/4	3	1	ii%43/iv	iv6/iv	c#	i		ii%43/iv		ii	%	43		iv				%7	1	1	-5, -1, 1, -2		1	-5
101	101	400	400	1.0	0	0	4/4	3	1	iv2/iv		c#	i		iv2/iv		iv		2		iv				mm7	1	1	-4, -2, -5, -1		-2	-4
101	101	401	401	1.0	1/4	1/4	4/4	3	1	V/iv		c#	i		V/iv		V				iv				M	1	1	0, 4, 1		0	0
101	101	402	402	1.0	1/2	1/2	4/4	3	1	vii%7/VII		c#	i		vii%7/VII		vii	%	7		VII				%7	1	1	3, 0, -3, 1		3	3
101	101	403	403	1.0	3/4	3/4	4/4	3	1	V2/VII		c#	i		V2/VII		V		2		VII				Mm7	1	1	-3, -1, 3, 0		-1	-3
102	102	404	404	1.0	0	0	4/4	3	1	V7/III		c#	i		V7/III		V		7		III				Mm7	1	1	-2, 2, -1, -4		-2	-2
102	102	405	405	1.0	1/4	1/4	4/4	3	1	V6(6)/III		c#	i		V6(6)/III		V		6	6	III				M	1	1	2, 1, -2		-2	2
102	102	406	406	1.0	1/2	1/2	4/4	3	1	V7/iv		c#	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0	0
102	102	407	407	1.0	3/4	3/4	4/4	3	1	V6(6)/iv		c#	i		V6(6)/iv		V		6	6	iv				M	1	1	4, -4, 0		0	4
103	103	408	408	1.0	0	0	4/4	3	1	VIM7/iv		c#	i		VIM7/iv		VI	M	7		iv				MM7	1	1	-5, -1, -4, 0		-5	-5
103	103	409	409	0.5	1/4	1/4	4/4	3	1	Ger6/iv	V7/bV	c#	i		Ger6/iv	Ger	vii	o	65	b3	V/iv				Ger	1	1	-5, -1, -4, 5		5	-5
103	103	819/2	819/2	1.5	3/8	3/8	4/4	3	1	Ger6(9)/iv	V7(9)/bV	c#	i		Ger6(9)/iv	Ger	vii	o	65	9b3	V/iv				Ger	1	1	-5, -1, -4, 5	0	5	-5
103	103	411	411	1.0	3/4	3/4	4/4	3	1	Ger6(6)/iv	V7(6)/bV	c#	i		Ger6(6)/iv	Ger	vii	o	65	6b3	V/iv				Ger	1	1	-5, 1, -4, 5		5	-5
104	104	412	412	1.0	0	0	4/4	3	1	viio7/III		c#	i		viio7/III		vii	o	7		III				o7	1	1	2, -1, -4, -7		2	2
104	104	413	413	1.0	1/4	1/4	4/4	3	1	viio7(#5)/III		c#	i		viio7(#5)/III		vii	o	7	#5	III				o7	1	1	2, -1, 3, -7		2	2
104	104	414	414	1.0	1/2	1/2	4/4	3	1	viio7(#0)/III		c#	i		viio7(#0)/III		vii	o	7	#0	III				o7	1	1	2, -1, -4, -7		2	2
104	104	415	415	1.0	3/4	3/4	4/4	3	1	viio7/III		c#	i		viio7/III		vii	o	7		III				o7	1	1	2, -1, -4, -7		2	2
105	105	416	416	1.0	0	0	4/4	3	1	V7(96)/VI		c#	i		V7(96)/VI		V		7	96	VI				Mm7	1	1	-3, 1, 0, -5	-1	-3	-3
105	105	417	417	1.0	1/4	1/4	4/4	3	1	V7/VI		c#	i		V7/VI		V		7		VI				Mm7	1	1	-3, 1, -2, -5		-3	-3
105	105	418	418	1.0	1/2	1/2	4/4	3	1	V7(9)/VI	vii%7/VI	c#	i		V7(9)/VI		V		7	9	VI				Mm7	1	1	-3, 1, -2, -5	-1	-3	-3
105	105	419	419	1.0	3/4	3/4	4/4	3	1	V7(6)/VI		c#	i		V7(6)/VI		V		7	6	VI				Mm7	1	1	-3, 1, 0, -5		-3	-3
106	106	420	420	1.0	0	0	4/4	3	1	#viio7/iv		c#	i		#viio7/iv		#vii	o	7		iv				o7	1	1	4, 1, -2, -5		4	4
106	106	421	421	1.0	1/4	1/4	4/4	3	1	#viio7(#5)/iv		c#	i		#viio7(#5)/iv		#vii	o	7	#5	iv				o7	1	1	4, 1, 5, -5		4	4
106	106	422	422	1.0	1/2	1/2	4/4	3	1	#viio7(#0)/iv		c#	i		#viio7(#0)/iv		#vii	o	7	#0	iv				o7	1	1	4, 1, -2, -5		4	4
106	106	423	423	1.0	3/4	3/4	4/4	3	1	#viio7/iv		c#	i		#viio7/iv		#vii	o	7		iv				o7	1	1	4, 1, -2, -5		4	4
107	107	424	424	1.0	0	0	4/4	3	1	V7(96)/VII		c#	i		V7(96)/VII		V		7	96	VII				Mm7	1	1	-1, 3, 2, -3	1	-1	-1
107	107	425	425	6.0	1/4	1/4	4/4	3	1	vii%43/VII	i6(#6)	c#	i		vii%43/VII		vii	%	43		VII				%7	1	1	-3, 1, 3, 0		3	-3
108	108	431	431	1.0	3/4	3/4	4/4	3	1	i		c#	i		i		i								m	1	1	0, -3, 1		0	0
109	109	432	432	2.0	0	0	4/4	3	1	i64(#4)		c#	i		i64(#4)		i		64	#4					m	1	1	6, 0, -3		0	6
109	109	434	434	2.0	1/2	1/2	4/4	3	1	i64(7#4)		c#	i		i64(7#4)		i		64	7#4					m	1	1	6, -2, -3		0	6
110	110	436	436	2.0	0	0	4/4	3	1	i64(#4)		c#	i		i64(#4)		i		64	#4					m	1	1	6, 0, -3		0	6
110	110	438	438	2.0	1/2	1/2	4/4	3	1	V7(6)		c#	i		V7(6)		V		7	6					Mm7	1	1	1, 5, -3, -1		1	1
111	111	440	440	2.0	0	0	4/4	3	1	i|PAC}{		c#	i		i		i						PAC	}{	m	1	1	0, -3, 1		0	0
111	111	442	442	1.5	1/2	1/2	4/4	3	1	i(#0)		c#	i		i(#0)		i			#0					m	1	1	0, -3, 1		0	0
111	111	887/2	887/2	0.5	7/8	7/8	4/4	3	1	i2		c#	i		i2		i		2						mm7	1	1	-2, 0, -3, 1		0	-2
112	112	444	444	1.0	0	0	4/4	3	1	i2(#4)		c#	i		i2(#4)		i		2	#4					mm7	1	1	-2, 0, -3, 6		0	-2
112	112	445	445	2.0	1/4	1/4	4/4	3	1	i2(#6#4)		c#	i		i2(#6#4)		i		2	#6#4					mm7	1	1	3, 0, -3, 6		0	3
112	112	447	447	1.0	3/4	3/4	4/4	3	1	#viio43		c#	i		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
113	113	448	448	1.0	0	0	4/4	3	1	i		c#	i		i		i								m	1	1	0, -3, 1		0	0
113	113	449	449	1.0	1/4	1/4	4/4	3	1	i7		c#	i		i7		i		7						mm7	1	1	0, -3, 1, -2		0	0
113	113	450	450	1.5	1/2	1/2	4/4	3	1	i(#0)		c#	i		i(#0)		i			#0					m	1	1	0, -3, 1		0	0
113	113	903/2	903/2	0.5	7/8	7/8	4/4	3	1	i2		c#	i		i2		i		2						mm7	1	1	-2, 0, -3, 1		0	-2
114	114	452	452	1.0	0	0	4/4	3	1	i2(#4)		c#	i		i2(#4)		i		2	#4					mm7	1	1	-2, 0, -3, 6		0	-2
114	114	453	453	1.0	1/4	1/4	4/4	3	1	i2(#6#4)		c#	i		i2(#6#4)		i		2	#6#4					mm7	1	1	3, 0, -3, 6		0	3
114	114	454	454	1.0	1/2	1/2	4/4	3	1	Ger6		c#	i		Ger6	Ger	vii	o	65	b3	V				Ger	1	1	-4, 0, -3, 6		6	-4
114	114	455	455	1.0	3/4	3/4	4/4	3	1	V7		c#	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1	1
115	115	456	456	1.0	0	0	4/4	3	1	i[i		c#	i	i	i		i								m	1	1	0, -3, 1		0	0
115	115	457	457	1.0	1/4	1/4	4/4	3	1	V6		c#	i		V6		V		6						M	1	1	5, 2, 1		1	5
115	115	458	458	0.5	1/2	1/2	4/4	3	1	IV(4)		c#	i		IV(4)		IV			4					M	1	1	-1, -2, 0		-1	-1
115	115	917/2	917/2	1.0	5/8	5/8	4/4	3	1	viio65/V		c#	i		viio65/V		vii	o	65		V				o7	1	1	3, 0, -3, 6		6	3
115	115	919/2	919/2	0.5	7/8	7/8	4/4	3	1	viio2(4)		c#	i		viio2(4)		vii	o	2	4					o7	1	1	-11, -2, -3, -8		-2	-11
116	116	460	460	1.0	0	0	4/4	3	1	i		c#	i		i		i								m	1	1	0, -3, 1		0	0
116	116	461	461	1.0	1/4	1/4	4/4	3	1	V6		c#	i		V6		V		6						M	1	1	5, 2, 1		1	5
116	116	462	462	0.5	1/2	1/2	4/4	3	1	IV(4)		c#	i		IV(4)		IV			4					M	1	1	-1, -2, 0		-1	-1
116	116	925/2	925/2	1.0	5/8	5/8	4/4	3	1	viio65/V		c#	i		viio65/V		vii	o	65		V				o7	1	1	3, 0, -3, 6		6	3
116	116	927/2	927/2	0.5	7/8	7/8	4/4	3	1	viio2(4)		c#	i		viio2(4)		vii	o	2	4					o7	1	1	-11, -2, -3, -8		-2	-11
117	117	464	464	1.0	0	0	4/4	3	1	i]		c#	i		i		i					]			m	1	1	0, -3, 1		0	0
117	117	465	465	1.0	1/4	1/4	4/4	3	1	V6		c#	i		V6		V		6						M	1	1	5, 2, 1		1	5
117	117	466	466	0.5	1/2	1/2	4/4	3	1	IV(4)		c#	i		IV(4)		IV			4					M	1	1	-1, -2, 0		-1	-1
117	117	933/2	933/2	1.0	5/8	5/8	4/4	3	1	viio65/V		c#	i		viio65/V		vii	o	65		V				o7	1	1	3, 0, -3, 6		6	3
117	117	935/2	935/2	0.5	7/8	7/8	4/4	3	1	viio2(4)		c#	i		viio2(4)		vii	o	2	4					o7	1	1	-11, -2, -3, -8		-2	-11
118	118	468	468	0.5	0	0	4/4	3	1	i6		c#	i		i6		i		6						m	1	1	-3, 1, 0		0	-3
118	118	937/2	937/2	0.5	1/8	1/8	4/4	3	1	v64		c#	i		v64		v		64						m	1	1	2, 1, -2		1	2
118	118	469	469	0.5	1/4	1/4	4/4	3	1	i6		c#	i		i6		i		6						m	1	1	-3, 1, 0		0	-3
118	118	939/2	939/2	0.5	3/8	3/8	4/4	3	1	V7(b9)/iv		c#	i		V7(b9)/iv		V		7	b9	iv				Mm7	1	1	0, 4, 1, -2	-12	0	0
118	118	470	470	0.5	1/2	1/2	4/4	3	1	#viio43		c#	i		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
118	118	941/2	941/2	0.5	5/8	5/8	4/4	3	1	V7/V		c#	i		V7/V		V		7		V				Mm7	1	1	2, 6, 3, 0		2	2
118	118	471	471	0.5	3/4	3/4	4/4	3	1	V(#76)		c#	i		V(#76)		V			#76					M	1	1	1, 5, -3	6	1	1
118	118	943/2	943/2	0.5	7/8	7/8	4/4	3	1	V		c#	i		V		V								M	1	1	1, 5, 2		1	1
119	119	472	472	1.0	0	0	4/4	3	1	i|PAC}		c#	i		i		i						PAC	}	m	1	1	0, -3, 1		0	0
119	119	473	473	1.0	1/4	1/4	4/4	3	1	i(#6#4#3){		c#	i		i(#6#4#3)		i			#6#4#3				{	m	1	1	0, 4, 6	3	0	0
119	119	474	474	1.0	1/2	1/2	4/4	3	1	i6		c#	i		i6		i		6						m	1	1	-3, 1, 0		0	-3
119	119	475	475	1.0	3/4	3/4	4/4	3	1	i64(9#6#4)		c#	i		i64(9#6#4)		i		64	9#6#4					m	1	1	6, 0, -3	2, 3	0	6
120	120	476	476	1.0	0	0	4/4	3	1	i		c#	i		i		i								m	1	1	0, -3, 1		0	0
120	120	477	477	1.0	1/4	1/4	4/4	3	1	i64(7#4)		c#	i		i64(7#4)		i		64	7#4					m	1	1	6, -2, -3		0	6
120	120	478	478	1.0	1/2	1/2	4/4	3	1	i64(#6#4)		c#	i		i64(#6#4)		i		64	#6#4					m	1	1	6, 0, -3	3	0	6
120	120	479	479	1.0	3/4	3/4	4/4	3	1	ii%65		c#	i		ii%65		ii	%	65						%7	1	1	-1, -4, 0, 2		2	-1
121	121	480	480	8.0	0	0	4/4	3	1	i|PC}		c#	i		i		i						PC	}	m	1	1	0, -3, 1		0	0
